scenario_id,pct,threshold,method,algorithm,num_agents,success,fail_reason,primary_length,primary_unc,length_ratio,wall_s,wall_ratio,astar_iterations,continuous_primary_length,continuous_uncertainties,discrete_uncertainties,formation_arc_drift,formation_offsets,primary_disc_unc,refinement_min_slack,refinement_status
s025,50,2.6480,formation,formation,2,true,,849.9939467653455,1.8433616715299437,1.1178,13.8,0.9005,17,849.994,"[1.0381, 1.8434]","[1.0537, 1.4912]",[0.0],[-1],1.4911862776269589,0.01626846045157591,optimized
s025,40,2.1184,formation,formation,2,true,,854.594144298224,1.497451793267357,1.1239,13.5,0.8849,17,854.594,"[1.0451, 1.4975]","[1.0537, 1.4912]",[0.0],[-1],1.4911862776269589,0.016195571050028057,optimized
s025,30,1.5888,formation,formation,2,true,,854.6343215928496,1.4953775019169635,1.1239,13.4,0.8773,17,854.634,"[1.0464, 1.4954]","[1.0537, 1.4912]",[0.0],[-1],1.4911862776269589,0.01617759899642021,optimized
s028,100,5.3112,formation,formation,2,true,,1004.7355331663507,4.0685789306888935,1.2902,13.6,0.8730,29,1004.736,"[1.0273, 4.0686]","[1.0273, 4.0686]",[0.0],[1],4.0685789306888935,0.01611111211111111,seed_only
s028,90,4.7800,formation,formation,2,true,,1004.7355331663507,4.0685789306888935,1.2902,13.8,0.8843,29,1004.736,"[1.0273, 4.0686]","[1.0273, 4.0686]",[0.0],[1],4.0685789306888935,0.01611111211111111,seed_only
s028,80,4.2489,formation,formation,2,true,,1004.7355331663507,4.0685789306888935,1.2902,13.7,0.8810,29,1004.736,"[1.0273, 4.0686]","[1.0273, 4.0686]",[0.0],[1],4.0685789306888935,0.01611111211111111,seed_only
s028,70,3.7178,formation,formation,2,false,recovery_failed,1128.4539703119947,3.8044052983199665,,14.1,0.9078,12441,1128.454,"[3.8037, 3.8044]","[3.8037, 3.8044]",[0.0],[1],3.8044052983199665,-0.08659848931996628,recovery_failed
s028,60,3.1867,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s028,50,2.6556,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s028,40,2.1245,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s028,30,1.5933,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s029,100,5.0016,formation,formation,2,true,,1141.1779650720214,1.6414461156845142,1.1519,14.0,0.8945,53,1141.178,"[0.8386, 1.6414]","[0.8395, 1.1885]",[0.0],[-1],1.1884819390166435,0.0002920172784140741,optimized
s029,90,4.5014,formation,formation,2,true,,1141.1779650703697,1.6414461791205024,1.1519,14.0,0.8987,53,1141.178,"[0.8386, 1.6414]","[0.8395, 1.1885]",[0.0],[-1],1.1884819390166435,0.0002914740138092166,optimized
s029,80,4.0013,formation,formation,2,true,,1141.1779650432918,1.6414462575230984,1.1519,14.0,0.8985,53,1141.178,"[0.8386, 1.6414]","[0.8395, 1.1885]",[0.0],[-1],1.1884819390166435,0.0002907654210300971,optimized
s029,70,3.5011,formation,formation,2,true,,1141.177964986127,1.6414463750576371,1.1519,13.9,0.8939,53,1141.178,"[0.8386, 1.6414]","[0.8395, 1.1885]",[0.0],[-1],1.1884819390166435,0.000289603507328844,optimized
s029,60,3.0010,formation,formation,2,true,,1141.1779650044018,1.6414465308350927,1.1519,14.0,0.8956,53,1141.178,"[0.8386, 1.6414]","[0.8395, 1.1885]",[0.0],[-1],1.1884819390166435,0.00028828748407047535,optimized
s029,50,2.5008,formation,formation,2,true,,1141.177965000988,1.641446771974443,1.1519,13.8,0.8864,53,1141.178,"[0.8386, 1.6414]","[0.8395, 1.1885]",[0.0],[-1],1.1884819390166435,0.0002855011789531782,optimized
s029,40,2.0006,formation,formation,2,true,,1141.177965595903,1.6414470061421267,1.1519,14.0,0.8985,53,1141.178,"[0.8386, 1.6414]","[0.8395, 1.1885]",[0.0],[-1],1.1884819390166435,0.0002802366212815978,optimized
s029,30,1.5005,formation,formation,2,true,,1145.828785429965,1.5004752071359109,1.1566,13.6,0.8744,53,1145.829,"[0.8386, 1.5005]","[0.8395, 1.1885]",[0.0],[-1],1.1884819390166435,6.421864088945739e-6,optimized
s030,100,8.7501,formation,formation,2,true,,924.2327526646628,6.524423538874275,1.1307,15.2,0.9926,48,924.233,"[6.2519, 6.5244]","[7.2019, 7.6428]",[0.0],[1],7.642790470870157,3.6516450450108096e-5,optimized
s030,90,7.8751,formation,formation,2,true,,940.0732698538089,6.7651745705941515,1.1500,15.0,0.9800,48,940.073,"[6.1322, 6.7652]","[7.2019, 7.6428]",[0.0],[1],7.642790470870157,0.01604328318121436,optimized
s030,80,7.0001,formation,formation,2,true,,2503.323534769419,5.438007399285022,3.0625,16.2,1.0539,2356,2503.324,"[5.543, 5.438]","[6.4154, 6.4142]",[0.0],[1],6.414237837631215,0.0005782527159681194,optimized
s030,70,6.1250,formation,formation,2,false,recovery_failed,2614.388507556588,6.414237837631215,,14.3,0.9320,6478,2614.389,"[6.4154, 6.4142]","[6.4154, 6.4142]",[0.0],[1],6.414237837631215,-0.28919039863121476,recovery_failed
s030,60,5.2500,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s030,50,4.3750,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s030,40,3.5000,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s030,30,2.6250,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s031,100,8.7490,formation,formation,2,true,,1092.5353052339292,5.119881708768911,1.1829,14.4,0.9167,85,1092.535,"[5.4383, 5.1199]","[6.1174, 6.2874]",[0.0],[-1],6.287383252955971,2.6539805859926435e-8,optimized
s031,90,7.8741,formation,formation,2,true,,1095.2640193432344,5.473318039158253,1.1859,14.4,0.9139,85,1095.264,"[4.815, 5.4733]","[6.1174, 6.2874]",[0.0],[-1],6.287383252955971,1.1540226215953076e-7,optimized
s031,80,6.9992,formation,formation,2,true,,1094.4498958188806,5.51117492922037,1.1850,14.4,0.9167,85,1094.45,"[4.9659, 5.5112]","[6.1174, 6.2874]",[0.0],[-1],6.287383252955971,4.4872900204634414e-8,optimized
s031,70,6.1243,formation,formation,2,false,recovery_failed,1271.8013583159561,6.216482683929684,,14.3,0.9110,13412,1271.801,"[6.2178, 6.2165]","[6.2178, 6.2165]",[0.0],[-1],6.216482683929684,-0.09220745392968333,recovery_failed
s031,60,5.2494,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s031,50,4.3745,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s031,40,3.4996,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s031,30,2.6247,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s032,100,7.4877,formation,formation,2,true,,1098.2452376035687,6.67605676938075,1.1395,14.9,0.9527,61,1098.245,"[5.9581, 6.6761]","[6.7136, 6.7117]",[0.0],[-1],6.711663835206065,1.228564597822307e-6,optimized
s032,90,6.7389,formation,formation,2,true,,1099.5407569709425,6.738911913853314,1.1408,14.8,0.9461,61,1099.541,"[6.2297, 6.7389]","[6.7136, 6.7117]",[0.0],[-1],6.711663835206065,1.1071466863299406e-6,optimized
s032,80,5.9901,formation,formation,2,true,,3062.5183494058474,5.712020932424569,3.1775,14.2,0.9084,6437,3062.518,"[5.7137, 5.712]","[5.7155, 5.7164]",[0.0],[-1],5.716355435278755,0.0159718604756215,optimized
s032,70,5.2414,formation,formation,2,false,recovery_failed,3065.96736640942,5.716355435278755,,15.0,0.9602,15657,3065.967,"[5.7155, 5.7164]","[5.7155, 5.7164]",[0.0],[-1],5.716355435278755,-0.47497841827875487,recovery_failed
s032,60,4.4926,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s032,50,3.7438,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s032,40,2.9951,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s032,30,2.2463,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s033,100,5.6674,formation,formation,2,true,,1120.1603702925875,5.087597248580671,1.4954,15.9,1.0146,95,1120.16,"[5.0864, 5.0876]","[5.0864, 5.0876]",[0.0],[-1],5.087597248580671,0.01611111211111111,seed_only
s033,90,5.1006,formation,formation,2,true,,1120.1603702925875,5.087597248580671,1.4954,15.8,1.0117,95,1120.16,"[5.0864, 5.0876]","[5.0864, 5.0876]",[0.0],[-1],5.087597248580671,0.013044978419328501,seed_only
s033,80,4.5339,formation,formation,2,true,,1117.7025787733164,4.2403026739506,1.4921,16.2,1.0358,7718,1117.703,"[4.3537, 4.2403]","[5.0864, 5.0876]",[0.0],[-1],5.087597248580671,0.014607719377032462,optimized
s033,70,3.9672,formation,formation,2,true,,1112.4416061302795,3.6483579153037264,1.4851,16.0,1.0263,7718,1112.442,"[3.9963, 3.6484]","[5.0864, 5.0876]",[0.0],[-1],5.087597248580671,0.014080807931984083,optimized
s033,60,3.4004,formation,formation,2,false,recovery_failed,1113.1458060499815,3.5627586033670724,,14.3,0.9137,7718,1113.146,"[4.0503, 3.5628]","[5.0864, 5.0876]",[0.0],[-1],5.087597248580671,-0.16233011836707245,recovery_failed
s033,50,2.8337,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s033,40,2.2670,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s033,30,1.7002,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s035,100,8.7092,formation,formation,2,true,,1088.8403076374248,6.667133498334909,1.2514,14.4,0.9260,92,1088.84,"[7.1239, 6.6671]","[7.7347, 7.7358]",[0.0],[1],7.7357638947838865,2.601051984213454e-8,optimized
s035,90,7.8383,formation,formation,2,true,,1095.1978696630151,6.719028017822798,1.2587,14.3,0.9174,92,1095.198,"[7.06, 6.719]","[7.7347, 7.7358]",[0.0],[1],7.7357638947838865,3.496557631280095e-8,optimized
s035,80,6.9674,formation,formation,2,false,recovery_failed,3175.2572722475566,7.400700366735867,,15.1,0.9670,20494,3175.257,"[7.402, 7.4007]","[7.402, 7.4007]",[0.0],[-1],7.400700366735867,-0.43333017273586716,recovery_failed
s035,70,6.0964,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s035,60,5.2255,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s035,50,4.3546,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
s035,40,3.4837,formation,formation,2,false,not_run_after_fail,,,,0.0,,,,,,,,,,
