arc_dist,agent_a,agent_b,weight,xa,ya,xb,yb
0.0,1,2,0.999999694097773,0.0,0.0,0.0,0.0
100.0,1,2,0.9999490979010625,46.44930415688342,-88.55767693058199,98.52219907474456,-0.5154674441168292
200.0,1,2,0.9975709253754443,145.59804583554086,-96.22092714584142,150.12132689240073,83.3658600352627
300.0,1,2,0.9966093568924267,245.38517848576572,-102.74024064974635,250.12118153578498,83.53277721176177
400.0,1,2,0.9949580246271595,345.08132615294494,-110.43734478112991,350.12056976936816,83.7992454297276
500.0,1,2,0.991476533103735,444.5083366239292,-120.92467457737374,450.12054396710613,83.8709993952395
600.0,1,2,0.984278468078071,543.7464278570951,-133.2203372764548,550.120501027275,83.94858850711368
700.0,1,2,0.9534117638592025,640.5924324760161,-154.96195531343153,650.1150034549016,84.47478345143743
800.0,1,2,0.836628257734652,736.7095476602369,-177.30046985197103,749.9775342161618,89.70304374261056
900.0,1,2,0.801152731279244,836.6612744338979,-180.3479565656781,849.9448985737756,91.45734810878264
1000.0,1,2,0.7517855112417776,936.5385947702146,-180.24764900682212,949.6173804985368,97.28119113304247
1100.0,1,2,0.872233094653618,1033.5612183214976,-163.70323966591056,1048.1046406323635,97.4751738451943
1200.0,1,2,0.8949644669377861,1128.9512268368549,-148.5399338851654,1139.4294124184896,108.39679217869423
1300.0,1,2,0.0496783332664482,1192.474802710619,-216.2894387292541,1230.1319268330026,140.75485530862014
1400.0,1,2,0.0007150086693412895,1245.8809943071642,-300.8339755081204,1330.0181945083755,135.98688615144687
1500.0,1,2,0.00017787687551582614,1335.9216808545793,-317.50626573962785,1429.3872018898794,145.84579982516675
1600.0,1,2,0.00017215691851200733,1435.9073628900376,-315.8149071394015,1529.3593250123124,148.2068585692656
1700.0,1,2,0.00016846791378950505,1535.8841854345299,-313.7480112896614,1629.3277723756128,150.7174263608091
1800.0,1,2,0.00024075368392054543,1635.5421007885109,-306.77472244589694,1729.316554004665,150.33557430009643
1900.0,1,2,0.0015656128787689659,1726.636664251548,-269.432734239389,1829.269630912128,147.27250121399544
2000.0,1,2,0.037202682575321486,1793.5392572667806,-198.81115833959217,1927.8444168678602,140.65559233090397
2100.0,1,2,0.10696153348919092,1892.680444374292,-185.73350492189272,2019.5123829168308,132.35612061890942
2200.0,1,2,0.6959897270322264,1992.092901429675,-175.11275477375884,2090.529118956809,90.67935371105109
2300.0,1,2,0.7823877465949275,2084.10317060185,-146.71044167643942,2189.2273959967342,106.761956403095
2400.0,1,2,0.9869083588103759,2153.5022734812383,-75.18155124136311,2286.3725395219994,91.99563934372588
