arc_dist,agent,landmark_id,quality,xa,ya,xl,yl
145.90230748225696,1,4,9.181807901421136e-5,71.99725038194141,126.90106093365449,300.0,200.0
110.52576443070444,2,4,9.567265121577566e-6,110.4849926433665,3.001833370928727,300.0,200.0
288.9605620834989,1,4,0.005701331238795808,131.91940184164142,256.8048714012252,300.0,200.0
260.30936490879895,2,4,0.0011919132059282826,260.26859312130057,3.0016141367406544,300.0,200.0
454.03841052915425,1,4,0.9465657249545475,296.9972502872967,256.8048713192442,300.0,200.0
407.6250362273635,2,4,0.0002491276492720866,407.5842644292166,3.0033854062896412,300.0,200.0
578.2881358252903,1,4,0.7107971152099279,378.0068022428703,162.5952819553027,300.0,200.0
699.5146693469505,1,4,0.0007877468240604995,493.8592731901857,126.90106106340416,300.0,200.0
964.5052835587081,2,3,1.2170504751905646e-5,877.145188942361,132.91356749150498,1050.0,340.0
1183.657583294454,1,3,0.00024138766624810573,978.0021871376891,126.9010612680077,1050.0,340.0
1102.4509882690759,2,3,0.0006527223704643043,1015.090893627623,132.91619930870448,1050.0,340.0
1299.1894072437158,1,3,0.00039613812582971485,1093.5340110869508,126.9010612707615,1050.0,340.0
1215.3628316751494,2,3,0.00030776904350249046,1128.0027370330242,132.91580966665458,1050.0,340.0
1313.4898919636087,2,3,1.0572325812464937e-5,1226.1297972360878,132.91171585898817,1050.0,340.0
1891.1454584470075,1,1,1.9131476429950115e-6,1571.997250537569,-132.9065601988372,1650.0,-420.0
1891.1454584470075,1,2,0.00035249849239804375,1571.997250537569,-132.9065601988372,1500.0,-340.0
1824.033110571829,2,1,2.7272029016826524e-6,1578.0062916495444,-136.82499046419903,1650.0,-420.0
1824.033110571829,2,2,0.00039259298067108897,1578.0062916495444,-136.82499046419903,1500.0,-340.0
2039.810313674867,1,1,0.01950342627979279,1646.9972503392003,-261.26636391353514,1650.0,-420.0
2039.810313674867,1,2,0.011540070376743363,1646.9972503392003,-261.26636391353514,1500.0,-340.0
