scenario_id,pct,threshold,method,algorithm,num_agents,success,fail_reason,primary_length,primary_unc,length_ratio,wall_s,wall_ratio,astar_iterations,continuous_primary_length,continuous_uncertainties,discrete_uncertainties,primary_disc_unc
s018,40,4.4225,discrete_only,discrete_only,2,true,,987.6111577735495,4.12875090519145,1.0960,16.6,1.0562,1406,987.611,"[1.3578, 4.1288]","[1.3578, 4.1288]",4.12875090519145
s018,30,3.3169,discrete_only,discrete_only,2,true,,1135.862369249726,1.523405837663725,1.2605,17.6,1.1186,19954,1135.862,"[1.0765, 1.5234]","[1.0765, 1.5234]",1.523405837663725
s019,100,8.7056,discrete_only,discrete_only,2,true,,900.0,8.705595330244181,1.0000,16.6,1.0884,120,900.0,"[5.1571, 8.7056]","[5.1571, 8.7056]",8.705595330244181
s019,90,7.8350,discrete_only,discrete_only,2,true,,971.3793603455023,7.518817698225107,1.0793,16.8,1.1052,1421,971.379,"[7.8919, 7.5188]","[7.8919, 7.5188]",7.518817698225107
s019,80,6.9645,discrete_only,discrete_only,2,true,,984.228841685845,6.741595118918734,1.0936,16.7,1.0957,1844,984.229,"[7.1289, 6.7416]","[7.1289, 6.7416]",6.741595118918734
s019,70,6.0939,discrete_only,discrete_only,2,true,,1136.1722773458057,5.137367331624488,1.2624,17.5,1.1486,15065,1136.172,"[3.7588, 5.1374]","[3.7588, 5.1374]",5.137367331624488
s019,60,5.2234,discrete_only,discrete_only,2,true,,1136.1722773458057,5.137367331624488,1.2624,17.4,1.1458,15065,1136.172,"[3.7588, 5.1374]","[3.7588, 5.1374]",5.137367331624488
s019,50,4.3528,discrete_only,discrete_only,2,true,,1136.1722773458057,4.070702205932225,1.2624,17.5,1.1477,15066,1136.172,"[3.9369, 4.0707]","[3.9369, 4.0707]",4.070702205932225
s019,40,3.4822,discrete_only,discrete_only,2,false,unc_violated,1254.1471844522462,4.016447659527754,,79.2,5.1995,1000000,1254.147,"[3.952, 4.0164]","[3.952, 4.0164]",4.016447659527754
s019,30,2.6117,discrete_only,discrete_only,2,false,not_run_after_fail,,,,0.0,,,,,,
s020,100,8.3385,discrete_only,discrete_only,2,true,,978.4539703119947,4.484371132158152,1.5905,17.2,1.1190,5850,978.454,"[4.2912, 4.4844]","[4.2912, 4.4844]",4.484371132158152
s020,90,7.5046,discrete_only,discrete_only,2,true,,978.4539703119947,4.484371132158152,1.5905,17.2,1.1185,5850,978.454,"[4.2912, 4.4844]","[4.2912, 4.4844]",4.484371132158152
s020,80,6.6708,discrete_only,discrete_only,2,true,,978.4539703119947,4.484371132158152,1.5905,17.2,1.1192,5850,978.454,"[4.2912, 4.4844]","[4.2912, 4.4844]",4.484371132158152
s020,70,5.8369,discrete_only,discrete_only,2,true,,978.4539703119947,4.484371132158152,1.5905,17.0,1.1065,5850,978.454,"[4.2912, 4.4844]","[4.2912, 4.4844]",4.484371132158152
s020,60,5.0031,discrete_only,discrete_only,2,true,,978.4539703119947,4.484371132158152,1.5905,17.0,1.1072,5850,978.454,"[4.2912, 4.4844]","[4.2912, 4.4844]",4.484371132158152
s020,50,4.1692,discrete_only,discrete_only,2,true,,1227.5330417187704,4.096487404093167,1.9954,20.0,1.3028,66923,1227.533,"[2.6007, 4.0965]","[2.6007, 4.0965]",4.096487404093167
s020,40,3.3354,discrete_only,discrete_only,2,false,unc_violated,1371.896355473149,3.496610005015228,,86.2,5.6197,1000000,1371.896,"[2.4721, 3.4966]","[2.4721, 3.4966]",3.496610005015228
s020,30,2.5015,discrete_only,discrete_only,2,false,not_run_after_fail,,,,0.0,,,,,,
s021,100,10.7309,discrete_only,discrete_only,2,true,,834.185946939592,6.763988753096247,1.1122,16.5,1.0645,247,834.186,"[3.456, 6.764]","[3.456, 6.764]",6.763988753096247
s021,90,9.6578,discrete_only,discrete_only,2,true,,834.185946939592,6.763988753096247,1.1122,16.5,1.0621,247,834.186,"[3.456, 6.764]","[3.456, 6.764]",6.763988753096247
s021,80,8.5847,discrete_only,discrete_only,2,true,,834.185946939592,6.763988753096247,1.1122,16.5,1.0620,247,834.186,"[3.456, 6.764]","[3.456, 6.764]",6.763988753096247
s021,70,7.5116,discrete_only,discrete_only,2,true,,834.185946939592,6.763988753096247,1.1122,16.4,1.0581,247,834.186,"[3.456, 6.764]","[3.456, 6.764]",6.763988753096247
s021,60,6.4385,discrete_only,discrete_only,2,true,,834.185946939592,4.371695230691095,1.1122,16.3,1.0508,253,834.186,"[3.2856, 4.3717]","[3.2856, 4.3717]",4.371695230691095
s021,50,5.3655,discrete_only,discrete_only,2,true,,834.185946939592,4.371695230691095,1.1122,16.3,1.0506,253,834.186,"[3.2856, 4.3717]","[3.2856, 4.3717]",4.371695230691095
s021,40,4.2924,discrete_only,discrete_only,2,true,,984.6512723032704,3.855925682624488,1.3128,17.0,1.0921,7238,984.651,"[3.4548, 3.8559]","[3.4548, 3.8559]",3.855925682624488
s021,30,3.2193,discrete_only,discrete_only,2,false,unc_violated,1248.7821285684713,3.6782650303634314,,82.8,5.3317,1000000,1248.782,"[3.6042, 3.6783]","[3.6042, 3.6783]",3.6782650303634314
s022,100,10.7415,discrete_only,discrete_only,2,true,,835.9515349558134,3.6644886770206044,1.1136,16.6,1.0625,599,835.952,"[3.6637, 3.6645]","[3.6637, 3.6645]",3.6644886770206044
s022,90,9.6674,discrete_only,discrete_only,2,true,,835.9515349558134,3.6644886770206044,1.1136,16.5,1.0582,599,835.952,"[3.6637, 3.6645]","[3.6637, 3.6645]",3.6644886770206044
s022,80,8.5932,discrete_only,discrete_only,2,true,,835.9515349558134,3.6644886770206044,1.1136,16.6,1.0627,599,835.952,"[3.6637, 3.6645]","[3.6637, 3.6645]",3.6644886770206044
s022,70,7.5191,discrete_only,discrete_only,2,true,,835.9515349558134,3.6644886770206044,1.1136,16.6,1.0655,599,835.952,"[3.6637, 3.6645]","[3.6637, 3.6645]",3.6644886770206044
s022,60,6.4449,discrete_only,discrete_only,2,true,,835.9515349558134,3.6644886770206044,1.1136,16.4,1.0497,599,835.952,"[3.6637, 3.6645]","[3.6637, 3.6645]",3.6644886770206044
s022,50,5.3708,discrete_only,discrete_only,2,true,,835.9515349558134,3.6644886770206044,1.1136,16.5,1.0597,599,835.952,"[3.6637, 3.6645]","[3.6637, 3.6645]",3.6644886770206044
s022,40,4.2966,discrete_only,discrete_only,2,true,,835.9515349558134,3.6644886770206044,1.1136,16.4,1.0499,599,835.952,"[3.6637, 3.6645]","[3.6637, 3.6645]",3.6644886770206044
s022,30,3.2225,discrete_only,discrete_only,2,true,,835.9515349558134,2.4085209933946947,1.1136,16.5,1.0572,652,835.952,"[2.2613, 2.4085]","[2.2613, 2.4085]",2.4085209933946947
s023,100,5.0964,discrete_only,discrete_only,2,true,,834.3413642071903,1.1856869988493475,1.3123,16.6,1.0840,578,834.341,"[0.8375, 1.1857]","[0.8375, 1.1857]",1.1856869988493475
s023,90,4.5868,discrete_only,discrete_only,2,true,,834.3413642071903,1.1856869988493475,1.3123,16.4,1.0726,578,834.341,"[0.8375, 1.1857]","[0.8375, 1.1857]",1.1856869988493475
s023,80,4.0771,discrete_only,discrete_only,2,true,,834.3413642071903,1.1856869988493475,1.3123,16.4,1.0746,578,834.341,"[0.8375, 1.1857]","[0.8375, 1.1857]",1.1856869988493475
s023,70,3.5675,discrete_only,discrete_only,2,true,,834.3413642071903,1.1856869988493475,1.3123,16.4,1.0741,578,834.341,"[0.8375, 1.1857]","[0.8375, 1.1857]",1.1856869988493475
s023,60,3.0578,discrete_only,discrete_only,2,true,,834.3413642071903,1.1856869988493475,1.3123,16.3,1.0700,578,834.341,"[0.8375, 1.1857]","[0.8375, 1.1857]",1.1856869988493475
s023,50,2.5482,discrete_only,discrete_only,2,true,,834.3413642071903,1.1856869988493475,1.3123,16.4,1.0746,578,834.341,"[0.8375, 1.1857]","[0.8375, 1.1857]",1.1856869988493475
s023,40,2.0386,discrete_only,discrete_only,2,true,,834.3413642071903,1.1856869988493475,1.3123,16.3,1.0697,578,834.341,"[0.8375, 1.1857]","[0.8375, 1.1857]",1.1856869988493475
s023,30,1.5289,discrete_only,discrete_only,2,true,,834.3413642071903,1.1856869988493475,1.3123,16.4,1.0708,578,834.341,"[0.8375, 1.1857]","[0.8375, 1.1857]",1.1856869988493475
s024,100,10.8850,discrete_only,discrete_only,2,true,,1004.2015064666963,4.407388948261142,1.0926,16.6,1.0641,46,1004.202,"[4.3173, 4.4074]","[4.3173, 4.4074]",4.407388948261142
s024,90,9.7965,discrete_only,discrete_only,2,true,,1004.2015064666963,4.407388948261142,1.0926,16.5,1.0555,46,1004.202,"[4.3173, 4.4074]","[4.3173, 4.4074]",4.407388948261142
s024,80,8.7080,discrete_only,discrete_only,2,true,,1004.2015064666963,4.407388948261142,1.0926,16.5,1.0551,46,1004.202,"[4.3173, 4.4074]","[4.3173, 4.4074]",4.407388948261142
s024,70,7.6195,discrete_only,discrete_only,2,true,,1004.2015064666963,4.407388948261142,1.0926,16.5,1.0556,46,1004.202,"[4.3173, 4.4074]","[4.3173, 4.4074]",4.407388948261142
s024,60,6.5310,discrete_only,discrete_only,2,true,,1004.2015064666963,4.407388948261142,1.0926,16.5,1.0557,46,1004.202,"[4.3173, 4.4074]","[4.3173, 4.4074]",4.407388948261142
s024,50,5.4425,discrete_only,discrete_only,2,true,,1004.2015064666963,4.407388948261142,1.0926,16.5,1.0550,46,1004.202,"[4.3173, 4.4074]","[4.3173, 4.4074]",4.407388948261142
s024,40,4.3540,discrete_only,discrete_only,2,false,unc_violated,1004.2015064666963,4.3951200899604705,,90.1,5.7701,1000000,1004.202,"[4.5148, 4.3951]","[4.5148, 4.3951]",4.3951200899604705
s024,30,3.2655,discrete_only,discrete_only,2,false,not_run_after_fail,,,,0.0,,,,,,
s025,100,5.2959,discrete_only,discrete_only,2,true,,854.7355331663507,1.4911862776269589,1.1240,16.5,1.0803,182,854.736,"[1.0537, 1.4912]","[1.0537, 1.4912]",1.4911862776269589
s025,90,4.7663,discrete_only,discrete_only,2,true,,854.7355331663507,1.4911862776269589,1.1240,16.4,1.0722,182,854.736,"[1.0537, 1.4912]","[1.0537, 1.4912]",1.4911862776269589
s025,80,4.2367,discrete_only,discrete_only,2,true,,854.7355331663507,1.4911862776269589,1.1240,16.3,1.0699,182,854.736,"[1.0537, 1.4912]","[1.0537, 1.4912]",1.4911862776269589
s025,70,3.7071,discrete_only,discrete_only,2,true,,854.7355331663507,1.4911862776269589,1.1240,16.3,1.0683,182,854.736,"[1.0537, 1.4912]","[1.0537, 1.4912]",1.4911862776269589
s025,60,3.1775,discrete_only,discrete_only,2,true,,854.7355331663507,1.4911862776269589,1.1240,16.3,1.0682,182,854.736,"[1.0537, 1.4912]","[1.0537, 1.4912]",1.4911862776269589
s025,50,2.6480,discrete_only,discrete_only,2,true,,854.7355331663507,1.4911862776269589,1.1240,16.3,1.0681,182,854.736,"[1.0537, 1.4912]","[1.0537, 1.4912]",1.4911862776269589
s025,40,2.1184,discrete_only,discrete_only,2,true,,854.7355331663507,1.4911862776269589,1.1240,16.3,1.0681,182,854.736,"[1.0537, 1.4912]","[1.0537, 1.4912]",1.4911862776269589
s025,30,1.5888,discrete_only,discrete_only,2,true,,854.7355331663507,1.4911862776269589,1.1240,16.4,1.0706,182,854.736,"[1.0537, 1.4912]","[1.0537, 1.4912]",1.4911862776269589
s026,100,8.2981,discrete_only,discrete_only,2,true,,1096.251282159942,7.638488244918162,1.6492,17.6,1.1279,12248,1096.251,"[7.6384, 7.6385]","[7.6384, 7.6385]",7.638488244918162
s026,90,7.4683,discrete_only,discrete_only,2,true,,1080.87992351971,7.041599720551801,1.6261,17.7,1.1304,12273,1080.88,"[7.4239, 7.0416]","[7.4239, 7.0416]",7.041599720551801
s026,80,6.6385,discrete_only,discrete_only,2,true,,1332.808206024703,6.394584744288928,2.0051,24.5,1.5683,138024,1332.808,"[6.0047, 6.3946]","[6.0047, 6.3946]",6.394584744288928
s026,70,5.8087,discrete_only,discrete_only,2,true,,1503.333099652604,5.5277008763209565,2.2616,37.4,2.3900,319799,1503.333,"[6.0025, 5.5277]","[6.0025, 5.5277]",5.5277008763209565
s026,60,4.9788,discrete_only,discrete_only,2,false,unc_violated,1632.7619350648679,5.093653108022068,,92.4,5.9116,1000000,1632.762,"[5.042, 5.0937]","[5.042, 5.0937]",5.093653108022068
s026,50,4.1490,discrete_only,discrete_only,2,false,not_run_after_fail,,,,0.0,,,,,,
s026,40,3.3192,discrete_only,discrete_only,2,false,not_run_after_fail,,,,0.0,,,,,,
s026,30,2.4894,discrete_only,discrete_only,2,false,not_run_after_fail,,,,0.0,,,,,,
s027,100,7.4029,discrete_only,discrete_only,2,true,,685.86945953166,3.6967519130628133,1.1360,16.4,1.0746,71,685.869,"[3.5238, 3.6968]","[3.5238, 3.6968]",3.6967519130628133
s027,90,6.6626,discrete_only,discrete_only,2,true,,685.86945953166,3.6967519130628133,1.1360,16.5,1.0836,71,685.869,"[3.5238, 3.6968]","[3.5238, 3.6968]",3.6967519130628133
s027,80,5.9223,discrete_only,discrete_only,2,true,,685.86945953166,3.6967519130628133,1.1360,16.2,1.0657,71,685.869,"[3.5238, 3.6968]","[3.5238, 3.6968]",3.6967519130628133
s027,70,5.1821,discrete_only,discrete_only,2,true,,685.86945953166,3.6967519130628133,1.1360,16.2,1.0652,71,685.869,"[3.5238, 3.6968]","[3.5238, 3.6968]",3.6967519130628133
s027,60,4.4418,discrete_only,discrete_only,2,true,,685.86945953166,3.6967519130628133,1.1360,16.3,1.0663,71,685.869,"[3.5238, 3.6968]","[3.5238, 3.6968]",3.6967519130628133
s027,50,3.7015,discrete_only,discrete_only,2,true,,685.86945953166,3.6967519130628133,1.1360,16.2,1.0643,71,685.869,"[3.5238, 3.6968]","[3.5238, 3.6968]",3.6967519130628133
s027,40,2.9612,discrete_only,discrete_only,2,true,,1115.9793639671075,1.1939328400040483,1.8483,16.8,1.1017,5673,1115.979,"[0.8432, 1.1939]","[0.8432, 1.1939]",1.1939328400040483
s027,30,2.2209,discrete_only,discrete_only,2,true,,1115.9793639671075,1.1939328400040483,1.8483,16.8,1.1031,5673,1115.979,"[0.8432, 1.1939]","[0.8432, 1.1939]",1.1939328400040483
s028,100,5.3112,discrete_only,discrete_only,2,true,,1004.7355331663507,4.0685789306888935,1.2902,16.9,1.0861,2732,1004.736,"[1.0273, 4.0686]","[1.0273, 4.0686]",4.0685789306888935
s028,90,4.7800,discrete_only,discrete_only,2,true,,1004.7355331663507,4.0685789306888935,1.2902,16.7,1.0698,2732,1004.736,"[1.0273, 4.0686]","[1.0273, 4.0686]",4.0685789306888935
s028,80,4.2489,discrete_only,discrete_only,2,true,,1004.7355331663507,4.0685789306888935,1.2902,16.6,1.0656,2732,1004.736,"[1.0273, 4.0686]","[1.0273, 4.0686]",4.0685789306888935
s028,70,3.7178,discrete_only,discrete_only,2,true,,1004.7355331663507,3.644271314728335,1.2902,16.7,1.0705,2755,1004.736,"[3.4748, 3.6443]","[3.4748, 3.6443]",3.644271314728335
s028,60,3.1867,discrete_only,discrete_only,2,true,,1123.5072520935273,1.549720539532406,1.4427,17.6,1.1303,18187,1123.507,"[1.095, 1.5497]","[1.095, 1.5497]",1.549720539532406
s028,50,2.6556,discrete_only,discrete_only,2,true,,1123.5072520935273,1.549720539532406,1.4427,17.5,1.1271,18187,1123.507,"[1.095, 1.5497]","[1.095, 1.5497]",1.549720539532406
s028,40,2.1245,discrete_only,discrete_only,2,true,,1123.5072520935273,1.549720539532406,1.4427,17.6,1.1283,18187,1123.507,"[1.095, 1.5497]","[1.095, 1.5497]",1.549720539532406
s028,30,1.5933,discrete_only,discrete_only,2,true,,1123.5072520935273,1.549720539532406,1.4427,17.6,1.1324,18187,1123.507,"[1.095, 1.5497]","[1.095, 1.5497]",1.549720539532406
s029,100,5.0016,discrete_only,discrete_only,2,true,,1135.862369249726,3.5976858771895,1.1465,17.7,1.1297,9593,1135.862,"[3.3795, 3.5977]","[3.3795, 3.5977]",3.5976858771895
s029,90,4.5014,discrete_only,discrete_only,2,true,,1135.862369249726,3.5976858771895,1.1465,17.5,1.1210,9593,1135.862,"[3.3795, 3.5977]","[3.3795, 3.5977]",3.5976858771895
s029,80,4.0013,discrete_only,discrete_only,2,true,,1135.862369249726,3.5976858771895,1.1465,17.5,1.1226,9593,1135.862,"[3.3795, 3.5977]","[3.3795, 3.5977]",3.5976858771895
s029,70,3.5011,discrete_only,discrete_only,2,true,,1119.361186262667,3.399879683780698,1.1298,17.5,1.1197,9889,1119.361,"[3.1923, 3.3999]","[3.1923, 3.3999]",3.399879683780698
s029,60,3.0010,discrete_only,discrete_only,2,true,,1135.862369249726,1.188481939014262,1.1465,17.7,1.1326,10609,1135.862,"[0.8395, 1.1885]","[0.8395, 1.1885]",1.188481939014262
s029,50,2.5008,discrete_only,discrete_only,2,true,,1135.862369249726,1.188481939014262,1.1465,17.5,1.1228,10609,1135.862,"[0.8395, 1.1885]","[0.8395, 1.1885]",1.188481939014262
s029,40,2.0006,discrete_only,discrete_only,2,true,,1135.862369249726,1.188481939014262,1.1465,17.6,1.1259,10609,1135.862,"[0.8395, 1.1885]","[0.8395, 1.1885]",1.188481939014262
s029,30,1.5005,discrete_only,discrete_only,2,true,,1135.862369249726,1.188481939014262,1.1465,17.5,1.1210,10609,1135.862,"[0.8395, 1.1885]","[0.8395, 1.1885]",1.188481939014262
s030,100,8.7501,discrete_only,discrete_only,2,true,,1004.7355331663507,6.1628482606810975,1.2292,16.8,1.0979,3195,1004.736,"[5.0998, 6.1628]","[5.0998, 6.1628]",6.1628482606810975
s030,90,7.8751,discrete_only,discrete_only,2,true,,1004.7355331663507,6.1628482606810975,1.2292,16.7,1.0865,3195,1004.736,"[5.0998, 6.1628]","[5.0998, 6.1628]",6.1628482606810975
s030,80,7.0001,discrete_only,discrete_only,2,true,,1004.7355331663507,6.1628482606810975,1.2292,16.6,1.0857,3195,1004.736,"[5.0998, 6.1628]","[5.0998, 6.1628]",6.1628482606810975
s030,70,6.1250,discrete_only,discrete_only,2,true,,1004.7355331663507,5.625640656011202,1.2292,16.9,1.1039,3482,1004.736,"[6.1952, 5.6256]","[6.1952, 5.6256]",5.625640656011202
s030,60,5.2500,discrete_only,discrete_only,2,true,,950.4959154525012,3.9361937652785093,1.1628,16.9,1.1024,4003,950.496,"[3.7425, 3.9362]","[3.7425, 3.9362]",3.9361937652785093
s030,50,4.3750,discrete_only,discrete_only,2,true,,950.4959154525012,3.9361937652785093,1.1628,16.9,1.1026,4003,950.496,"[3.7425, 3.9362]","[3.7425, 3.9362]",3.9361937652785093
s030,40,3.5000,discrete_only,discrete_only,2,false,unc_violated,1484.9360977727276,3.6634283035760644,,84.9,5.5373,1000000,1484.936,"[3.6255, 3.6634]","[3.6255, 3.6634]",3.6634283035760644
s030,30,2.6250,discrete_only,discrete_only,2,false,not_run_after_fail,,,,0.0,,,,,,
