agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,79.4419658227899,25.208464938934235
1,3,119.38663332250853,39.304994540578605
1,4,215.5659858334128,52.94021184305968
1,5,348.6696239466006,48.02811589901871
1,6,436.083899945818,-14.6817386912656
1,7,486.4823944342261,-44.39530817266378
1,8,555.4330240290121,-83.45518634650954
1,9,662.7409748583501,-153.35060596686526
1,10,742.1136648751456,-161.69527719776173
1,11,716.8489079511857,-159.202742316537
1,12,827.65299772351,-169.4696335169485
1,13,986.8349128291344,-12.119950405449146
1,14,1000.0,0.0
