node,parent,agent,x,y,heading,dist,unc,c11,c12,c22,on_solution
4187,2641,1,-271.695725,-338.682292,-2.896069,2100.000000,14.089630,286.775650,47.686345,145.351452,false
4187,2641,2,490.980041,367.888156,2.209255,2100.000000,1.280361,2.355046,-0.097175,1.145128,false
4188,695,1,-77.671987,389.745402,-3.595750,1500.000000,11.255711,159.510144,-9.721048,101.216854,false
4188,695,2,703.699836,58.451176,5.138562,1500.000000,5.235297,21.615869,-25.118261,63.941176,false
4189,416,1,572.230271,328.236343,6.354935,1800.000000,1.135575,2.059141,-0.214357,0.829879,false
4189,416,2,572.230271,328.236343,6.354935,1800.000000,1.135575,2.059141,-0.214357,0.829879,false
4190,2341,1,1065.152857,137.142757,5.678872,2250.000000,9.025233,56.894945,5.916232,117.231728,false
4190,2341,2,1138.596837,-54.124043,-1.050269,2250.000000,8.891230,51.829751,6.250582,121.331853,false
4191,2770,1,916.049327,-343.295233,-0.489018,1350.000000,3.170114,16.583210,-5.134883,7.680177,false
4191,2770,2,916.049327,-343.295233,-0.489018,1350.000000,3.170114,16.583210,-5.134883,7.680177,false
4192,3546,1,794.752838,176.119689,-3.356015,2550.000000,10.386945,154.458536,-5.461241,75.552841,false
4192,3546,2,-43.109206,128.775248,3.404557,2550.000000,15.479487,255.586302,-52.674827,235.496803,false
4193,706,1,775.547825,-34.639334,-1.820814,1350.000000,10.099709,110.880249,12.888718,95.336720,false
4193,706,2,775.547825,-34.639334,-1.820814,1350.000000,10.099709,110.880249,12.888718,95.336720,false
4194,2126,1,152.431949,-474.545666,-1.859885,750.000000,10.120857,96.580462,19.694341,112.653526,false
4194,2126,2,152.431949,-474.545666,-1.859885,750.000000,10.120857,96.580462,19.694341,112.653526,false
4195,2278,1,1271.031205,-39.988328,0.450832,1800.000000,12.837415,181.281753,-4.169039,149.911181,false
4195,2278,2,1271.031205,-39.988328,0.450832,1800.000000,12.837415,181.281753,-4.169039,149.911181,false
4196,289,1,-34.726600,573.075156,0.813725,900.000000,11.161583,143.858955,2.275283,107.922278,false
4196,289,2,-34.726600,573.075156,0.813725,900.000000,11.161583,143.858955,2.275283,107.922278,false
4197,1170,1,684.987022,-447.561943,-2.199213,2400.000000,1.201915,1.724020,-0.066099,1.212999,false
4197,1170,2,725.648672,-470.188941,-2.032630,2400.000000,1.201302,1.722571,-0.066098,1.211551,false
4198,851,1,585.813331,190.069776,-4.461272,1350.000000,9.643060,111.070824,-32.288907,87.236726,false
4198,851,2,828.777348,-130.084565,-2.151291,1350.000000,9.984957,119.035051,-20.048448,86.881169,false
4199,684,1,-403.735796,563.858988,8.460427,1800.000000,15.207995,224.391936,-93.552370,277.389298,false
4199,684,2,-403.735796,563.858988,8.460427,1800.000000,15.207995,224.391936,-93.552370,277.389298,false
4200,1293,1,469.897636,-377.300223,-1.790551,1500.000000,0.875119,0.721409,-0.043977,0.815674,false
4200,1293,2,1031.003516,-26.093599,0.186579,1500.000000,11.151969,154.924504,3.247828,99.903827,false
4201,526,1,0.602605,121.289266,2.331518,2400.000000,8.441008,63.214185,24.101582,89.497891,false
4201,526,2,0.602605,121.289266,2.331518,2400.000000,8.441008,63.214185,24.101582,89.497891,false
4202,3215,1,821.857184,502.417955,0.421989,2100.000000,3.887231,34.679811,12.319959,10.960572,false
4202,3215,2,1251.753649,-253.419674,-0.233576,2100.000000,8.157013,94.895683,-2.414625,46.714280,false
4203,2401,1,645.829460,-367.757532,-0.043862,1950.000000,2.385178,10.468358,-0.722717,3.141646,false
4203,2401,2,52.209527,632.991314,-5.253533,1950.000000,13.481112,216.055725,74.425188,178.512646,false
4204,2234,1,319.989513,-619.729541,4.824146,1350.000000,7.613910,35.580502,-22.381958,108.533076,false
4204,2234,2,77.062980,282.008506,2.098477,1350.000000,7.548519,62.060083,-56.829349,104.355498,false
4205,1669,1,69.597325,44.680263,-0.586789,1650.000000,12.403185,197.535983,-44.016740,129.616444,false
4205,1669,2,231.058204,-229.636437,-1.274211,1650.000000,12.567482,164.506598,-32.634056,158.112415,false
4206,3311,1,-59.799709,-47.907765,2.051542,1350.000000,13.487155,197.509069,-48.156545,179.272164,false
4206,3311,2,539.773647,-112.159652,3.137706,1350.000000,6.942031,57.734929,-8.924242,41.605514,false
4207,3724,1,1323.766757,-108.578228,-0.250826,1950.000000,13.677866,262.860174,-61.703040,147.636278,false
4207,3724,2,1323.766757,-108.578228,-0.250826,1950.000000,13.677866,262.860174,-61.703040,147.636278,false
4208,1085,1,22.718948,-309.710846,-1.763002,1200.000000,12.528054,120.861849,14.346674,205.522230,false
4208,1085,2,22.718948,-309.710846,-1.763002,1200.000000,12.528054,120.861849,14.346674,205.522230,false
4209,3106,1,-67.370422,165.594990,-3.960975,2400.000000,11.128120,125.004478,-21.433040,126.351434,false
4209,3106,2,-67.370422,165.594990,-3.960975,2400.000000,11.128120,125.004478,-21.433040,126.351434,false
4210,4191,1,1165.699902,-509.652049,-0.587789,1650.000000,6.011620,71.056509,-35.882089,36.500428,false
4210,4191,2,1165.699902,-509.652049,-0.587789,1650.000000,6.011620,71.056509,-35.882089,36.500428,false
4211,1457,1,892.777385,-297.536653,-2.200561,1650.000000,3.942386,18.261496,-1.119036,13.296755,false
4211,1457,2,637.992428,-151.958598,-3.903585,1650.000000,5.492758,39.365996,-17.781948,31.155065,false
4212,3106,1,-312.491302,-61.958563,-3.123066,2550.000000,11.681481,198.067332,13.675534,94.955247,false
4212,3106,2,-312.491302,-61.958563,-3.123066,2550.000000,11.681481,198.067332,13.675534,94.955247,false
4213,486,1,1349.191079,211.586322,0.216195,1650.000000,11.266262,212.898400,-14.420140,76.650775,false
4213,486,2,664.246023,-380.941981,-2.151291,1650.000000,1.818447,4.205817,-0.336325,2.626769,false
4214,3858,1,424.215285,488.351460,-5.188510,1950.000000,1.395330,2.392377,0.470034,1.676798,false
4214,3858,2,424.215285,488.351460,-5.188510,1950.000000,1.395330,2.392377,0.470034,1.676798,false
4215,2743,1,820.788509,12.866685,8.591803,2550.000000,8.493841,82.320942,-22.785188,69.534132,false
4215,2743,2,820.788509,12.866685,8.591803,2550.000000,8.493841,82.320942,-22.785188,69.534132,false
4216,1676,1,722.030691,-277.479130,-3.161092,1800.000000,2.508264,8.934644,-0.871687,4.515170,false
4216,1676,2,722.030691,-277.479130,-3.161092,1800.000000,2.508264,8.934644,-0.871687,4.515170,false
4217,2415,1,957.995944,-310.820431,-0.091193,1200.000000,3.809425,38.359789,-3.202407,5.757209,false
4217,2415,2,957.995944,-310.820431,-0.091193,1200.000000,3.809425,38.359789,-3.202407,5.757209,false
4218,2086,1,504.169772,218.981256,6.124100,2250.000000,4.824705,30.371896,7.283503,19.587330,false
4218,2086,2,247.244895,139.503909,3.900687,2250.000000,4.581155,26.354648,15.190080,25.467682,false
4219,151,1,1064.155773,-199.081562,-0.271213,1500.000000,11.175490,182.356765,-57.846670,103.885064,false
4219,151,2,801.638193,122.522468,3.253763,1500.000000,11.339655,183.584852,-46.632718,101.911600,false
4220,3724,1,1178.460587,-71.347638,-0.250826,1800.000000,13.080776,227.413681,-53.688471,141.416105,false
4220,3724,2,1178.460587,-71.347638,-0.250826,1800.000000,13.080776,227.413681,-53.688471,141.416105,false
4221,3754,1,833.867346,393.415908,6.188617,2700.000000,3.835055,39.849488,-3.498732,5.735482,false
4221,3754,2,92.063695,106.458787,1.883628,2700.000000,14.938589,220.874330,16.154341,226.653758,false
4222,1966,1,804.124099,125.901563,5.728589,1800.000000,5.618793,66.298215,-31.149847,29.669433,false
4222,1966,2,804.124099,125.901563,5.728589,1800.000000,5.618793,66.298215,-31.149847,29.669433,false
4223,1405,1,726.450939,485.951925,2.308301,1650.000000,6.070989,50.388776,-8.370704,28.349575,false
4223,1405,2,726.450939,485.951925,2.308301,1650.000000,6.070989,50.388776,-8.370704,28.349575,false
4224,324,1,-230.410108,-64.371995,4.714350,1200.000000,12.871346,142.532205,-1.457561,192.582361,false
4224,324,2,22.722148,-159.950814,-2.294827,1200.000000,12.527758,167.717399,35.765048,154.490723,false
4225,31,1,929.618274,83.249332,1.642180,1500.000000,9.542169,94.397687,-3.650423,87.967954,false
4225,31,2,-7.508877,-243.197586,4.243962,1500.000000,9.914300,93.105941,-15.380417,106.310497,false
4226,1115,1,562.798716,647.905348,1.607075,2550.000000,3.927141,6.214357,-1.484904,38.629338,false
4226,1115,2,1155.250263,-433.808610,-0.760063,2550.000000,16.085013,286.573803,-48.510705,241.799069,false
4227,3787,1,-21.694780,332.530776,1.299940,2400.000000,15.882921,267.576431,51.857447,247.884005,false
4227,3787,2,998.263755,422.547137,-5.121320,2400.000000,15.854761,230.226681,5.658364,274.601649,false
4228,3980,1,367.503167,349.027983,6.544709,2250.000000,0.916939,1.201551,0.119314,0.600177,false
4228,3980,2,682.518141,-279.757589,-4.110381,2250.000000,2.858799,8.817161,-5.631298,11.171965,false
4229,64,1,-38.849011,-483.049697,-2.196140,1500.000000,10.768842,114.055095,61.790614,151.388661,false
4229,64,2,884.369041,-203.916465,-1.565715,1500.000000,10.993648,118.374193,-3.638709,123.510479,false
4230,3755,1,77.934862,382.271479,2.818429,2700.000000,3.788081,17.944191,-6.704494,13.980014,false
4230,3755,2,344.210500,530.282295,2.343331,2700.000000,2.518598,7.932938,-2.964526,6.180098,false
4231,2079,1,94.093288,65.622008,-2.204358,2400.000000,14.899977,333.153548,36.582556,151.961223,false
4231,2079,2,94.093288,65.622008,-2.204358,2400.000000,14.899977,333.153548,36.582556,151.961223,false
4232,3724,1,1178.460587,-71.347638,-0.250826,1800.000000,13.080776,227.413681,-53.688471,141.416105,false
4232,3724,2,1178.460587,-71.347638,-0.250826,1800.000000,13.080776,227.413681,-53.688471,141.416105,false
4233,2925,1,570.990596,169.775144,-6.570447,1650.000000,7.744772,96.660206,-10.638041,38.391677,false
4233,2925,2,570.990596,169.775144,-6.570447,1650.000000,7.744772,96.660206,-10.638041,38.391677,false
4234,2189,1,312.472463,130.045044,-0.838202,2700.000000,11.785087,147.489933,8.109110,131.234126,false
4234,2189,2,312.472463,130.045044,-0.838202,2700.000000,11.785087,147.489933,8.109110,131.234126,false
4235,13,1,679.100090,393.068909,2.753486,1650.000000,1.289932,2.500065,-0.342678,1.154400,false
4235,13,2,669.553810,389.909252,2.779668,1650.000000,1.197647,2.155751,-0.294939,0.994723,false
4236,4077,1,942.568602,41.208646,0.090879,1350.000000,10.029445,147.746552,-6.168662,68.741720,false
4236,4077,2,-312.582680,51.726947,4.157817,1350.000000,10.222482,106.150232,40.290548,118.166466,false
4237,2273,1,88.608562,34.697237,-1.812296,1050.000000,11.957782,137.193865,3.746196,149.130268,false
4237,2273,2,-253.310282,-133.538801,3.977080,1050.000000,12.064534,155.221563,16.474117,138.235108,false
4238,3846,1,-214.100824,-121.205899,-2.731527,1650.000000,11.217173,122.188178,1.221985,129.582210,false
4238,3846,2,336.673065,116.799192,-5.877465,1650.000000,11.209993,122.294002,1.042684,129.135655,false
4239,2150,1,744.576658,189.331092,8.634669,2400.000000,10.804483,103.201640,-52.781446,159.041770,false
4239,2150,2,744.576658,189.331092,8.634669,2400.000000,10.804483,103.201640,-52.781446,159.041770,false
4240,1770,1,419.718881,415.047143,-4.955447,1650.000000,0.898795,1.091785,0.118350,0.610560,false
4240,1770,2,550.706001,-6.472040,4.769392,1650.000000,4.388807,9.286612,-1.293086,40.131146,false
4241,4163,1,216.043294,48.116979,-5.946939,2400.000000,12.075278,151.173787,11.708668,141.547913,false
4241,4163,2,1052.229651,200.827076,-5.602771,2400.000000,11.806618,167.471409,38.418463,124.840933,false
4242,2628,1,-14.712904,-467.249796,4.349969,1350.000000,13.518783,151.282660,-26.715672,225.498573,false
4242,2628,2,-14.712904,-467.249796,4.349969,1350.000000,13.518783,151.282660,-26.715672,225.498573,false
4243,3172,1,381.996135,629.911067,2.153952,1950.000000,4.434073,20.695738,-17.831592,34.041829,false
4243,3172,2,381.996135,629.911067,2.153952,1950.000000,4.434073,20.695738,-17.831592,34.041829,false
4244,1258,1,804.519945,-375.597417,-1.617509,1350.000000,1.022526,1.379972,-0.167922,0.812619,false
4244,1258,2,786.212152,122.501391,1.265975,1350.000000,7.552046,46.821121,1.942152,69.553677,false
4245,1,1,-81.226410,442.608484,1.752294,450.000000,6.274739,16.945182,-17.635484,109.836051,false
4245,1,2,-81.226410,442.608484,1.752294,450.000000,6.274739,16.945182,-17.635484,109.836051,false
4246,943,1,914.084490,-452.246037,-0.883389,1350.000000,2.937940,10.440202,-6.434416,11.101739,false
4246,943,2,914.084490,-452.246037,-0.883389,1350.000000,2.937940,10.440202,-6.434416,11.101739,false
4247,3724,1,1033.154416,-34.117048,-0.250826,1650.000000,12.429390,191.967187,-45.673901,135.195932,false
4247,3724,2,1033.154416,-34.117048,-0.250826,1650.000000,12.429390,191.967187,-45.673901,135.195932,false
4248,3724,1,1323.766757,-108.578228,-0.250826,1950.000000,13.677866,262.860174,-61.703040,147.636278,false
4248,3724,2,1323.766757,-108.578228,-0.250826,1950.000000,13.677866,262.860174,-61.703040,147.636278,false
4249,3863,1,-109.993550,585.620507,7.642846,1950.000000,16.321507,242.810254,45.093477,300.637646,false
4249,3863,2,-109.993550,585.620507,7.642846,1950.000000,16.321507,242.810254,45.093477,300.637646,false
4250,991,1,850.607989,-137.746113,4.643178,2100.000000,14.880467,205.105485,-35.682162,245.257711,false
4250,991,2,850.607989,-137.746113,4.643178,2100.000000,14.880467,205.105485,-35.682162,245.257711,false
4251,3724,1,1323.766757,-108.578228,-0.250826,1950.000000,13.677866,262.860174,-61.703040,147.636278,false
4251,3724,2,1323.766757,-108.578228,-0.250826,1950.000000,13.677866,262.860174,-61.703040,147.636278,false
4252,1023,1,-256.451932,350.176319,2.744939,2550.000000,10.927604,163.407022,3.347681,87.331372,false
4252,1023,2,-256.451932,350.176319,2.744939,2550.000000,10.927604,163.407022,3.347681,87.331372,false
4253,2669,1,-100.135662,-33.038841,5.362279,2250.000000,15.089687,297.786025,23.790091,176.007745,false
4253,2669,2,1074.245544,-223.642256,0.039029,2250.000000,14.714676,221.595439,-3.803818,211.629410,false
4254,1169,1,319.979109,379.354973,7.309533,2250.000000,0.934966,1.240002,0.121952,0.628249,false
4254,1169,2,319.979109,379.354973,7.309533,2250.000000,0.934966,1.240002,0.121952,0.628249,false
4255,3724,1,1323.766757,-108.578228,-0.250826,1950.000000,13.677866,262.860174,-61.703040,147.636278,false
4255,3724,2,1323.766757,-108.578228,-0.250826,1950.000000,13.677866,262.860174,-61.703040,147.636278,false
4256,2639,1,911.599203,-607.835924,-7.333428,2700.000000,3.910050,14.699756,-14.865709,30.934341,false
4256,2639,2,730.778148,308.320687,-5.366596,2700.000000,6.875717,52.560014,9.246363,44.148892,false
4257,283,1,253.654730,-348.618705,4.236088,1650.000000,6.917715,38.019174,12.173146,64.132521,false
4257,283,2,464.734558,296.981921,1.653443,1650.000000,2.402064,7.584022,0.556372,4.430552,false
4258,2436,1,134.265507,673.273521,-5.313948,1950.000000,13.743167,169.621640,42.254051,220.838796,false
4258,2436,2,1149.178535,-365.880660,-1.171364,1950.000000,13.742083,175.538480,-14.083846,204.289850,false
4259,2105,1,-238.560382,35.880106,2.193855,2100.000000,12.174421,208.975910,-19.765606,106.992336,false
4259,2105,2,911.776509,496.508664,0.447118,2100.000000,5.126030,61.508355,24.226261,20.767086,false
4260,3366,1,5.768489,-343.981898,-0.666267,1800.000000,13.886949,219.367096,-11.740962,170.162049,false
4260,3366,2,5.768489,-343.981898,-0.666267,1800.000000,13.886949,219.367096,-11.740962,170.162049,false
4261,2811,1,748.936803,-408.197037,-6.470173,2100.000000,1.004303,1.387848,-0.173540,0.754721,false
4261,2811,2,748.936803,-408.197037,-6.470173,2100.000000,1.004303,1.387848,-0.173540,0.754721,false
4262,2424,1,919.551900,515.887685,1.718830,2250.000000,10.174682,67.562371,-15.682817,162.267882,false
4262,2424,2,357.621264,351.968208,3.194296,2250.000000,0.891269,1.179880,0.107924,0.544680,false
4263,3949,1,1009.653022,19.654185,6.072462,2400.000000,10.186410,114.697272,-3.989737,94.009799,false
4263,3949,2,1009.653022,19.654185,6.072462,2400.000000,10.186410,114.697272,-3.989737,94.009799,false
4264,2097,1,798.228066,220.140325,-6.548995,2100.000000,5.820417,73.932737,-9.461434,16.733958,false
4264,2097,2,1027.595834,-28.050305,6.086629,2100.000000,14.388139,253.861228,-11.089346,169.303700,false
4265,3223,1,-98.239153,-327.492611,-2.002275,750.000000,9.896755,107.931339,33.736645,99.429264,false
4265,3223,2,441.513137,-352.272197,-1.631695,750.000000,0.844214,0.676783,-0.059398,0.755729,false
4266,1216,1,841.816419,-253.176150,4.418296,2400.000000,5.396937,37.140965,-4.837126,23.472085,false
4266,1216,2,950.377259,25.530217,7.405202,2400.000000,7.548479,72.656054,-9.462135,45.917700,false
4267,3694,1,78.557316,-276.289795,-2.300205,1800.000000,9.694373,90.366977,15.575834,100.423946,false
4267,3694,2,344.600430,301.723159,3.305550,1800.000000,1.110898,1.849747,0.189149,0.842691,false
4268,1208,1,154.726744,-15.308356,-0.010603,1500.000000,9.478352,163.399342,2.738323,49.440658,false
4268,1208,2,-222.134600,-172.577752,2.333622,1500.000000,9.821885,148.519296,-10.783986,63.443900,false
4269,3598,1,781.819829,332.605398,6.671628,2550.000000,5.147886,49.625842,10.121908,16.216180,false
4269,3598,2,403.958620,-63.786715,4.371805,2550.000000,5.992629,31.656493,9.362004,43.507345,false
4270,3110,1,106.956457,446.497048,7.669869,1500.000000,14.098573,146.026869,-7.934325,270.993730,false
4270,3110,2,-67.934382,271.382571,9.610169,1500.000000,14.309212,166.938890,-8.021068,251.519290,false
4271,2823,1,-281.926884,-251.839751,3.380301,1500.000000,14.236449,257.486851,-19.172886,160.961049,false
4271,2823,2,1028.082659,-362.970403,0.140280,1500.000000,3.860122,39.555372,4.439635,6.111344,false
4272,4231,1,-47.459746,-198.882697,-2.062177,2700.000000,16.349208,356.329297,64.316959,212.118807,false
4272,4231,2,-47.459746,-198.882697,-2.062177,2700.000000,16.349208,356.329297,64.316959,212.118807,false
4273,1179,1,1029.104221,505.815989,0.900861,2550.000000,9.191545,82.213515,15.529661,89.751662,false
4273,1179,2,65.978625,427.549245,2.437023,2550.000000,10.227292,132.802683,-25.496900,87.277840,false
4274,2901,1,912.072792,-152.860532,-0.845654,2400.000000,7.444401,46.269026,-50.214877,120.875934,false
4274,2901,2,912.072792,-152.860532,-0.845654,2400.000000,7.444401,46.269026,-50.214877,120.875934,false
4275,1346,1,-365.672673,379.357017,2.150619,2700.000000,19.092254,364.865730,-91.113247,386.915503,false
4275,1346,2,-365.672673,379.357017,2.150619,2700.000000,19.092254,364.865730,-91.113247,386.915503,false
4276,263,1,905.380673,-47.939945,0.746936,1350.000000,5.923081,64.481893,34.286680,37.318781,false
4276,263,2,943.862872,-106.730308,0.579566,1350.000000,5.896833,66.276100,33.838780,35.521091,false
4277,2424,1,687.967816,35.849141,3.258392,2100.000000,10.934065,110.851914,-0.536367,128.941339,false
4277,2424,2,1105.609404,404.488635,0.096198,2100.000000,10.639129,103.467894,-20.507288,127.892489,false
4278,3832,1,-369.658866,248.633560,8.914583,2550.000000,11.006748,162.214919,-7.379445,90.814190,false
4278,3832,2,-369.658866,248.633560,8.914583,2550.000000,11.006748,162.214919,-7.379445,90.814190,false
4279,1197,1,244.858074,-679.164962,4.178213,2700.000000,5.473247,28.947098,30.105016,62.310217,false
4279,1197,2,244.858074,-679.164962,4.178213,2700.000000,5.473247,28.947098,30.105016,62.310217,false
4280,377,1,474.789774,-359.919972,3.598770,2250.000000,0.865473,0.754374,-0.057947,0.748202,false
4280,377,2,1179.290173,252.420234,-0.478275,2250.000000,11.829715,128.550231,-5.265633,152.559326,false
4281,1861,1,1299.620115,159.550950,6.596957,2400.000000,13.242025,227.411079,25.978799,138.176872,false
4281,1861,2,1299.620115,159.550950,6.596957,2400.000000,13.242025,227.411079,25.978799,138.176872,false
4282,614,1,787.886281,-680.435041,-1.408797,1500.000000,4.482174,9.742868,-6.827109,46.209460,false
4282,614,2,787.886281,-680.435041,-1.408797,1500.000000,4.482174,9.742868,-6.827109,46.209460,false
4283,3610,1,56.612147,395.318935,9.351379,1500.000000,8.406816,104.178686,5.174599,48.202465,false
4283,3610,2,56.612147,395.318935,9.351379,1500.000000,8.406816,104.178686,5.174599,48.202465,false
4284,3557,1,342.689912,531.479808,-4.397122,1500.000000,2.527317,5.018211,-1.618397,8.651924,false
4284,3557,2,-224.205232,-457.668344,-1.867162,1500.000000,12.841475,153.850010,-14.513590,178.120225,false
4285,1405,1,647.610190,370.107138,2.779749,1650.000000,1.125235,1.904704,-0.258548,0.876773,false
4285,1405,2,647.610190,370.107138,2.779749,1650.000000,1.125235,1.904704,-0.258548,0.876773,false
4286,929,1,497.422164,213.593761,-3.393970,2250.000000,13.197519,249.349000,-60.324827,136.258206,false
4286,929,2,497.422164,213.593761,-3.393970,2250.000000,13.197519,249.349000,-60.324827,136.258206,false
4287,763,1,760.733866,450.014442,8.349252,1800.000000,7.780777,84.098225,-8.017258,44.346080,false
4287,763,2,760.733866,450.014442,8.349252,1800.000000,7.780777,84.098225,-8.017258,44.346080,false
4288,602,1,1022.280699,-443.791428,-0.395376,1950.000000,3.884948,35.665350,-12.396875,10.695977,false
4288,602,2,-42.561924,-79.634192,-3.399696,1950.000000,10.374413,164.648499,-20.783485,72.978708,false
4289,1748,1,105.779535,214.907553,3.637755,2100.000000,8.876619,112.149484,26.240375,61.499258,false
4289,1748,2,780.821322,-7.377639,-3.079768,2100.000000,14.371803,248.828859,-17.376412,172.666138,false
4290,4126,1,1056.851204,148.568089,-5.789830,2700.000000,10.156288,117.523015,12.870116,91.944554,false
4290,4126,2,-393.300604,-217.519980,-2.569737,2700.000000,17.071160,340.924633,57.073514,258.666025,false
4291,4077,1,806.525283,266.019513,0.997510,1350.000000,10.301323,101.017541,18.003896,114.683162,false
4291,4077,2,83.628804,489.090826,0.653229,1350.000000,10.111164,129.690806,42.612697,94.593970,false
4292,3724,1,1178.460587,-71.347638,-0.250826,1800.000000,13.080776,227.413681,-53.688471,141.416105,false
4292,3724,2,1178.460587,-71.347638,-0.250826,1800.000000,13.080776,227.413681,-53.688471,141.416105,false
4293,9,1,-221.589765,567.807018,1.992820,750.000000,9.752737,90.314836,-42.103019,119.799731,false
4293,9,2,-221.589765,567.807018,1.992820,750.000000,9.752737,90.314836,-42.103019,119.799731,false
4294,3545,1,595.934925,77.433943,4.028660,1800.000000,12.516844,171.525271,15.996145,144.595620,false
4294,3545,2,927.644896,574.156257,1.076955,1800.000000,12.632869,161.587316,11.567433,158.444213,false
4295,2648,1,1077.198457,-116.778358,5.369734,2550.000000,11.971110,164.742165,-31.542135,130.700819,false
4295,2648,2,1077.198457,-116.778358,5.369734,2550.000000,11.971110,164.742165,-31.542135,130.700819,false
4296,2514,1,-142.183206,-84.055847,5.271490,900.000000,11.066604,146.616809,-20.494825,105.164425,false
4296,2514,2,-142.183206,-84.055847,5.271490,900.000000,11.066604,146.616809,-20.494825,105.164425,false
4297,1282,1,440.703311,182.559197,-6.055863,1500.000000,7.062133,47.721177,8.845177,53.762825,false
4297,1282,2,718.467330,198.891130,6.396242,1500.000000,6.507586,43.287870,5.669862,42.172492,false
4298,1306,1,73.169001,251.682850,4.137039,2400.000000,8.703330,82.226973,0.802581,69.787283,false
4298,1306,2,73.169001,251.682850,4.137039,2400.000000,8.703330,82.226973,0.802581,69.787283,false
4299,684,1,85.747139,383.070391,6.964597,1650.000000,15.145081,227.793992,-14.044613,231.829858,false
4299,684,2,85.747139,383.070391,6.964597,1650.000000,15.145081,227.793992,-14.044613,231.829858,false
4300,3498,1,210.474091,-212.679990,-9.926404,1800.000000,4.280930,33.837844,-14.403194,16.056207,false
4300,3498,2,3.706703,82.269341,-8.554657,1800.000000,15.622329,200.308395,25.294722,300.555137,false
4301,2436,1,249.038724,559.199724,-5.675514,1950.000000,12.837398,184.025017,34.998096,154.237222,false
4301,2436,2,1149.178535,-365.880660,-1.171364,1950.000000,13.742083,175.538480,-14.083846,204.289850,false
4302,416,1,12.385763,396.864988,8.687075,1500.000000,14.236476,164.453047,-20.870760,252.434701,false
4302,416,2,12.385763,396.864988,8.687075,1500.000000,14.236476,164.453047,-20.870760,252.434701,false
4303,831,1,-141.251157,-734.978347,4.830527,2100.000000,14.561399,142.672204,-14.264833,316.544108,false
4303,831,2,459.250657,166.111368,6.478118,2100.000000,14.995487,210.372953,1.162186,240.360999,false
4304,681,1,-272.201415,-205.141236,-3.491972,1200.000000,9.451151,174.902484,-20.159878,47.942395,false
4304,681,2,-288.078850,-271.290210,-3.252741,1200.000000,9.451013,174.899434,-20.159693,47.940511,false
4305,2927,1,1180.152087,-49.684521,-1.071165,1950.000000,13.705129,186.934302,-77.196658,220.610374,false
4305,2927,2,1180.152087,-49.684521,-1.071165,1950.000000,13.705129,186.934302,-77.196658,220.610374,false
4306,3716,1,667.977057,-60.775947,-4.272626,2250.000000,5.232011,25.956622,-27.738313,58.510947,false
4306,3716,2,-190.675151,4.481007,-2.080328,2250.000000,15.268591,250.045044,42.390735,224.545613,false
4307,2649,1,263.878776,458.103843,-5.260693,2250.000000,2.557777,9.290585,0.939454,4.701884,false
4307,2649,2,263.878776,458.103843,-5.260693,2250.000000,2.557777,9.290585,0.939454,4.701884,false
4308,707,1,175.154308,310.526572,8.310289,1950.000000,6.642100,40.983263,3.972417,47.876452,false
4308,707,2,175.154308,310.526572,8.310289,1950.000000,6.642100,40.983263,3.972417,47.876452,false
4309,2189,1,257.079119,390.538773,0.252413,2550.000000,1.817902,4.678071,0.497759,2.387579,false
4309,2189,2,257.079119,390.538773,0.252413,2550.000000,1.817902,4.678071,0.497759,2.387579,false
4310,194,1,976.907673,303.060300,6.758351,1950.000000,8.152939,76.834951,16.667300,61.119509,false
4310,194,2,976.907673,303.060300,6.758351,1950.000000,8.152939,76.834951,16.667300,61.119509,false
4311,2251,1,889.432529,-414.334564,-2.035162,2250.000000,1.911546,4.839703,-0.569820,2.825888,false
4311,2251,2,968.610141,254.439981,-7.653187,2250.000000,15.137279,237.525803,-35.285681,226.286761,false
4312,3290,1,133.462273,-302.074322,0.350583,2400.000000,14.912740,261.995781,27.573077,191.672948,false
4312,3290,2,280.935546,-437.348796,-0.931586,2400.000000,14.862406,260.230458,27.387442,190.381072,false
4313,1260,1,556.795374,-446.529714,-1.179170,1500.000000,3.236375,7.485760,-7.172572,21.527942,false
4313,1260,2,-194.554128,-242.480254,3.706866,1500.000000,11.149595,129.095717,47.071728,136.871996,false
4314,4222,1,858.799476,265.581924,7.480883,1950.000000,8.100001,74.888747,-19.833314,62.733524,false
4314,4222,2,858.799476,265.581924,7.480883,1950.000000,8.100001,74.888747,-19.833314,62.733524,false
4315,2094,1,-134.329182,-168.656906,4.594186,900.000000,11.170198,115.826483,-13.370856,135.954750,false
4315,2094,2,-134.329182,-168.656906,4.594186,900.000000,11.170198,115.826483,-13.370856,135.954750,false
4316,496,1,500.300802,133.755623,2.058895,1500.000000,7.736565,44.236748,-4.569606,81.457973,false
4316,496,2,487.933843,-344.014778,5.590883,1500.000000,0.842221,0.717364,-0.093980,0.713711,false
4317,3205,1,878.893859,166.552651,-6.052547,2250.000000,7.866649,88.012874,-8.563538,44.345597,false
4317,3205,2,1061.730120,118.014238,7.624408,2250.000000,8.176691,81.202059,-9.029951,56.052387,false
4318,2996,1,134.049693,-555.225583,-0.609192,750.000000,10.172850,93.092925,-13.577695,117.021642,false
4318,2996,2,134.049693,-555.225583,-0.609192,750.000000,10.172850,93.092925,-13.577695,117.021642,false
4319,1955,1,1121.007785,-513.094076,-0.783043,1950.000000,6.937113,62.048598,-26.748108,48.854224,false
