helper,layer,node,arc,helper_unc,primary_unc,path
helper1,8,44,1050.0,1.0009734860264399,10.714922721333286,1;175;133;134;140;91;43;44
helper1,8,37,1050.0,1.170251205868162,10.764127371375398,1;230;235;241;192;145;84;37
helper1,8,30,1050.0,1.5985855281642674,10.764127371375398,1;230;235;241;192;145;84;30
helper1,8,77,1050.0,3.309846066388878,10.764127371375398,1;230;235;241;192;145;84;77
helper1,8,86,1050.0,2.5381813981767722,10.767357250519117,1;230;235;241;192;138;85;86
helper1,8,37,1050.0,1.1702483203095808,10.767357250519119,1;230;235;241;192;138;85;37
helper1,8,30,1050.0,1.5986551199695307,10.767357250519119,1;230;235;241;192;138;85;30
helper1,8,37,1050.0,1.1702120506142575,10.805299116147513,1;127;66;19;20;75;80;37
helper1,8,303,1050.0,4.6764183573089655,10.80627265321374,1;230;235;241;192;193;254;303
helper1,8,303,1050.0,4.676765332160449,10.825784198256542,1;127;128;134;188;193;254;303
helper1,8,351,1050.0,0.9042440395689968,10.843055203784113,1;127;128;134;188;248;297;351
helper1,8,351,1050.0,0.9044846787182124,10.843055203784113,1;127;128;134;188;243;296;351
helper1,8,356,1050.0,1.089457155058682,10.843055203784113,1;127;128;134;188;243;296;356
helper1,8,356,1050.0,1.089805113259078,10.843055203784113,1;127;128;134;188;248;297;356
helper1,8,292,1050.0,3.7223064699173696,10.843055203784113,1;127;128;134;188;248;297;292
helper1,8,301,1050.0,3.849220727440256,10.843055203784113,1;127;128;134;188;243;296;301
helper1,8,350,1050.0,0.9042326879224429,10.843055203784115,1;127;128;134;188;243;291;350
helper1,8,345,1050.0,3.7121829762457397,10.843055203784115,1;127;128;134;188;243;291;345
helper1,8,286,1050.0,5.821578369944495,10.843055203784115,1;127;128;134;188;243;291;286
helper1,8,232,1050.0,10.4885140035599,10.843055203784115,1;127;128;134;188;243;238;232
helper1,8,285,1050.0,11.058909686744924,10.843055203784115,1;127;128;134;188;243;238;285
helper1,8,179,1050.0,11.120239703711288,10.843055203784115,1;127;128;134;188;243;238;179
helper1,8,363,1050.0,1.2464026265570984,10.91862954430866,1;230;235;241;247;253;308;363
helper1,8,205,1050.0,10.922138990795412,10.922215032032405,1;230;235;241;247;253;204;205
helper1,8,157,1050.0,11.092384536787556,10.922215032032405,1;230;235;241;247;253;204;157
helper1,8,31,1050.0,1.8303855506743645,10.922264216157654,1;230;235;241;192;138;78;31
helper1,8,24,1050.0,7.72921012653788,10.922264216157654,1;230;235;241;192;138;78;24
helper1,8,71,1050.0,7.7386199324390015,10.922264216157654,1;230;235;241;192;138;78;71
helper1,8,125,1050.0,10.205121288864547,10.922264216157654,1;230;235;241;192;138;131;125
helper1,8,72,1050.0,10.538801907138955,10.922264216157654,1;230;235;241;192;138;131;72
helper1,8,177,1050.0,10.745607670895831,10.922264216157654,1;230;235;241;192;138;131;177
helper1,8,44,1050.0,0.9989275186507328,10.960104018782284,1;127;128;79;31;32;38;44
helper1,8,5,1050.0,10.309016993970411,10.960104018782285,1;127;128;79;24;17;11;5
helper1,8,118,1050.0,10.627486189949416,10.960104018782285,1;127;128;79;24;17;64;118
helper1,8,58,1050.0,10.648770199377418,10.960104018782285,1;127;128;79;24;17;11;58
helper1,8,59,1050.0,10.648770199377418,10.960104018782285,1;127;128;79;24;17;64;59
helper1,8,123,1050.0,10.722308559639988,10.960104018782285,1;127;128;79;24;17;64;123
helper1,8,44,1050.0,1.0008440576853497,10.960104018782287,1;127;128;79;80;86;43;44
helper1,8,17,1050.0,5.4255145387580574,10.960104018782287,1;127;128;134;85;30;23;17
helper1,8,70,1050.0,6.4132309871804996,10.960104018782287,1;127;128;134;85;30;23;70
helper1,8,131,1050.0,6.156058904764941,11.229468856861814,1;127;73;25;26;81;136;131
helper1,8,165,1050.0,11.569458679529268,11.229468856861814,1;127;73;18;11;58;112;165
helper1,8,166,1050.0,11.569458679529268,11.229468856861814,1;127;73;18;11;58;117;166
helper1,8,170,1050.0,11.600886190887055,11.229468856861814,1;127;73;18;11;58;117;170
helper1,8,122,1050.0,11.709887731650358,11.229468856861814,1;127;73;18;11;58;117;122
helper1,8,44,1050.0,0.9989274635048249,11.229468856861816,1;127;73;74;31;32;38;44
helper1,8,44,1050.0,1.0008440504412794,11.229468856861816,1;127;73;74;80;86;43;44
helper1,8,188,1050.0,6.1574047089618515,11.229468856861816,1;127;73;25;26;81;136;188
helper1,8,356,1050.0,1.0843766996181734,11.258829789122487,1;230;279;338;343;294;295;356
helper1,8,361,1050.0,1.1759096304004195,11.258829789122487,1;230;279;338;343;349;355;361
helper1,8,306,1050.0,2.8650780604245876,11.258829789122487,1;230;279;338;343;349;355;306
helper1,8,301,1050.0,3.568702811764558,11.258829789122487,1;230;279;338;343;349;300;301
helper1,8,301,1050.0,3.61211801216121,11.258829789122487,1;230;279;338;343;294;295;301
helper1,8,252,1050.0,4.5658768193933374,11.258829789122487,1;230;279;338;343;349;300;252
helper1,8,245,1050.0,5.039992999241251,11.258829789122487,1;230;279;338;343;349;300;245
helper1,8,252,1050.0,5.728131031889254,11.258829789122487,1;230;279;338;343;294;295;252
helper1,8,192,1050.0,6.710687852550945,11.258829789122487,1;230;279;338;343;294;246;192
helper1,8,247,1050.0,7.243134171304086,11.258829789122487,1;230;279;338;343;294;246;247
helper1,8,175,1050.0,11.575472048410502,11.258829789122487,1;230;279;274;221;169;1;175
helper1,8,67,1050.0,11.582475099541805,11.258829789122487,1;230;279;274;221;169;121;67
helper1,8,230,1050.0,11.662438036574141,11.258829789122487,1;230;279;274;221;169;1;230
helper1,8,61,1050.0,11.665863411792202,11.258829789122487,1;230;279;274;221;169;114;61
helper1,8,60,1050.0,11.665863411792202,11.258829789122487,1;230;279;274;221;169;121;60
helper1,8,127,1050.0,11.710902020368405,11.258829789122487,1;230;279;274;221;169;1;127
helper1,8,122,1050.0,11.710902020368405,11.258829789122487,1;230;279;274;221;169;121;122
helper1,8,179,1050.0,6.758385333926434,11.258829789122489,1;230;279;338;343;294;239;179
helper1,8,232,1050.0,7.265681390343506,11.258829789122489,1;230;279;338;343;294;239;232
helper1,8,38,1050.0,1.3947772749217957,11.264204862411892,1;127;66;19;20;26;32;38
helper1,8,87,1050.0,2.5952192437479593,11.264204862411892,1;127;66;19;20;26;32;87
helper1,8,140,1050.0,7.728466084042729,11.264204862411892,1;127;66;19;20;75;135;140
helper1,8,188,1050.0,8.481220100693255,11.264204862411892,1;127;66;19;20;75;135;188
helper1,8,177,1050.0,8.83454506241863,11.264204862411892,1;127;66;19;20;75;130;177
helper1,8,125,1050.0,9.156133872040813,11.264204862411892,1;127;66;19;20;75;130;125
helper1,8,278,1050.0,11.479013842209232,11.264204862411892,1;127;66;59;112;165;224;278
helper1,8,175,1050.0,11.67918287805012,11.264204862411892,1;127;66;59;112;165;1;175
helper1,8,272,1050.0,11.690844842425836,11.264204862411892,1;127;66;59;112;165;219;272
helper1,8,273,1050.0,11.690844842425836,11.264204862411892,1;127;66;59;112;165;224;273
helper1,8,230,1050.0,11.71227518335836,11.264204862411892,1;127;66;59;112;165;1;230
helper1,8,229,1050.0,11.71227518335836,11.264204862411892,1;127;66;59;112;165;224;229
helper1,8,127,1050.0,11.786903598501922,11.264204862411892,1;127;66;59;112;165;1;127
helper1,8,44,1050.0,0.9989277084992694,11.374858497666665,1;175;133;79;31;32;38;44
helper1,8,38,1050.0,1.3947891248108661,11.374858497666665,1;175;133;72;25;26;32;38
helper1,8,87,1050.0,2.5952446933218436,11.374858497666665,1;175;133;72;25;26;32;87
helper1,8,17,1050.0,5.425525528653633,11.374858497666667,1;175;133;134;85;30;23;17
helper1,8,70,1050.0,6.41323511740563,11.374858497666667,1;175;133;134;85;30;23;70
helper1,8,5,1050.0,10.48301441890684,11.374858497666667,1;175;133;79;24;17;11;5
helper1,8,118,1050.0,10.717536923916757,11.374858497666667,1;175;133;79;24;17;64;118
helper1,8,58,1050.0,10.772867382119346,11.374858497666667,1;175;133;79;24;17;11;58
helper1,8,59,1050.0,10.772867382119346,11.374858497666667,1;175;133;79;24;17;64;59
helper1,8,123,1050.0,10.823731278453709,11.374858497666667,1;175;133;79;24;17;64;123
helper1,8,219,1050.0,11.843821327883855,11.374858497666667,1;175;133;72;65;118;166;219
helper1,8,117,1050.0,12.003710810740243,11.374858497666667,1;175;133;72;18;11;58;117
helper1,8,230,1050.0,12.003710810740243,11.374858497666667,1;175;133;72;65;118;170;230
helper1,8,165,1050.0,12.026381808292909,11.374858497666667,1;175;133;72;65;59;112;165
helper1,8,175,1050.0,12.026381808292909,11.374858497666667,1;175;133;72;65;118;170;175
helper1,8,112,1050.0,12.045581140206373,11.374858497666667,1;175;133;72;18;11;58;112
helper1,8,225,1050.0,12.045581140206373,11.374858497666667,1;175;133;72;65;118;170;225
helper1,8,224,1050.0,12.045581140206375,11.374858497666667,1;175;133;72;65;118;166;224
helper1,8,44,1050.0,1.000844081030689,11.374858497666668,1;175;133;79;80;86;43;44
helper1,8,169,1050.0,11.619361468847265,11.38937682773132,1;230;284;339;334;275;221;169
helper1,8,168,1050.0,11.619361468847265,11.38937682773132,1;230;284;339;334;275;228;168
helper1,8,174,1050.0,11.681664801429342,11.38937682773132,1;230;284;339;334;275;228;174
helper1,8,229,1050.0,11.785322058372532,11.38937682773132,1;230;284;339;334;275;228;229
helper1,8,361,1050.0,1.175909685508667,11.41886393683143,1;175;236;285;344;349;355;361
helper1,8,306,1050.0,2.8650782107154567,11.41886393683143,1;175;236;285;344;349;355;306
helper1,8,301,1050.0,3.568707974894239,11.41886393683143,1;175;236;285;344;349;300;301
helper1,8,252,1050.0,4.565916290100683,11.41886393683143,1;175;236;285;344;349;300;252
helper1,8,245,1050.0,5.0400104947765545,11.41886393683143,1;175;236;285;344;349;300;245
helper1,8,114,1050.0,11.683728990973277,11.418863936831432,1;175;236;285;280;227;168;114
helper1,8,175,1050.0,11.935929487201605,11.418863936831432,1;175;236;285;280;227;174;175
helper1,8,169,1050.0,11.935929487201605,11.418863936831432,1;175;236;285;280;274;221;169
helper1,8,221,1050.0,12.017821075432526,11.418863936831432,1;175;236;285;339;334;275;221
helper1,8,121,1050.0,12.018491723247337,11.418863936831432,1;175;236;285;280;227;168;121
helper1,8,120,1050.0,12.018491723247337,11.418863936831432,1;175;236;285;280;227;174;120
helper1,8,228,1050.0,12.098077085632129,11.418863936831432,1;175;236;285;339;334;275;228
helper1,8,127,1050.0,12.098703815377114,11.418863936831432,1;175;236;285;280;227;174;127
