scenario_id,pct,threshold,method,algorithm,num_agents,success,fail_reason,primary_length,primary_unc,length_ratio,wall_s,wall_ratio,astar_iterations,continuous_primary_length,continuous_uncertainties,discrete_uncertainties,formation_arc_drift,formation_offsets,primary_disc_unc,refinement_min_slack,refinement_status
s001,100,13.7495,formation,formation,2,false,recovery_failed,2172.3800556748292,5.288213515034985,,14.3,0.9042,5710,2172.38,"[5.2882, 5.2882]","[5.2882, 5.2882]",[0.0],[-1],5.288213515034985,-96.75700679872148,recovery_failed
s001,90,12.3746,formation,formation,2,false,recovery_failed,2172.3800556748292,5.288213515034985,,14.3,0.9084,5710,2172.38,"[5.2882, 5.2882]","[5.2882, 5.2882]",[0.0],[-1],5.288213515034985,-96.75700679872148,recovery_failed
s001,80,10.9996,formation,formation,2,false,recovery_failed,2172.3800556748292,5.288213515034985,,14.3,0.9057,5710,2172.38,"[5.2882, 5.2882]","[5.2882, 5.2882]",[0.0],[-1],5.288213515034985,-96.75700679872148,recovery_failed
s001,70,9.6247,formation,formation,2,false,recovery_failed,2172.3800556748292,5.288213515034985,,14.1,0.8970,5710,2172.38,"[5.2882, 5.2882]","[5.2882, 5.2882]",[0.0],[-1],5.288213515034985,-96.75700679872148,recovery_failed
s001,60,8.2497,formation,formation,2,false,recovery_failed,2172.3800556748292,5.288213515034985,,14.1,0.8915,5710,2172.38,"[5.2882, 5.2882]","[5.2882, 5.2882]",[0.0],[-1],5.288213515034985,-96.75700679872148,recovery_failed
s001,50,6.8748,formation,formation,2,false,recovery_failed,2172.3800556748292,5.288213515034985,,14.1,0.8954,5710,2172.38,"[5.2882, 5.2882]","[5.2882, 5.2882]",[0.0],[-1],5.288213515034985,-96.75700679872148,recovery_failed
s001,40,5.4998,formation,formation,2,false,recovery_failed,2172.3800556748292,5.288213515034985,,14.0,0.8907,5710,2172.38,"[5.2882, 5.2882]","[5.2882, 5.2882]",[0.0],[-1],5.288213515034985,-96.75700679872148,recovery_failed
s001,30,4.1249,formation,formation,2,false,recovery_failed,2172.3800556748292,5.288213515034985,,14.2,0.9033,5710,2172.38,"[5.2882, 5.2882]","[5.2882, 5.2882]",[0.0],[-1],5.288213515034985,-96.75700679872148,recovery_failed
