arc_dist,agent_a,agent_b,weight,xa,ya,xb,yb
0.0,1,2,1.0,0.0,0.0,0.0,0.0
100.0,1,2,0.9999999999999851,91.95813052371088,37.765388301819414,82.66787628574907,55.9279752749037
200.0,1,2,1.0,177.12126724506243,88.21744597610206,177.46105658658328,86.14410910058194
300.0,1,2,0.9999999999999996,276.6770639242213,87.51156414971813,276.24619355978757,76.28733853649723
400.0,1,2,0.9999999999999987,365.6672800960758,47.82333144716878,365.92273910324366,33.57749471183509
500.0,1,2,0.9999999999999989,421.7229518164633,-34.76622967967012,435.14712703174354,-38.30949503346973
600.0,1,2,0.9999999999999902,506.8833141415518,-83.83891944731654,525.4667720605788,-78.37583702487989
700.0,1,2,0.9999999999998441,605.8174771799313,-83.09646964374751,622.7684187199197,-63.02187119980127
800.0,1,2,0.999999999999651,682.3522229141914,-22.79808687490197,698.4636010353001,0.45753113495094233
900.0,1,2,0.9999999999349036,730.5860700186337,64.7709406869252,771.8933914246837,66.89926959412017
1000.0,1,2,0.23710544140647768,782.3079098032457,150.32061447135075,867.595972239726,92.71168088916946
