arc_dist,agent,landmark_id,quality,xa,ya,xl,yl
953.2247976786992,1,1,0.0010140443569737236,757.1986370864754,110.86072346941066,800.0,220.0
972.7076673243681,1,1,0.6791600484776015,767.4414047948655,127.43383178686535,800.0,220.0
992.4083977373505,1,1,0.9997673704251233,778.0858765676929,144.011346663423,800.0,220.0
1012.0878089181473,1,1,0.9999998549860648,789.0304868339892,160.36661280438665,800.0,220.0
1031.509005770426,1,1,0.9999999998323348,800.1736700227866,176.27297491505993,800.0,220.0
1050.453284329933,1,1,0.999999999999041,811.5438563429161,191.42568269900852,800.0,220.0
1068.823289030409,1,1,0.999999999999698,823.6894591224057,205.20760585284904,800.0,220.0
1086.7734164367093,1,1,0.9999999999865732,837.2888874690819,216.92351907146042,800.0,220.0
1104.8751146753382,1,1,0.9999999921428272,853.0205504907722,225.8781970497219,800.0,220.0
1124.215423270901,1,1,0.9999835539703645,871.5628572953033,231.37641448251242,800.0,220.0
1145.9841287499296,1,1,0.9116912900056993,893.2803441546504,232.86882955439177,800.0,220.0
1170.1135419204209,1,1,0.0008272802466062525,917.2820559973829,230.38963440864285,800.0,220.0
