agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,67.10185308294629,24.52041796761656
1,3,125.22580944491708,41.635283248206946
1,4,189.76652635884557,53.9512874771474
1,5,295.59229459945226,76.02746261009396
1,6,415.68154166447937,102.22666157185496
1,7,530.2435855094421,115.87706129643323
1,8,593.6870571319721,115.52268510451799
1,9,717.8455297791663,121.337399787037
1,10,816.1176674353363,123.08533518435178
1,11,911.6569851147358,127.95107672246328
1,12,1031.0646049115592,129.39226212700797
1,13,1137.1848778283363,139.66087598908285
1,14,1241.7101102902197,145.3618251221938
1,15,1327.4159218662514,151.82706846071042
1,16,1455.6618036286964,159.55434899774622
1,17,1559.7163201025137,165.69403325461732
1,18,1660.4718387480316,171.02804717061755
1,19,1700.0,173.20508075688772
