arc_dist,agent_a,agent_b,weight,xa,ya,xb,yb
0.0,1,2,1.0,0.0,0.0,0.0,0.0
100.0,1,2,0.9999999999999882,78.8037566678004,61.52271370929228,89.41514656366981,44.77116604042429
200.0,1,2,0.9999999999989297,166.58775528732068,107.30582626976111,182.59749045105352,80.65251041451845
300.0,1,2,0.9999999999999862,265.2297813423879,100.36676505174304,281.22839515857834,87.99018035658005
400.0,1,2,0.9999999999999882,356.59371982999767,60.54544143799706,373.3038057123598,49.896481806019
500.0,1,2,0.999999999999871,431.9222997615471,-4.730489524372357,457.70425130299066,-3.6532211875775538
600.0,1,2,0.9999999997373241,498.57664981564477,-79.26937170650315,539.5717040227269,-61.07856180928148
700.0,1,2,0.9999978145634059,565.7679162088328,-153.23874483878285,622.5377816623079,-116.8784894989425
800.0,1,2,0.9998382752972852,649.5439162836576,-206.71314625088715,712.3808379617967,-160.2043772537791
900.0,1,2,0.5837674293487867,745.5677970337773,-233.72491710184465,809.1931815580393,-157.67627271735466
