agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,100.1346181343898,-32.68990575633232
1,3,104.69761664534212,-37.81935294196655
1,4,201.15508592225714,-55.505882258278376
1,5,300.8382246156633,-76.81974635658315
1,6,422.2034585723047,-96.24304032044644
1,7,518.5183944986057,-108.2064855362427
1,8,595.4845088991251,-112.00741403520695
1,9,773.9382202348145,-116.40449827664098
1,10,857.0864329553688,-119.42246923047206
1,11,935.7526730470935,-123.02057258418284
1,12,1019.5637442761503,-125.70250834927435
1,13,1129.089531001999,-136.46455448327188
1,14,1243.0080249326656,-143.69999322692271
1,15,1342.3810858268419,-151.87801255666625
1,16,1454.286540583193,-158.77200281922703
1,17,1555.920896580481,-165.17471951284358
1,18,1655.5132535505875,-170.61490580661084
1,19,1700.0,-173.205
