scenario_id,pct,threshold,method,algorithm,num_agents,success,fail_reason,primary_length,primary_unc,length_ratio,wall_s,wall_ratio,clgbt_iterations,clgbt_tree_size,continuous_primary_length,continuous_uncertainties,discrete_uncertainties,primary_disc_unc,refinement_min_slack,refinement_status
s036,60,3.2326,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s036,50,2.6938,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s036,40,2.1551,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s036,30,1.6163,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s037,100,5.8289,clgbt,clgbt,2,true,,2334.4335711375634,5.208448444195143,2.2221,14.2,0.9066,4934,3700,2334.434,"[5.2082, 5.2084]","[5.1799, 5.6502]",5.650216574147255,4.124553806137549e-6,optimized
s037,90,5.2460,clgbt,clgbt,2,false,recovery_failed,1461.7476845508004,3.1733374326828026,,22.1,1.4086,25083,17129,1461.748,"[1.5578, 3.1733]","[2.9767, 4.2875]",4.287523326517591,-9.544695699995054e-5,recovery_failed
s037,80,4.6631,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s037,70,4.0802,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s037,60,3.4973,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s037,50,2.9144,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s037,40,2.3316,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s037,30,1.7487,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s038,100,9.7823,clgbt,clgbt,2,true,,1218.9336623580928,9.48019374720272,1.2285,13.1,0.8412,1132,988,1218.934,"[9.4544, 9.4802]","[9.4544, 9.4802]",9.48019374720272,1.00009063183637e-9,seed_only
s038,90,8.8041,clgbt,clgbt,2,true,,1212.1201097323412,7.735853210646154,1.2216,17.6,1.1296,15948,12699,1212.12,"[7.9667, 7.7359]","[8.3435, 8.4717]",8.471692418776044,0.0007889981625339715,optimized
s038,80,7.8259,clgbt,clgbt,2,true,,2074.9004326066442,7.3678879215367346,2.0911,19.7,1.2670,21095,16736,2074.9,"[7.3655, 7.3679]","[7.2857, 7.7467]",7.746712055739782,0.00493474599656922,optimized
s038,70,6.8476,clgbt,clgbt,2,false,no_solution,null,null,,1198.1,76.9407,200000,140984,null,[],[],null,,
s038,60,5.8694,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s038,50,4.8912,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s038,40,3.9129,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s038,30,2.9347,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s040,100,6.6980,clgbt,clgbt,2,true,,889.5197311656848,6.355610549120931,1.1638,13.0,0.8489,1382,1232,889.52,"[2.2833, 6.3556]","[2.7068, 6.3556]",6.355610549120931,1.0000906422447109e-9,seed_only
s040,90,6.0282,clgbt,clgbt,2,true,,1804.3589396588607,5.555795621218288,2.3608,13.1,0.8594,1935,1710,1804.359,"[4.9184, 5.5558]","[5.0273, 5.6523]",5.652330877930178,4.200435485546272e-11,optimized
s040,80,5.3584,clgbt,clgbt,2,true,,2071.401392135537,4.015357271763226,2.7102,14.3,0.9338,4394,3739,2071.401,"[4.0144, 4.0154]","[3.9761, 4.9493]",4.949324133397081,0.0014509668484590718,optimized
s040,70,4.6886,clgbt,clgbt,2,true,,1221.2635031819784,3.644003755786792,1.5979,17.3,1.1319,13830,10898,1221.264,"[0.797, 3.644]","[2.5714, 3.9387]",3.9387140662915203,7.453995823358817e-10,optimized
s040,60,4.0188,clgbt,clgbt,2,true,,1232.8113192467624,3.441207898331344,1.6130,17.1,1.1217,13830,10898,1232.811,"[0.7936, 3.4412]","[2.5714, 3.9387]",3.9387140662915203,0.0017541823066072673,optimized
s040,50,3.3490,clgbt,clgbt,2,false,recovery_failed,1837.9660923301758,2.464489782092362,,28.8,1.8833,35022,25699,1837.966,"[0.7091, 2.4645]","[0.9977, 2.9386]",2.9386082071887345,-0.07700089720000627,recovery_failed
s040,40,2.6792,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s040,30,2.0094,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s043,100,9.5090,clgbt,clgbt,2,true,,1203.3469825195564,8.852774185152912,1.5687,13.8,0.8840,172,152,1203.347,"[4.0894, 8.8528]","[4.304, 9.4755]",9.475542653163574,0.001654226495020339,optimized
s043,90,8.5581,clgbt,clgbt,2,true,,1069.1696696813535,6.8302091089659145,1.3938,13.1,0.8426,2307,1992,1069.17,"[4.3383, 6.8302]","[4.6303, 6.7722]",6.772199352211981,8.887324069728475e-8,optimized
s043,80,7.6072,clgbt,clgbt,2,true,,1069.118036298833,6.828488408287187,1.3937,13.3,0.8546,2307,1992,1069.118,"[4.3364, 6.8285]","[4.6303, 6.7722]",6.772199352211981,1.646459811197043e-8,optimized
s043,70,6.6563,clgbt,clgbt,2,false,recovery_failed,1055.3798901506684,6.5605875408037715,,14.6,0.9335,9228,7351,1055.38,"[4.4582, 6.5606]","[4.6861, 6.6157]",6.615732097130008,-0.0003683183697006341,recovery_failed
s043,60,5.7054,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s043,50,4.7545,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s043,40,3.8036,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s043,30,2.8527,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s045,100,8.7808,clgbt,clgbt,2,true,,1100.7775299134305,5.359787940580718,1.3618,13.7,0.8753,81,54,1100.778,"[5.6732, 5.3598]","[6.796, 7.2376]",7.237566925821181,1.0149930912130003e-6,optimized
s045,90,7.9027,clgbt,clgbt,2,true,,1144.467068024353,6.216565891139914,1.4159,13.9,0.8849,81,54,1144.467,"[5.6653, 6.2166]","[6.796, 7.2376]",7.237566925821181,9.208193833070255e-6,optimized
s045,80,7.0246,clgbt,clgbt,2,true,,1220.1906941685877,6.757553487930404,1.5096,13.9,0.8862,174,125,1220.191,"[2.6118, 6.7576]","[3.1305, 4.3942]",4.394205208989057,0.002392042362544089,optimized
s045,70,6.1466,clgbt,clgbt,2,true,,1253.3555270863599,4.394205208989057,1.5506,13.4,0.8549,174,125,1253.356,"[2.7678, 4.3942]","[3.1305, 4.3942]",4.394205208989057,1.000090638775264e-9,seed_only
s045,60,5.2685,clgbt,clgbt,2,true,,1204.833678609597,5.2684839367793375,1.4906,14.4,0.9200,174,125,1204.834,"[2.2219, 5.2685]","[3.1305, 4.3942]",4.394205208989057,1.3722066238841535e-7,optimized
s045,50,4.3904,clgbt,clgbt,2,true,,1671.663424667329,4.098323515382097,2.0681,83.9,5.3530,77621,44824,1671.663,"[0.8037, 4.0983]","[1.1615, 4.2529]",4.252850163862629,9.125993183367598e-9,optimized
s045,40,3.5123,clgbt,clgbt,2,false,no_solution,null,null,,627.3,40.0015,200000,103825,null,[],[],null,,
s045,30,2.6342,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s046,100,10.0078,clgbt,clgbt,2,true,,1240.9974630112915,8.891828428482269,1.2263,14.1,0.9006,62,53,1240.997,"[8.378, 8.8918]","[7.9252, 9.8502]",9.850183335313496,9.300747933593811e-6,optimized
s046,90,9.0070,clgbt,clgbt,2,true,,1044.8188067093383,7.314970591982005,1.0325,15.7,1.0012,3555,2845,1044.819,"[12.0992, 7.315]","[13.1583, 9.0004]",9.000444838693458,8.719833743953131e-10,optimized
s046,80,8.0062,clgbt,clgbt,2,true,,2079.891737002382,7.940585620759925,2.0553,39.8,2.5347,44487,30983,2079.892,"[7.2527, 7.9406]","[6.5152, 6.8937]",6.893680192703709,1.612361359010217e-9,optimized
s046,70,7.0055,clgbt,clgbt,2,true,,2101.6269294265994,6.923063938916749,2.0768,40.5,2.5782,44487,30983,2101.627,"[5.8371, 6.9231]","[6.5152, 6.8937]",6.893680192703709,1.637009127905542e-8,optimized
s046,60,6.0047,clgbt,clgbt,2,true,,1455.4384925102074,5.0606457521865496,1.4383,384.2,24.4552,147809,96917,1455.438,"[5.1118, 5.0606]","[5.096, 5.991]",5.991047932341344,1.9121746724221067e-8,optimized
s046,50,5.0039,clgbt,clgbt,2,false,no_solution,null,null,,961.6,61.2098,200000,128903,null,[],[],null,,
s046,40,4.0031,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s046,30,3.0023,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s047,100,5.8596,clgbt,clgbt,2,true,,1038.0014660107345,5.7108551854872225,1.4537,12.9,0.8447,32,21,1038.001,"[5.4292, 5.7109]","[5.4292, 5.7109]",5.7108551854872225,1.0000906214280292e-9,seed_only
s047,90,5.2736,clgbt,clgbt,2,true,,1353.8563735367823,5.253721513899115,1.8961,13.2,0.8607,4229,2672,1353.856,"[5.105, 5.2537]","[5.105, 5.2537]",5.253721513899115,1.0000906110196883e-9,seed_only
s047,80,4.6877,clgbt,clgbt,2,true,,1565.0381857925977,4.351202252188142,2.1918,17.2,1.1225,5707,3464,1565.038,"[0.7402, 4.3512]","[0.9353, 4.3448]",4.344820672917956,2.382951787283094e-10,optimized
s047,70,4.1017,clgbt,clgbt,2,true,,1540.0476690184148,3.192662228033932,2.1568,30.5,1.9883,42775,21013,1540.048,"[0.6999, 3.1927]","[0.9878, 3.7663]",3.766290746984475,1.0000906248974761e-9,seed_only
s047,60,3.5158,clgbt,clgbt,2,true,,1421.6161175969262,3.5099675435811095,1.9910,61.2,3.9952,75358,35840,1421.616,"[1.5894, 3.51]","[2.0311, 3.4953]",3.495330160247447,2.0454471449937728e-13,optimized
s047,50,2.9298,clgbt,clgbt,2,false,no_solution,null,null,,441.6,28.8344,200000,89442,null,[],[],null,,
s047,40,2.3438,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s047,30,1.7579,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s048,100,6.4952,clgbt,clgbt,2,true,,1268.3178363444226,4.762961160130846,1.3668,12.8,0.8222,62,59,1268.318,"[3.8001, 4.763]","[3.6203, 4.5347]",4.534743458466581,2.8914531192969495e-8,optimized
s048,90,5.8457,clgbt,clgbt,2,true,,1269.93036901608,5.032963213273293,1.3686,12.9,0.8266,62,59,1269.93,"[3.8015, 5.033]","[3.6203, 4.5347]",4.534743458466581,2.9665188288480193e-8,optimized
s048,80,5.1962,clgbt,clgbt,2,true,,1306.8311850418736,4.534743458466581,1.4083,12.8,0.8208,62,59,1306.831,"[3.6187, 4.5347]","[3.6203, 4.5347]",4.534743458466581,0.006211033658230877,seed_only
s048,70,4.5467,clgbt,clgbt,2,true,,1306.8311850418736,4.534743458466581,1.4083,12.9,0.8255,62,59,1306.831,"[3.6187, 4.5347]","[3.6203, 4.5347]",4.534743458466581,0.006211033658230877,seed_only
s048,60,3.8971,clgbt,clgbt,2,true,,2202.598045177365,1.8149838058777688,2.3737,94.1,6.0302,79341,52845,2202.598,"[1.1165, 1.815]","[1.5833, 3.2018]",3.2017557148202607,0.002923120475289316,optimized
s048,50,3.2476,clgbt,clgbt,2,true,,2203.458035740648,1.749925729976063,2.3746,95.1,6.0903,79341,52845,2203.458,"[1.0514, 1.7499]","[1.5833, 3.2018]",3.2017557148202607,0.0029500222506362583,optimized
s048,40,2.5981,clgbt,clgbt,2,false,no_solution,null,null,,905.3,57.9833,200000,124372,null,[],[],null,,
s048,30,1.9486,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s049,100,11.4189,clgbt,clgbt,2,true,,1102.7456090284836,8.186988352058703,1.1991,12.9,0.8278,14,11,1102.746,"[7.8237, 8.187]","[7.8237, 8.187]",8.186988352058703,1.000090638775264e-9,seed_only
s049,90,10.2770,clgbt,clgbt,2,true,,1102.7456090284836,8.186988352058703,1.1991,12.9,0.8273,14,11,1102.746,"[7.8237, 8.187]","[7.8237, 8.187]",8.186988352058703,1.000090638775264e-9,seed_only
s049,80,9.1351,clgbt,clgbt,2,true,,1102.7456090284836,8.186988352058703,1.1991,13.1,0.8370,14,11,1102.746,"[7.8237, 8.187]","[7.8237, 8.187]",8.186988352058703,1.000090638775264e-9,seed_only
s049,70,7.9932,clgbt,clgbt,2,true,,1098.8331230620515,6.4843760262280234,1.1948,14.4,0.9198,2937,2313,1098.833,"[6.1335, 6.4844]","[6.3153, 7.9016]",7.901616841169232,3.893502974888774e-9,optimized
s049,60,6.8513,clgbt,clgbt,2,true,,2021.8871712251205,6.682787190798686,2.1985,14.6,0.9312,8316,6275,2021.887,"[6.3883, 6.6828]","[6.3883, 6.6828]",6.682787190798686,1.0000906144891353e-9,seed_only
s049,50,5.7094,clgbt,clgbt,2,true,,1974.8827942373334,5.2649783069244265,2.1474,18.7,1.1968,20532,14983,1974.883,"[5.2462, 5.265]","[5.2462, 5.265]",5.2649783069244265,1.0000906248974761e-9,seed_only
s049,40,4.5675,clgbt,clgbt,2,true,,1568.6128953423565,2.2432122039578988,1.7056,21.3,1.3630,23178,16851,1568.613,"[1.8429, 2.2432]","[2.7503, 3.3915]",3.3914872701248995,0.003158238269653866,optimized
s049,30,3.4257,clgbt,clgbt,2,true,,1630.8009159074936,2.1950930248919667,1.7732,21.1,1.3473,23178,16851,1630.801,"[1.8722, 2.1951]","[2.7503, 3.3915]",3.3914872701248995,0.00503239861690781,optimized
s050,100,8.9086,clgbt,clgbt,2,true,,944.7037839983336,8.263165330152544,1.1703,13.0,0.8446,38,32,944.704,"[8.8316, 8.2632]","[8.8359, 8.2631]",8.263126811320667,7.167982679752438e-6,optimized
s050,90,8.0177,clgbt,clgbt,2,false,recovery_failed,1176.0891322224593,6.8034951762463916,,13.1,0.8506,136,117,1176.089,"[6.8029, 6.8035]","[6.6928, 6.9637]",6.963663161139537,-0.020631623272385574,recovery_failed
s050,80,7.1269,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s050,70,6.2360,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s050,60,5.3452,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s050,50,4.4543,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s050,40,3.5634,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s050,30,2.6726,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s053,100,5.9518,clgbt,clgbt,2,true,,945.2921509071796,5.676913878764271,1.3335,13.6,0.8929,122,87,945.292,"[6.5765, 5.6769]","[6.3105, 5.8451]",5.84513125407702,0.000449708437145091,optimized
s053,90,5.3566,clgbt,clgbt,2,true,,1168.5521519045908,3.5979900212825133,1.6485,22.6,1.4790,30277,15985,1168.552,"[0.7799, 3.598]","[1.1928, 2.8988]",2.898780949447349,8.531684064089218e-9,optimized
s053,80,4.7614,clgbt,clgbt,2,true,,1168.5857998735385,3.497249606727334,1.6485,23.1,1.5136,30277,15985,1168.586,"[0.7679, 3.4972]","[1.1928, 2.8988]",2.898780949447349,1.2662133140606269e-8,optimized
s053,70,4.1662,clgbt,clgbt,2,true,,1168.6602949717856,3.405465747760023,1.6486,22.8,1.4968,30277,15985,1168.66,"[0.7634, 3.4055]","[1.1928, 2.8988]",2.898780949447349,6.800672372464511e-9,optimized
s053,60,3.5711,clgbt,clgbt,2,true,,1168.8690928049307,3.217604891866397,1.6489,22.9,1.5036,30277,15985,1168.869,"[0.7582, 3.2176]","[1.1928, 2.8988]",2.898780949447349,1.884104781912921e-9,optimized
s053,50,2.9759,clgbt,clgbt,2,true,,1170.2019415173288,2.852343565207279,1.6508,23.2,1.5224,30277,15985,1170.202,"[0.7526, 2.8523]","[1.1928, 2.8988]",2.898780949447349,1.9045987564858535e-9,optimized
s053,40,2.3807,clgbt,clgbt,2,false,no_solution,null,null,,453.1,29.7048,200000,88657,null,[],[],null,,
s053,30,1.7855,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s055,100,5.0483,clgbt,clgbt,2,true,,1306.8311850418736,4.749271778156954,1.3194,12.5,0.7968,62,46,1306.831,"[3.7843, 4.7493]","[3.7867, 4.7493]",4.749271778156954,0.006211033658230877,seed_only
s055,90,4.5435,clgbt,clgbt,2,true,,1292.0843494927124,4.201361489423349,1.3045,25.5,1.6174,30899,23665,1292.084,"[4.2011, 4.2014]","[4.2063, 4.2956]",4.295605952470661,0.005778700258460865,optimized
s055,80,4.0386,clgbt,clgbt,2,true,,1254.3596452399215,3.8784574603428195,1.2664,77.8,4.9434,69093,50853,1254.36,"[3.7246, 3.8785]","[3.7452, 3.898]",3.8980315137056296,0.016917919246244372,seed_only
s055,70,3.5338,clgbt,clgbt,2,true,,1203.972308847896,2.96296533341835,1.2155,729.8,46.3499,172755,120906,1203.972,"[1.7235, 2.963]","[2.3183, 3.4766]",3.476639753032968,0.00032099020917279383,optimized
s055,60,3.0290,clgbt,clgbt,2,false,no_solution,null,null,,1135.8,72.1283,200000,138685,null,[],[],null,,
s055,50,2.5241,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s055,40,2.0193,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s055,30,1.5145,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s057,100,5.1397,clgbt,clgbt,2,true,,1359.7983587925082,2.7346034631766956,1.3202,23.7,1.5091,27340,19899,1359.798,"[0.7749, 2.7346]","[1.116, 2.8856]",2.8855939656615157,3.682537651206186e-8,optimized
s057,90,4.6257,clgbt,clgbt,2,true,,1373.4727421933535,2.881445696227937,1.3335,22.9,1.4555,27340,19899,1373.473,"[0.7802, 2.8814]","[1.116, 2.8856]",2.8855939656615157,0.0041857481378836416,optimized
s057,80,4.1118,clgbt,clgbt,2,true,,1373.3985690873374,2.8770665467391323,1.3334,23.1,1.4682,27340,19899,1373.399,"[0.778, 2.8771]","[1.116, 2.8856]",2.8855939656615157,0.004196704349804195,optimized
s057,70,3.5978,clgbt,clgbt,2,true,,1373.3901617684473,2.8718536851258496,1.3334,23.7,1.5089,27340,19899,1373.39,"[0.7794, 2.8719]","[1.116, 2.8856]",2.8855939656615157,0.004246781903745108,optimized
s057,60,3.0838,clgbt,clgbt,2,true,,1370.6967118110836,2.8908215659454966,1.3308,23.2,1.4747,27340,19899,1370.697,"[0.7818, 2.8908]","[1.116, 2.8856]",2.8855939656615157,0.003925896104247581,optimized
s057,50,2.5699,clgbt,clgbt,2,true,,2033.2987944489455,2.121442885434744,1.9741,458.4,29.1715,153181,101141,2033.299,"[0.6037, 2.1214]","[0.8435, 2.2948]",2.294807745681233,1.000090638775264e-9,seed_only
s057,40,2.0559,clgbt,clgbt,2,false,no_solution,null,null,,999.9,63.6290,200000,129782,null,[],[],null,,
s057,30,1.5419,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s058,100,6.9173,clgbt,clgbt,2,true,,1025.9898409481762,5.016937929575266,1.6133,13.3,0.8712,32,29,1025.99,"[5.0166, 5.0169]","[5.1486, 5.4406]",5.440647042593285,0.000866353872403941,optimized
s058,90,6.2256,clgbt,clgbt,2,true,,1025.830459678952,4.973389985653907,1.6130,13.1,0.8572,32,29,1025.83,"[4.9731, 4.9734]","[5.1486, 5.4406]",5.440647042593285,0.0010647933547690003,optimized
s058,80,5.5338,clgbt,clgbt,2,true,,1038.0014660107345,5.440647042593285,1.6322,13.2,0.8624,32,29,1038.001,"[5.1486, 5.4406]","[5.1486, 5.4406]",5.440647042593285,1.0000906214280292e-9,seed_only
s058,70,4.8421,clgbt,clgbt,2,true,,1661.259103303635,2.797574787170843,2.6122,342.4,22.4461,171817,81663,1661.259,"[0.7104, 2.7976]","[1.0022, 3.3182]",3.318161272336553,1.000090628366923e-9,seed_only
s058,60,4.1504,clgbt,clgbt,2,true,,1661.259103303635,2.797574787170843,2.6122,340.6,22.3247,171817,81663,1661.259,"[0.7104, 2.7976]","[1.0022, 3.3182]",3.318161272336553,1.000090628366923e-9,seed_only
s058,50,3.4586,clgbt,clgbt,2,true,,1661.259103303635,2.797574787170843,2.6122,340.0,22.2849,171817,81663,1661.259,"[0.7104, 2.7976]","[1.0022, 3.3182]",3.318161272336553,1.000090628366923e-9,seed_only
s058,40,2.7669,clgbt,clgbt,2,false,no_solution,null,null,,492.7,32.2991,200000,93766,null,[],[],null,,
s058,30,2.0752,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s060,100,7.4188,clgbt,clgbt,2,true,,1038.0014660107345,5.576318951858831,1.6475,12.9,0.8479,32,24,1038.001,"[5.2788, 5.5763]","[5.2788, 5.5763]",5.576318951858831,1.0000906214280292e-9,seed_only
s060,90,6.6769,clgbt,clgbt,2,true,,1038.0014660107345,5.576318951858831,1.6475,12.9,0.8475,32,24,1038.001,"[5.2788, 5.5763]","[5.2788, 5.5763]",5.576318951858831,1.0000906214280292e-9,seed_only
s060,80,5.9351,clgbt,clgbt,2,true,,1038.0014660107345,5.576318951858831,1.6475,13.1,0.8632,32,24,1038.001,"[5.2788, 5.5763]","[5.2788, 5.5763]",5.576318951858831,1.0000906214280292e-9,seed_only
s060,70,5.1932,clgbt,clgbt,2,true,,1226.7202452927738,5.193169196516806,1.9470,74.3,4.8852,80364,38632,1226.72,"[0.5793, 5.1932]","[0.8164, 4.0405]",4.0404628341898565,1.721483194216944e-6,optimized
s060,60,4.4513,clgbt,clgbt,2,true,,1251.0049755248006,4.444322916537923,1.9855,75.0,4.9262,80364,38632,1251.005,"[0.5773, 4.4443]","[0.8164, 4.0405]",4.0404628341898565,1.060520480114513e-8,optimized
s060,50,3.7094,clgbt,clgbt,2,false,no_solution,null,null,,422.7,27.7774,200000,85286,null,[],[],null,,
s060,40,2.9675,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s060,30,2.2256,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s061,100,8.9677,clgbt,clgbt,2,true,,841.2755202123677,5.352857406515553,1.3548,12.9,0.8454,38,25,841.276,"[10.9268, 5.3529]","[10.927, 5.3528]",5.352823402438641,6.9054723955998265e-6,optimized
s061,90,8.0709,clgbt,clgbt,2,true,,841.2755239141413,5.352857482234645,1.3548,12.9,0.8438,38,25,841.276,"[10.9268, 5.3529]","[10.927, 5.3528]",5.352823402438641,6.905472392911005e-6,optimized
s061,80,7.1741,clgbt,clgbt,2,true,,841.2755311882513,5.352857632362007,1.3548,12.9,0.8467,38,25,841.276,"[10.9268, 5.3529]","[10.927, 5.3528]",5.352823402438641,6.9054723934418305e-6,optimized
s061,70,6.2774,clgbt,clgbt,2,true,,841.275552013549,5.352858072636125,1.3548,13.0,0.8489,38,25,841.276,"[10.9268, 5.3529]","[10.927, 5.3528]",5.352823402438641,6.905472393813061e-6,optimized
s061,60,5.3806,clgbt,clgbt,2,true,,841.2742978894181,5.352916603365167,1.3548,12.9,0.8478,38,25,841.274,"[10.9268, 5.3529]","[10.927, 5.3528]",5.352823402438641,4.777596509027149e-6,optimized
s061,50,4.4838,clgbt,clgbt,2,true,,931.9465338470259,4.353723013698185,1.5008,12.6,0.8245,1289,918,931.947,"[4.351, 4.3537]","[4.2972, 4.315]",4.31504962547281,4.077990899825634e-9,optimized
s061,40,3.5871,clgbt,clgbt,2,true,,1160.9381840642857,1.2814086143174275,1.8695,14.3,0.9368,4119,2552,1160.938,"[0.7, 1.2814]","[0.9514, 2.7506]",2.7505784950286256,3.410467301276365e-8,optimized
s061,30,2.6903,clgbt,clgbt,2,true,,1352.9460164002314,1.9794966298527774,2.1787,16.9,1.1065,20291,11091,1352.946,"[0.7004, 1.9795]","[0.9869, 2.1756]",2.175553628153875,1.0000906110196883e-9,seed_only
s062,100,5.2141,clgbt,clgbt,2,true,,1828.3629447404687,4.261941953032692,2.2699,15.0,0.9497,4950,3762,1828.363,"[4.2614, 4.2619]","[4.1432, 5.0338]",5.033801554250007,0.0018049411796455805,optimized
s062,90,4.6927,clgbt,clgbt,2,true,,1368.105954970756,2.947928602434864,1.6985,126.5,8.0203,96571,59016,1368.106,"[1.1744, 2.9479]","[1.6508, 3.5284]",3.528352069667577,1.00009063183637e-9,seed_only
s062,80,4.1712,clgbt,clgbt,2,true,,1368.105954970756,2.947928602434864,1.6985,129.4,8.2020,96571,59016,1368.106,"[1.1744, 2.9479]","[1.6508, 3.5284]",3.528352069667577,1.00009063183637e-9,seed_only
s062,70,3.6498,clgbt,clgbt,2,true,,1368.105954970756,2.947928602434864,1.6985,127.2,8.0634,96571,59016,1368.106,"[1.1744, 2.9479]","[1.6508, 3.5284]",3.528352069667577,1.00009063183637e-9,seed_only
s062,60,3.1284,clgbt,clgbt,2,false,no_solution,null,null,,809.6,51.3302,200000,115082,null,[],[],null,,
s062,50,2.6070,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s062,40,2.0856,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s062,30,1.5642,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s063,100,5.2198,clgbt,clgbt,2,true,,1776.128277256183,2.6742468191747055,1.7461,19.0,1.2200,22261,14054,1776.128,"[0.6114, 2.6742]","[0.8439, 3.0032]",3.0032296453668668,1.0000906214280292e-9,seed_only
s063,90,4.6978,clgbt,clgbt,2,true,,1776.128277256183,2.6742468191747055,1.7461,18.8,1.2090,22261,14054,1776.128,"[0.6114, 2.6742]","[0.8439, 3.0032]",3.0032296453668668,1.0000906214280292e-9,seed_only
s063,80,4.1758,clgbt,clgbt,2,true,,1776.128277256183,2.6742468191747055,1.7461,18.6,1.1973,22261,14054,1776.128,"[0.6114, 2.6742]","[0.8439, 3.0032]",3.0032296453668668,1.0000906214280292e-9,seed_only
s063,70,3.6539,clgbt,clgbt,2,true,,1776.128277256183,2.6742468191747055,1.7461,18.8,1.2119,22261,14054,1776.128,"[0.6114, 2.6742]","[0.8439, 3.0032]",3.0032296453668668,1.0000906214280292e-9,seed_only
s063,60,3.1319,clgbt,clgbt,2,true,,1776.128277256183,2.6742468191747055,1.7461,18.6,1.1983,22261,14054,1776.128,"[0.6114, 2.6742]","[0.8439, 3.0032]",3.0032296453668668,1.0000906214280292e-9,seed_only
s063,50,2.6099,clgbt,clgbt,2,false,no_solution,null,null,,716.7,46.1417,200000,111202,null,[],[],null,,
s063,40,2.0879,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s063,30,1.5659,clgbt,clgbt,2,false,not_run_after_fail,,,,0.0,,,,,,,,,
s064,100,10.1594,clgbt,clgbt,2,true,,1058.8443121074251,9.541971437142838,1.3155,14.4,0.9433,3170,2514,1058.844,"[9.1409, 9.542]","[9.0548, 9.7493]",9.749270883187316,0.009025998599349924,optimized
s064,90,9.1435,clgbt,clgbt,2,true,,1066.0241895185363,9.143452677225191,1.3244,13.5,0.8803,5985,4583,1066.024,"[8.9745, 9.1435]","[8.9666, 9.043]",9.042995478800314,4.877480819232005e-8,optimized
s064,80,8.1275,clgbt,clgbt,2,true,,1725.6147479572435,5.910169179478233,2.1438,26.6,1.7354,33445,22530,1725.615,"[5.7783, 5.9102]","[5.7835, 5.9152]",5.915220623505469,1.000090628366923e-9,seed_only
