arc_dist,agent,landmark_id,quality,xa,ya,xl,yl
450.70240009751035,2,3,1.9542901645605986e-5,400.834534569503,83.82621431687456,550.0,300.0
596.7541728413111,2,3,0.00043491257532230913,546.8862749281346,83.92347593138192,550.0,300.0
696.5431877423161,2,3,0.00011231005401242053,646.6747293511306,84.25792889170175,550.0,300.0
794.9168724426527,2,3,3.8628616485840204e-6,744.914297819842,89.39300713868188,550.0,300.0
1070.4987939966084,1,2,5.117062623766947e-6,1006.550001286674,-176.20780307245298,1250.0,-320.0
1145.429195766676,1,2,4.449977395678292e-5,1073.4883967150788,-142.53561385205504,1250.0,-320.0
1222.8369874358264,1,2,0.0014232423728018642,1150.6762612445964,-148.36654692210553,1250.0,-320.0
1312.4487184719599,1,2,0.3574288427176527,1198.3622520268227,-224.2368877834049,1250.0,-320.0
1421.8793928989428,1,2,0.99793488504909,1256.594678267588,-316.88707418180434,1250.0,-320.0
1544.3766305863319,1,2,0.1250981223122348,1379.0767008617422,-314.95643120968845,1250.0,-320.0
1667.0296944000768,1,2,4.023446387310971e-5,1501.71453103707,-313.02338367120234,1250.0,-320.0
2261.6280445279417,1,1,5.1934436888762656e-5,2052.3675552839754,-170.21160764640888,2250.0,-320.0
2324.1825496320944,1,1,9.13363090643837e-5,2101.783090503446,-131.85576079356665,2250.0,-320.0
2415.551206897336,1,1,9.922764004601194e-6,2160.8673092498384,-62.16152411949339,2250.0,-320.0
