arc_dist,agent_a,agent_b,weight,xa,ya,xb,yb
0.0,1,2,1.0,0.0,0.0,0.0,0.0
100.0,1,2,0.9999999999999942,86.80055487067195,49.61750493667672,94.3239241976545,33.20921584584074
200.0,1,2,0.9999999999991027,177.85451367426305,89.60063136790053,190.17260792566276,61.532928869107025
300.0,1,2,0.9999999999999978,275.96608865935514,76.85772173668262,289.10954283038797,68.32220228390433
400.0,1,2,0.9999999999999936,365.8886750805982,33.65170645276956,383.8201495773894,37.40935873310119
500.0,1,2,0.9999999999991567,443.9541826651802,-28.58591830825812,470.13820777567116,-12.951305853460603
600.0,1,2,0.9999999990418633,516.4015927739215,-97.47812104594955,553.9714670764332,-67.46704976781187
700.0,1,2,0.9999880926124417,587.2735912659941,-167.9913307730958,639.6044360769077,-119.0444205268994
800.0,1,2,0.949796321939398,671.1227745857233,-221.0887247359089,733.318883190801,-152.418550773531
900.0,1,2,0.6159880835774385,768.9593942231447,-217.71664701740175,829.776039674222,-139.82920072614544
