arc_dist,agent,landmark_id,quality,xa,ya,xl,yl
515.4397296645902,1,3,3.806429977233729e-5,446.9979941745394,-89.60505920908767,650.0,-240.0
603.3565265125669,1,3,0.010199316153594859,503.0007566099423,-157.37713138939094,650.0,-240.0
699.2233682134228,1,3,0.757208877775965,597.0006357778889,-176.20461274267885,650.0,-240.0
799.3750787080185,1,3,0.7987061518187157,697.1523461996535,-176.20843220717364,650.0,-240.0
918.4738268872038,1,2,1.4878629276231154e-5,814.9194404308316,-193.9685936420766,1050.0,-320.0
918.4738268872038,1,3,0.00859281185065402,814.9194404308316,-193.9685936420766,650.0,-240.0
975.9939133680265,1,2,0.0004944020825139434,872.0261767058662,-200.8519809459384,1050.0,-320.0
975.9939133680265,1,3,0.000233194261296256,872.0261767058662,-200.8519809459384,650.0,-240.0
1106.1871324269916,1,2,0.6863789471878144,967.0637304204168,-289.83589900358277,1050.0,-320.0
1220.2255813607262,1,1,8.49220130976122e-6,1081.0932979121428,-291.25912521957497,1350.0,-233.0
1220.2255813607262,1,2,0.9790383782640116,1081.0932979121428,-291.25912521957497,1050.0,-320.0
1322.0830599563033,1,1,0.005959335930545448,1182.9495233335772,-290.7538641520195,1350.0,-233.0
1322.0830599563033,1,2,0.08252281733406314,1182.9495233335772,-290.7538641520195,1050.0,-320.0
1423.8926571430459,1,1,0.7157658720357619,1284.7479279609051,-289.2442633247829,1350.0,-233.0
1423.8926571430459,1,2,0.0001097780512413237,1284.7479279609051,-289.2442633247829,1050.0,-320.0
1456.7951214930645,1,1,0.9083785204307006,1317.6404787106371,-290.0518928689121,1350.0,-233.0
1456.7951214930645,1,2,1.2529807117350202e-5,1317.6404787106371,-290.0518928689121,1050.0,-320.0
