agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,66.94912063783576,23.310845186983503
1,3,130.9383420757538,42.98453822384077
1,4,197.7377758324206,47.41868806442177
1,5,298.005465281319,60.68537187360108
1,6,399.7247524554348,74.30189725613918
1,7,508.5999125106413,84.26666082160554
1,8,615.4640479842914,96.41993916313153
1,9,717.1091226587888,104.0225488209717
1,10,805.9883953923721,111.28721623485038
1,11,917.570196077791,119.92877278666735
1,12,1024.212305896508,127.10565759964186
1,13,1086.8748821204156,133.35614098274422
1,14,1237.3598261159311,143.68995282349397
1,15,1328.3098715486835,150.70278180210116
1,16,1450.1944802633052,158.61421137376632
1,17,1553.0977215126711,164.77660611407168
1,18,1651.5004009836412,170.40171480378774
1,19,1700.0,173.205
