arc_dist,agent_a,agent_b,weight,xa,ya,xb,yb
0.0,1,2,0.999999694097773,0.0,0.0,0.0,0.0
100.0,1,2,0.9999976647881679,97.8371343788731,-6.936700054540505,92.25472505253552,33.33006886321478
200.0,1,2,0.9992361711775972,135.3508278299648,-90.6445968429103,189.38261994542466,56.20238185497487
300.0,1,2,0.9986835760626473,235.3444573363999,-89.59728562431273,288.16942884929136,69.21742289555846
400.0,1,2,0.9977970538050226,335.3444573331488,-89.59807768410491,387.5381387128928,80.24817214354067
500.0,1,2,0.9966894085334502,435.34445733215205,-89.59852417976246,487.11919282212,88.89795872455979
600.0,1,2,0.8532207873731403,499.86374916793665,-160.3789755957757,587.0378628284658,89.6585672608364
700.0,1,2,0.5971420459496625,597.0458227587344,-176.1987497637585,685.873312268287,102.09746739089276
800.0,1,2,0.43553795717106747,697.0172616092294,-176.62174932002895,784.7559807707049,115.67998556758542
900.0,1,2,0.17801093222356273,796.0958837576051,-190.1652582146765,883.5825561105212,128.646415746191
1000.0,1,2,0.03436419705746198,889.6200390280834,-214.3349567085191,982.5604592612658,140.407604890198
1100.0,1,2,0.0006041487259365597,962.203136967699,-283.1222658104758,1082.1461895476132,148.7531459264771
1200.0,1,2,0.0002954192827274397,1060.2474197949036,-288.3982026955247,1181.6938925235622,157.90961195528203
1300.0,1,2,0.00021292741106289457,1160.24692758925,-288.2345168059031,1281.4469850757346,164.92449511520266
1400.0,1,2,0.00015697407681918555,1260.2446913652293,-287.5893531804281,1381.1997570967726,171.94420542645082
