agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,66.16230113455707,23.663936119382235
1,3,113.43297866289313,41.85490551898249
1,4,200.47661723823225,49.311220091853826
1,5,302.54969442155533,65.11131551580134
1,6,425.72174897827733,80.20164184333773
1,7,539.1632911702605,93.130730941884
1,8,643.7659697007796,104.26274697004553
1,9,766.0187714896531,117.04855685895842
1,10,839.9027745059209,124.58741578604675
1,11,933.4165419334571,134.3307649805891
1,12,1043.1050840016171,143.26409524223354
1,13,1143.9370159025593,152.31702886878355
1,14,1250.1657729685187,160.95011526804572
1,15,1352.0524119459456,169.31073025120142
1,16,1400.0,173.20508075688772
