method,scenario_id,pct,threshold,success,fail_reason,primary_length,primary_unc,length_ratio,wall_s
hexspline_cl,s001,100,16.2057,true,,2389.292612631979,10.222032885640886,1.0071,54.2
hexspline_cl,s001,90,14.5851,true,,2388.890700948358,10.19741417712149,1.0069,54.6
hexspline_cl,s001,80,12.9646,true,,2389.497447079052,10.180383876032675,1.0071,54.1
hexspline_cl,s001,70,11.3440,true,,2390.260128943345,10.086601848352245,1.0075,54.2
hexspline_cl,s001,60,9.7234,true,,2421.3011134453254,8.788703761199221,1.0205,39.6
hexspline_cl,s001,50,8.1029,true,,2416.775389076334,8.056327022473551,1.0186,47.4
hexspline_cl,s001,40,6.4823,true,,2412.955519409788,6.482280292075662,1.0170,52.1
hexspline_cl,s001,30,4.8617,true,,2590.5622781529482,3.217120661135733,1.0919,45.1
