agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,71.23847028879524,23.640561939790846
1,3,141.86738618826294,42.245515098619535
1,4,214.5221360808347,57.23590048206069
1,5,300.4409874779535,73.41540913963284
1,6,428.9139948934027,104.6282964629403
1,7,518.8625402296421,109.80237994400156
1,8,602.0869385180688,117.01047695768884
1,9,712.2690758441563,119.05019633808841
1,10,811.7950734861106,121.99933849342756
1,11,921.7559077146282,126.11062939028238
1,12,1030.2519943704253,127.35941398661755
1,13,1126.1072161182171,141.15707972839346
1,14,1232.1672062873508,145.8927984342374
1,15,1333.7219503291742,154.0766553886614
1,16,1451.5819260258315,160.84757788167886
1,17,1554.543345979151,166.44264656483824
1,18,1655.1650560257285,171.0760185954884
1,19,1700.0,173.20508075688772
