agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,58.16149675568288,-58.11437813908289
1,3,139.78343795617715,-149.33149746301672
1,4,251.74894750325598,-184.14892662483538
1,5,369.22523320877383,-209.5992440464964
1,6,444.18928877121175,-204.67275244861645
1,7,438.2980908077493,-204.88570350666774
1,8,557.8967534233898,-196.76360618974243
1,9,687.276458091393,-145.12678751672078
1,10,789.8572334221265,-58.048782335664974
1,11,830.0087273318471,-23.90272617206145
1,12,901.1423951244755,36.48348251830992
1,13,953.3322778384993,59.31504509034568
2,1,0.0,0.0
2,2,99.87962271557825,72.00981004849082
2,3,172.30962899856092,135.04589321763504
2,4,269.4319549297037,140.57782191253258
2,5,402.71080460308985,165.63354848183664
2,6,472.7324081180677,168.84861535138717
2,7,494.30884394489544,169.23091864076187
2,8,560.6658408643757,168.0401292591565
2,9,737.3890585501842,145.24899691528935
2,10,804.2117909372532,134.76099771152946
2,11,886.1038162289689,120.44439938432623
2,12,982.2372500401414,100.47280865260937
2,13,1050.0,86.60254037844386
