arc_dist,agent,landmark_id,quality,xa,ya,xl,yl
473.5132873663169,2,3,4.529843753229741e-5,424.6502060886287,83.65796609434668,550.0,300.0
595.8471009593613,2,3,0.000427953782796696,546.9840176948316,83.68001412876009,550.0,300.0
660.302041043037,2,3,0.0004337013789465939,610.819775736489,92.5926622446228,550.0,300.0
770.0232327949893,2,3,1.751445010073052e-5,720.4082114633007,97.98846379945657,550.0,300.0
1124.0112540161138,1,2,2.949204135878173e-6,996.9972454533435,-176.2078440702967,1250.0,-320.0
1233.9429526612514,1,2,0.0044575159034992975,1093.8680059781675,-228.1793181916602,1250.0,-320.0
1309.9103170006347,1,2,0.4112025110423397,1161.4825757599028,-262.8103793637272,1250.0,-320.0
1440.7923542367214,1,2,0.8723485742570487,1292.3646129959895,-262.81038244536785,1250.0,-320.0
1511.4253836999164,1,2,0.14475114366249903,1362.9976424591846,-262.8103793283749,1250.0,-320.0
1599.4083296341255,1,1,1.3238412389117139e-6,1446.99724715954,-236.63662939746175,1750.0,-233.0
1599.4083296341255,1,2,0.0005032193161026704,1446.99724715954,-236.63662939746175,1250.0,-320.0
1715.9455998721307,1,1,0.0006052768330353593,1546.6431041778803,-176.20784045041836,1750.0,-233.0
1824.8507089619832,1,1,0.3360959470203875,1655.5482132677328,-176.20783737238534,1750.0,-233.0
1866.29972822843,1,1,0.8157481274877765,1696.997232534179,-176.20782981289034,1750.0,-233.0
