agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,97.92039453571269,-2.0796128359876973
1,3,147.92039145055003,-88.6821458244529
1,4,247.67420021913958,-88.68214745534256
1,5,347.63799511072665,-88.68215179031756
1,6,447.92038791689964,-88.68215575311774
1,7,497.920405413817,-175.28468072056785
1,8,597.9203882376045,-175.28469719802928
1,9,647.9203985781354,-261.8872238893319
1,10,752.4497644547963,-261.88723329537055
1,11,847.6394429737335,-261.8872368857825
1,12,952.3030407800967,-261.88723820702876
1,13,1052.3692256539648,-261.8872382124533
1,14,1152.360622296748,-261.8872377224303
1,15,1252.360389747441,-261.88723582463894
1,16,1352.3523884824044,-261.88723422489886
1,17,1447.9204824159492,-261.8872306082692
1,18,1547.9205878657344,-261.887230814523
1,19,1647.9203930835788,-261.88722686723156
1,20,1697.9203908805514,-175.2846844439211
1,21,1647.9204053149883,-88.68254290113782
2,1,0.0,0.0
2,2,47.92043921972333,84.51866208474851
2,3,155.1176437288994,84.52071209910915
2,4,248.19468266136528,84.5226665206061
2,5,347.64403417892083,84.52296283573068
2,6,447.9184635614758,84.52303709577536
2,7,547.9203714173254,84.52312661108043
2,8,647.6482605591948,88.38269790082431
2,9,752.1496166353073,92.92412593039882
2,10,851.7044262774851,92.52155113003252
2,11,937.8229173308412,104.04588418351737
2,12,1041.592579912127,84.52300307298705
2,13,1097.9204167368853,159.58370025137398
2,14,1206.5181202226165,147.0071496141975
2,15,1300.161799693361,147.95925671721415
2,16,1397.8580566442956,156.1415129860937
2,17,1451.6362244935272,84.52292569483895
2,18,1497.920858122317,-2.079344338937887
2,19,1590.8265023518304,-2.0736708946936444
2,20,1640.6949766756957,112.36753763766617
2,21,1700.0,173.205
