method,pct,agent,i,x,y
hexspline_cl,70,1,180,1438.457272,-243.131119
hexspline_cl,70,1,181,1445.833333,-238.156986
hexspline_cl,70,1,182,1453.055073,-232.280743
hexspline_cl,70,1,183,1460.204475,-225.427214
hexspline_cl,70,1,184,1467.382812,-217.521224
hexspline_cl,70,1,185,1474.691358,-208.487597
hexspline_cl,70,1,186,1482.231385,-198.251157
hexspline_cl,70,1,187,1490.104167,-186.736728
hexspline_cl,70,1,188,1498.410976,-173.869134
hexspline_cl,70,1,189,1507.253086,-159.573199
hexspline_cl,70,1,190,1516.731771,-143.773749
hexspline_cl,70,1,191,1526.948302,-126.395606
hexspline_cl,70,1,192,1538.003954,-107.363595
hexspline_cl,70,1,193,1550.000000,-86.602540
hexspline_cl,70,2,1,0.000000,0.000000
hexspline_cl,70,2,2,12.495177,19.896533
hexspline_cl,70,2,3,24.961420,36.485330
hexspline_cl,70,2,4,37.369792,50.067094
hexspline_cl,70,2,5,49.691358,60.942528
hexspline_cl,70,2,6,61.897184,69.412337
hexspline_cl,70,2,7,73.958333,75.777223
hexspline_cl,70,2,8,85.845872,80.337889
hexspline_cl,70,2,9,97.530864,83.395039
hexspline_cl,70,2,10,108.984375,85.249376
hexspline_cl,70,2,11,120.177469,86.201603
hexspline_cl,70,2,12,131.081211,86.552423
hexspline_cl,70,2,13,141.666667,86.602540
hexspline_cl,70,2,14,151.914545,86.602540
hexspline_cl,70,2,15,161.844136,86.602540
hexspline_cl,70,2,16,171.484375,86.602540
hexspline_cl,70,2,17,180.864198,86.602540
hexspline_cl,70,2,18,190.012539,86.602540
hexspline_cl,70,2,19,198.958333,86.602540
hexspline_cl,70,2,20,207.730517,86.602540
hexspline_cl,70,2,21,216.358025,86.602540
hexspline_cl,70,2,22,224.869792,86.602540
hexspline_cl,70,2,23,233.294753,86.602540
hexspline_cl,70,2,24,241.661844,86.602540
hexspline_cl,70,2,25,250.000000,86.602540
hexspline_cl,70,2,26,258.333333,86.602540
hexspline_cl,70,2,27,266.666667,86.602540
hexspline_cl,70,2,28,275.000000,86.602540
hexspline_cl,70,2,29,283.333333,86.602540
hexspline_cl,70,2,30,291.666667,86.602540
hexspline_cl,70,2,31,300.000000,86.602540
hexspline_cl,70,2,32,308.333333,86.602540
hexspline_cl,70,2,33,316.666667,86.602540
hexspline_cl,70,2,34,325.000000,86.602540
hexspline_cl,70,2,35,333.333333,86.602540
hexspline_cl,70,2,36,341.666667,86.602540
hexspline_cl,70,2,37,350.000000,86.602540
hexspline_cl,70,2,38,358.333333,86.602540
hexspline_cl,70,2,39,366.666667,86.602540
hexspline_cl,70,2,40,375.000000,86.602540
hexspline_cl,70,2,41,383.333333,86.602540
hexspline_cl,70,2,42,391.666667,86.602540
hexspline_cl,70,2,43,400.000000,86.602540
hexspline_cl,70,2,44,408.333333,86.602540
hexspline_cl,70,2,45,416.666667,86.602540
hexspline_cl,70,2,46,425.000000,86.602540
hexspline_cl,70,2,47,433.333333,86.602540
hexspline_cl,70,2,48,441.666667,86.602540
hexspline_cl,70,2,49,450.000000,86.602540
hexspline_cl,70,2,50,458.333333,86.602540
hexspline_cl,70,2,51,466.666667,86.602540
hexspline_cl,70,2,52,475.000000,86.602540
hexspline_cl,70,2,53,483.333333,86.602540
hexspline_cl,70,2,54,491.666667,86.602540
hexspline_cl,70,2,55,500.000000,86.602540
hexspline_cl,70,2,56,508.333333,86.602540
hexspline_cl,70,2,57,516.666667,86.602540
hexspline_cl,70,2,58,525.000000,86.602540
hexspline_cl,70,2,59,533.333333,86.602540
hexspline_cl,70,2,60,541.666667,86.602540
hexspline_cl,70,2,61,550.000000,86.602540
hexspline_cl,70,2,62,558.333333,86.602540
hexspline_cl,70,2,63,566.666667,86.602540
hexspline_cl,70,2,64,575.000000,86.602540
hexspline_cl,70,2,65,583.333333,86.602540
hexspline_cl,70,2,66,591.666667,86.602540
hexspline_cl,70,2,67,600.000000,86.602540
hexspline_cl,70,2,68,608.333333,86.602540
hexspline_cl,70,2,69,616.666667,86.602540
hexspline_cl,70,2,70,625.000000,86.602540
hexspline_cl,70,2,71,633.333333,86.602540
hexspline_cl,70,2,72,641.666667,86.602540
hexspline_cl,70,2,73,650.000000,86.602540
hexspline_cl,70,2,74,658.333333,86.602540
hexspline_cl,70,2,75,666.666667,86.602540
hexspline_cl,70,2,76,675.000000,86.602540
hexspline_cl,70,2,77,683.333333,86.602540
hexspline_cl,70,2,78,691.666667,86.602540
hexspline_cl,70,2,79,700.000000,86.602540
hexspline_cl,70,2,80,708.333333,86.602540
hexspline_cl,70,2,81,716.666667,86.602540
hexspline_cl,70,2,82,725.000000,86.602540
hexspline_cl,70,2,83,733.333333,86.602540
hexspline_cl,70,2,84,741.666667,86.602540
hexspline_cl,70,2,85,750.000000,86.602540
hexspline_cl,70,2,86,758.333333,86.602540
hexspline_cl,70,2,87,766.666667,86.602540
hexspline_cl,70,2,88,775.000000,86.602540
hexspline_cl,70,2,89,783.333333,86.602540
hexspline_cl,70,2,90,791.666667,86.602540
hexspline_cl,70,2,91,800.000000,86.602540
hexspline_cl,70,2,92,808.333333,86.602540
hexspline_cl,70,2,93,816.666667,86.602540
hexspline_cl,70,2,94,825.000000,86.602540
hexspline_cl,70,2,95,833.333333,86.602540
hexspline_cl,70,2,96,841.666667,86.602540
hexspline_cl,70,2,97,850.000000,86.602540
hexspline_cl,70,2,98,858.333333,86.602540
hexspline_cl,70,2,99,866.666667,86.602540
hexspline_cl,70,2,100,875.000000,86.602540
hexspline_cl,70,2,101,883.333333,86.602540
hexspline_cl,70,2,102,891.666667,86.602540
hexspline_cl,70,2,103,900.000000,86.602540
hexspline_cl,70,2,104,908.333333,86.602540
hexspline_cl,70,2,105,916.666667,86.602540
hexspline_cl,70,2,106,925.000000,86.602540
hexspline_cl,70,2,107,933.333333,86.602540
hexspline_cl,70,2,108,941.666667,86.602540
hexspline_cl,70,2,109,950.000000,86.602540
hexspline_cl,70,2,110,958.328511,86.610893
hexspline_cl,70,2,111,966.628086,86.669363
hexspline_cl,70,2,112,974.869792,86.828068
hexspline_cl,70,2,113,983.024691,87.137124
hexspline_cl,70,2,114,991.063850,87.646649
hexspline_cl,70,2,115,998.958333,88.406760
hexspline_cl,70,2,116,1006.679205,89.467574
hexspline_cl,70,2,117,1014.197531,90.879209
hexspline_cl,70,2,118,1021.484375,92.691781
hexspline_cl,70,2,119,1028.510802,94.955409
hexspline_cl,70,2,120,1035.247878,97.720208
hexspline_cl,70,2,121,1041.666667,101.036297
hexspline_cl,70,2,122,1047.752701,104.928734
hexspline_cl,70,2,123,1053.549383,109.322343
hexspline_cl,70,2,124,1059.114583,114.116889
hexspline_cl,70,2,125,1064.506173,119.212139
hexspline_cl,70,2,126,1069.782022,124.507858
hexspline_cl,70,2,127,1075.000000,129.903811
hexspline_cl,70,2,128,1080.217978,135.299764
hexspline_cl,70,2,129,1085.493827,140.595482
hexspline_cl,70,2,130,1090.885417,145.690732
hexspline_cl,70,2,131,1096.450617,150.485278
hexspline_cl,70,2,132,1102.247299,154.878887
hexspline_cl,70,2,133,1108.333333,158.771324
hexspline_cl,70,2,134,1114.752122,162.087413
hexspline_cl,70,2,135,1121.489198,164.852212
hexspline_cl,70,2,136,1128.515625,167.115840
hexspline_cl,70,2,137,1135.802469,168.928412
hexspline_cl,70,2,138,1143.320795,170.340047
hexspline_cl,70,2,139,1151.041667,171.400861
hexspline_cl,70,2,140,1158.936150,172.160972
hexspline_cl,70,2,141,1166.975309,172.670497
hexspline_cl,70,2,142,1175.130208,172.979553
hexspline_cl,70,2,143,1183.371914,173.138258
hexspline_cl,70,2,144,1191.671489,173.196728
hexspline_cl,70,2,145,1200.000000,173.205081
hexspline_cl,70,2,146,1208.333333,173.205081
hexspline_cl,70,2,147,1216.666667,173.205081
hexspline_cl,70,2,148,1225.000000,173.205081
hexspline_cl,70,2,149,1233.333333,173.205081
hexspline_cl,70,2,150,1241.666667,173.205081
hexspline_cl,70,2,151,1250.000000,173.205081
hexspline_cl,70,2,152,1258.333333,173.205081
hexspline_cl,70,2,153,1266.666667,173.205081
hexspline_cl,70,2,154,1275.000000,173.205081
hexspline_cl,70,2,155,1283.333333,173.205081
hexspline_cl,70,2,156,1291.666667,173.205081
hexspline_cl,70,2,157,1300.000000,173.205081
hexspline_cl,70,2,158,1308.333333,173.205081
hexspline_cl,70,2,159,1316.666667,173.205081
hexspline_cl,70,2,160,1325.000000,173.205081
hexspline_cl,70,2,161,1333.333333,173.205081
hexspline_cl,70,2,162,1341.666667,173.205081
hexspline_cl,70,2,163,1350.000000,173.205081
hexspline_cl,70,2,164,1358.333333,173.205081
hexspline_cl,70,2,165,1366.666667,173.205081
hexspline_cl,70,2,166,1375.000000,173.205081
hexspline_cl,70,2,167,1383.333333,173.205081
hexspline_cl,70,2,168,1391.666667,173.205081
hexspline_cl,70,2,169,1400.000000,173.205081
hexspline_cl,70,2,170,1408.338156,173.205081
hexspline_cl,70,2,171,1416.705247,173.205081
hexspline_cl,70,2,172,1425.130208,173.205081
hexspline_cl,70,2,173,1433.641975,173.205081
hexspline_cl,70,2,174,1442.269483,173.205081
hexspline_cl,70,2,175,1451.041667,173.205081
hexspline_cl,70,2,176,1459.987461,173.205081
hexspline_cl,70,2,177,1469.135802,173.205081
hexspline_cl,70,2,178,1478.515625,173.205081
hexspline_cl,70,2,179,1488.155864,173.205081
hexspline_cl,70,2,180,1498.085455,173.205081
hexspline_cl,70,2,181,1508.333333,173.205081
hexspline_cl,70,2,182,1518.947724,173.205081
hexspline_cl,70,2,183,1530.054012,173.205080
hexspline_cl,70,2,184,1541.796875,173.205079
hexspline_cl,70,2,185,1554.320988,173.205078
hexspline_cl,70,2,186,1567.771026,173.205075
hexspline_cl,70,2,187,1582.291667,173.205071
hexspline_cl,70,2,188,1598.027585,173.205065
hexspline_cl,70,2,189,1615.123457,173.205057
hexspline_cl,70,2,190,1633.723958,173.205047
hexspline_cl,70,2,191,1653.973765,173.205034
hexspline_cl,70,2,192,1676.017554,173.205019
hexspline_cl,70,2,193,1700.000000,173.205000
hexspline_cl,50,1,1,0.000000,0.000000
hexspline_cl,50,1,2,23.483314,-0.864522
hexspline_cl,50,1,3,44.116512,-3.307736
hexspline_cl,50,1,4,62.174479,-7.104115
hexspline_cl,50,1,5,77.932099,-12.028131
hexspline_cl,50,1,6,91.664255,-17.854256
hexspline_cl,50,1,7,103.645833,-24.356964
hexspline_cl,50,1,8,114.151717,-31.310727
hexspline_cl,50,1,9,123.456790,-38.490018
hexspline_cl,50,1,10,131.835938,-45.669308
hexspline_cl,50,1,11,139.564043,-52.623071
hexspline_cl,50,1,12,146.915992,-59.125780
hexspline_cl,50,1,13,154.166667,-64.951905
hexspline_cl,50,1,14,161.542728,-69.926038
hexspline_cl,50,1,15,169.077932,-74.073238
hexspline_cl,50,1,16,176.757813,-77.468679
hexspline_cl,50,1,17,184.567901,-80.187537
hexspline_cl,50,1,18,192.493731,-82.304990
hexspline_cl,50,1,19,200.520833,-83.896211
hexspline_cl,50,1,20,208.634742,-85.036378
hexspline_cl,50,1,21,216.820988,-85.800665
hexspline_cl,50,1,22,225.065104,-86.264249
hexspline_cl,50,1,23,233.352623,-86.502306
hexspline_cl,50,1,24,241.669078,-86.590011
hexspline_cl,50,1,25,250.000000,-86.602540
hexspline_cl,50,1,26,258.333333,-86.602540
hexspline_cl,50,1,27,266.666667,-86.602540
hexspline_cl,50,1,28,275.000000,-86.602540
hexspline_cl,50,1,29,283.333333,-86.602540
hexspline_cl,50,1,30,291.666667,-86.602540
hexspline_cl,50,1,31,300.000000,-86.602540
hexspline_cl,50,1,32,308.333333,-86.602540
hexspline_cl,50,1,33,316.666667,-86.602540
hexspline_cl,50,1,34,325.000000,-86.602540
hexspline_cl,50,1,35,333.333333,-86.602540
hexspline_cl,50,1,36,341.666667,-86.602540
hexspline_cl,50,1,37,350.000000,-86.602540
hexspline_cl,50,1,38,358.333333,-86.602540
hexspline_cl,50,1,39,366.666667,-86.602540
hexspline_cl,50,1,40,375.000000,-86.602540
hexspline_cl,50,1,41,383.333333,-86.602540
hexspline_cl,50,1,42,391.666667,-86.602540
hexspline_cl,50,1,43,400.000000,-86.602540
hexspline_cl,50,1,44,408.333333,-86.602540
hexspline_cl,50,1,45,416.666667,-86.602540
hexspline_cl,50,1,46,425.000000,-86.602540
hexspline_cl,50,1,47,433.333333,-86.602540
hexspline_cl,50,1,48,441.666667,-86.602540
hexspline_cl,50,1,49,450.000000,-86.602540
hexspline_cl,50,1,50,458.333333,-86.602540
hexspline_cl,50,1,51,466.666667,-86.602540
hexspline_cl,50,1,52,475.000000,-86.602540
hexspline_cl,50,1,53,483.333333,-86.602540
hexspline_cl,50,1,54,491.666667,-86.602540
hexspline_cl,50,1,55,500.000000,-86.602540
hexspline_cl,50,1,56,508.333333,-86.602540
hexspline_cl,50,1,57,516.666667,-86.602540
hexspline_cl,50,1,58,525.000000,-86.602540
hexspline_cl,50,1,59,533.333333,-86.602540
hexspline_cl,50,1,60,541.666667,-86.602540
hexspline_cl,50,1,61,550.000000,-86.602540
hexspline_cl,50,1,62,558.328511,-86.610893
hexspline_cl,50,1,63,566.628086,-86.669363
hexspline_cl,50,1,64,574.869792,-86.828068
hexspline_cl,50,1,65,583.024691,-87.137124
hexspline_cl,50,1,66,591.063850,-87.646649
hexspline_cl,50,1,67,598.958333,-88.406760
hexspline_cl,50,1,68,606.679205,-89.467574
hexspline_cl,50,1,69,614.197531,-90.879209
hexspline_cl,50,1,70,621.484375,-92.691781
hexspline_cl,50,1,71,628.510802,-94.955409
hexspline_cl,50,1,72,635.247878,-97.720208
hexspline_cl,50,1,73,641.666667,-101.036297
hexspline_cl,50,1,74,647.752701,-104.928734
hexspline_cl,50,1,75,653.549383,-109.322343
hexspline_cl,50,1,76,659.114583,-114.116889
hexspline_cl,50,1,77,664.506173,-119.212139
hexspline_cl,50,1,78,669.782022,-124.507858
hexspline_cl,50,1,79,675.000000,-129.903811
hexspline_cl,50,1,80,680.217978,-135.299764
hexspline_cl,50,1,81,685.493827,-140.595482
hexspline_cl,50,1,82,690.885417,-145.690732
hexspline_cl,50,1,83,696.450617,-150.485278
hexspline_cl,50,1,84,702.247299,-154.878887
hexspline_cl,50,1,85,708.333333,-158.771324
hexspline_cl,50,1,86,714.752122,-162.087413
hexspline_cl,50,1,87,721.489198,-164.852212
hexspline_cl,50,1,88,728.515625,-167.115840
hexspline_cl,50,1,89,735.802469,-168.928412
hexspline_cl,50,1,90,743.320795,-170.340047
hexspline_cl,50,1,91,751.041667,-171.400861
hexspline_cl,50,1,92,758.936150,-172.160972
hexspline_cl,50,1,93,766.975309,-172.670497
hexspline_cl,50,1,94,775.130208,-172.979553
hexspline_cl,50,1,95,783.371914,-173.138258
hexspline_cl,50,1,96,791.671489,-173.196728
hexspline_cl,50,1,97,800.000000,-173.205081
hexspline_cl,50,1,98,808.333333,-173.205081
hexspline_cl,50,1,99,816.666667,-173.205081
hexspline_cl,50,1,100,825.000000,-173.205081
hexspline_cl,50,1,101,833.333333,-173.205081
hexspline_cl,50,1,102,841.666667,-173.205081
hexspline_cl,50,1,103,850.000000,-173.205081
hexspline_cl,50,1,104,858.333333,-173.205081
hexspline_cl,50,1,105,866.666667,-173.205081
hexspline_cl,50,1,106,875.000000,-173.205081
hexspline_cl,50,1,107,883.333333,-173.205081
hexspline_cl,50,1,108,891.666667,-173.205081
hexspline_cl,50,1,109,900.000000,-173.205081
hexspline_cl,50,1,110,908.328511,-173.213434
hexspline_cl,50,1,111,916.628086,-173.271904
hexspline_cl,50,1,112,924.869792,-173.430608
hexspline_cl,50,1,113,933.024691,-173.739664
hexspline_cl,50,1,114,941.063850,-174.249189
hexspline_cl,50,1,115,948.958333,-175.009300
hexspline_cl,50,1,116,956.679205,-176.070115
hexspline_cl,50,1,117,964.197531,-177.481749
hexspline_cl,50,1,118,971.484375,-179.294322
hexspline_cl,50,1,119,978.510802,-181.557949
hexspline_cl,50,1,120,985.247878,-184.322749
hexspline_cl,50,1,121,991.666667,-187.638837
hexspline_cl,50,1,122,997.752701,-191.531274
hexspline_cl,50,1,123,1003.549383,-195.924883
hexspline_cl,50,1,124,1009.114583,-200.719430
hexspline_cl,50,1,125,1014.506173,-205.814679
hexspline_cl,50,1,126,1019.782022,-211.110398
hexspline_cl,50,1,127,1025.000000,-216.506351
hexspline_cl,50,1,128,1030.217978,-221.902304
hexspline_cl,50,1,129,1035.493827,-227.198023
hexspline_cl,50,1,130,1040.885417,-232.293272
hexspline_cl,50,1,131,1046.450617,-237.087819
hexspline_cl,50,1,132,1052.247299,-241.481428
hexspline_cl,50,1,133,1058.333333,-245.373864
hexspline_cl,50,1,134,1064.752122,-248.689953
hexspline_cl,50,1,135,1071.489198,-251.454753
hexspline_cl,50,1,136,1078.515625,-253.718380
hexspline_cl,50,1,137,1085.802469,-255.530952
hexspline_cl,50,1,138,1093.320795,-256.942587
hexspline_cl,50,1,139,1101.041667,-258.003402
hexspline_cl,50,1,140,1108.936150,-258.763513
hexspline_cl,50,1,141,1116.975309,-259.273038
hexspline_cl,50,1,142,1125.130208,-259.582094
hexspline_cl,50,1,143,1133.371914,-259.740798
hexspline_cl,50,1,144,1141.671489,-259.799268
hexspline_cl,50,1,145,1150.000000,-259.807621
hexspline_cl,50,1,146,1158.333333,-259.807621
hexspline_cl,50,1,147,1166.666667,-259.807621
hexspline_cl,50,1,148,1175.000000,-259.807621
hexspline_cl,50,1,149,1183.333333,-259.807621
hexspline_cl,50,1,150,1191.666667,-259.807621
hexspline_cl,50,1,151,1200.000000,-259.807621
hexspline_cl,50,1,152,1208.333333,-259.807621
hexspline_cl,50,1,153,1216.666667,-259.807621
hexspline_cl,50,1,154,1225.000000,-259.807621
hexspline_cl,50,1,155,1233.333333,-259.807621
hexspline_cl,50,1,156,1241.666667,-259.807621
hexspline_cl,50,1,157,1250.000000,-259.807621
hexspline_cl,50,1,158,1258.333333,-259.807621
hexspline_cl,50,1,159,1266.666667,-259.807621
hexspline_cl,50,1,160,1275.000000,-259.807621
hexspline_cl,50,1,161,1283.333333,-259.807621
hexspline_cl,50,1,162,1291.666667,-259.807621
hexspline_cl,50,1,163,1300.000000,-259.807621
hexspline_cl,50,1,164,1308.333333,-259.807621
hexspline_cl,50,1,165,1316.666667,-259.807621
hexspline_cl,50,1,166,1325.000000,-259.807621
hexspline_cl,50,1,167,1333.333333,-259.807621
hexspline_cl,50,1,168,1341.666667,-259.807621
hexspline_cl,50,1,169,1350.000000,-259.807621
hexspline_cl,50,1,170,1358.328511,-259.799268
hexspline_cl,50,1,171,1366.628086,-259.740798
hexspline_cl,50,1,172,1374.869792,-259.582094
hexspline_cl,50,1,173,1383.024691,-259.273038
hexspline_cl,50,1,174,1391.063850,-258.763513
hexspline_cl,50,1,175,1398.958333,-258.003402
hexspline_cl,50,1,176,1406.679205,-256.942587
hexspline_cl,50,1,177,1414.197531,-255.530952
hexspline_cl,50,1,178,1421.484375,-253.718380
hexspline_cl,50,1,179,1428.510802,-251.454753
hexspline_cl,50,1,180,1435.247878,-248.689953
hexspline_cl,50,1,181,1441.666667,-245.373864
hexspline_cl,50,1,182,1447.757523,-241.481428
hexspline_cl,50,1,183,1453.587963,-237.087819
hexspline_cl,50,1,184,1459.244792,-232.293272
hexspline_cl,50,1,185,1464.814815,-227.198023
hexspline_cl,50,1,186,1470.384838,-221.902304
hexspline_cl,50,1,187,1476.041667,-216.506351
hexspline_cl,50,1,188,1481.872106,-211.110398
hexspline_cl,50,1,189,1487.962963,-205.814679
hexspline_cl,50,1,190,1494.401042,-200.719430
hexspline_cl,50,1,191,1501.273148,-195.924883
hexspline_cl,50,1,192,1508.666088,-191.531274
hexspline_cl,50,1,193,1516.666667,-187.638837
hexspline_cl,50,1,194,1525.366512,-184.322749
hexspline_cl,50,1,195,1534.876543,-181.557949
hexspline_cl,50,1,196,1545.312500,-179.294322
hexspline_cl,50,1,197,1556.790123,-177.481749
hexspline_cl,50,1,198,1569.425154,-176.070115
hexspline_cl,50,1,199,1583.333333,-175.009300
hexspline_cl,50,1,200,1598.630401,-174.249189
hexspline_cl,50,1,201,1615.432099,-173.739664
hexspline_cl,50,1,202,1633.854167,-173.430608
hexspline_cl,50,1,203,1654.012346,-173.271904
hexspline_cl,50,1,204,1676.022377,-173.213434
hexspline_cl,50,1,205,1700.000000,-173.205081
hexspline_cl,50,2,1,0.000000,0.000000
hexspline_cl,50,2,2,12.495177,19.896533
hexspline_cl,50,2,3,24.961420,36.485330
hexspline_cl,50,2,4,37.369792,50.067094
hexspline_cl,50,2,5,49.691358,60.942528
hexspline_cl,50,2,6,61.897184,69.412337
hexspline_cl,50,2,7,73.958333,75.777223
hexspline_cl,50,2,8,85.845872,80.337889
hexspline_cl,50,2,9,97.530864,83.395039
hexspline_cl,50,2,10,108.984375,85.249376
hexspline_cl,50,2,11,120.177469,86.201603
hexspline_cl,50,2,12,131.081211,86.552423
hexspline_cl,50,2,13,141.666667,86.602540
hexspline_cl,50,2,14,151.914545,86.602540
hexspline_cl,50,2,15,161.844136,86.602540
hexspline_cl,50,2,16,171.484375,86.602540
hexspline_cl,50,2,17,180.864198,86.602540
hexspline_cl,50,2,18,190.012539,86.602540
hexspline_cl,50,2,19,198.958333,86.602540
hexspline_cl,50,2,20,207.730517,86.602540
hexspline_cl,50,2,21,216.358025,86.602540
hexspline_cl,50,2,22,224.869792,86.602540
hexspline_cl,50,2,23,233.294753,86.602540
hexspline_cl,50,2,24,241.661844,86.602540
hexspline_cl,50,2,25,250.000000,86.602540
hexspline_cl,50,2,26,258.333333,86.602540
hexspline_cl,50,2,27,266.666667,86.602540
hexspline_cl,50,2,28,275.000000,86.602540
hexspline_cl,50,2,29,283.333333,86.602540
hexspline_cl,50,2,30,291.666667,86.602540
hexspline_cl,50,2,31,300.000000,86.602540
hexspline_cl,50,2,32,308.333333,86.602540
hexspline_cl,50,2,33,316.666667,86.602540
hexspline_cl,50,2,34,325.000000,86.602540
hexspline_cl,50,2,35,333.333333,86.602540
hexspline_cl,50,2,36,341.666667,86.602540
hexspline_cl,50,2,37,350.000000,86.602540
hexspline_cl,50,2,38,358.333333,86.602540
hexspline_cl,50,2,39,366.666667,86.602540
hexspline_cl,50,2,40,375.000000,86.602540
hexspline_cl,50,2,41,383.333333,86.602540
hexspline_cl,50,2,42,391.666667,86.602540
hexspline_cl,50,2,43,400.000000,86.602540
hexspline_cl,50,2,44,408.333333,86.602540
hexspline_cl,50,2,45,416.666667,86.602540
hexspline_cl,50,2,46,425.000000,86.602540
hexspline_cl,50,2,47,433.333333,86.602540
hexspline_cl,50,2,48,441.666667,86.602540
hexspline_cl,50,2,49,450.000000,86.602540
hexspline_cl,50,2,50,458.333333,86.602540
hexspline_cl,50,2,51,466.666667,86.602540
hexspline_cl,50,2,52,475.000000,86.602540
hexspline_cl,50,2,53,483.333333,86.602540
hexspline_cl,50,2,54,491.666667,86.602540
hexspline_cl,50,2,55,500.000000,86.602540
hexspline_cl,50,2,56,508.333333,86.602540
hexspline_cl,50,2,57,516.666667,86.602540
hexspline_cl,50,2,58,525.000000,86.602540
hexspline_cl,50,2,59,533.333333,86.602540
hexspline_cl,50,2,60,541.666667,86.602540
hexspline_cl,50,2,61,550.000000,86.602540
hexspline_cl,50,2,62,558.333333,86.602540
hexspline_cl,50,2,63,566.666667,86.602540
hexspline_cl,50,2,64,575.000000,86.602540
hexspline_cl,50,2,65,583.333333,86.602540
hexspline_cl,50,2,66,591.666667,86.602540
hexspline_cl,50,2,67,600.000000,86.602540
hexspline_cl,50,2,68,608.333333,86.602540
hexspline_cl,50,2,69,616.666667,86.602540
hexspline_cl,50,2,70,625.000000,86.602540
hexspline_cl,50,2,71,633.333333,86.602540
hexspline_cl,50,2,72,641.666667,86.602540
hexspline_cl,50,2,73,650.000000,86.602540
hexspline_cl,50,2,74,658.333333,86.602540
hexspline_cl,50,2,75,666.666667,86.602540
hexspline_cl,50,2,76,675.000000,86.602540
hexspline_cl,50,2,77,683.333333,86.602540
hexspline_cl,50,2,78,691.666667,86.602540
hexspline_cl,50,2,79,700.000000,86.602540
hexspline_cl,50,2,80,708.333333,86.602540
hexspline_cl,50,2,81,716.666667,86.602540
hexspline_cl,50,2,82,725.000000,86.602540
hexspline_cl,50,2,83,733.333333,86.602540
hexspline_cl,50,2,84,741.666667,86.602540
hexspline_cl,50,2,85,750.000000,86.602540
hexspline_cl,50,2,86,758.333333,86.602540
hexspline_cl,50,2,87,766.666667,86.602540
hexspline_cl,50,2,88,775.000000,86.602540
hexspline_cl,50,2,89,783.333333,86.602540
hexspline_cl,50,2,90,791.666667,86.602540
hexspline_cl,50,2,91,800.000000,86.602540
hexspline_cl,50,2,92,808.333333,86.602540
hexspline_cl,50,2,93,816.666667,86.602540
hexspline_cl,50,2,94,825.000000,86.602540
hexspline_cl,50,2,95,833.333333,86.602540
hexspline_cl,50,2,96,841.666667,86.602540
hexspline_cl,50,2,97,850.000000,86.602540
hexspline_cl,50,2,98,858.333333,86.602540
hexspline_cl,50,2,99,866.666667,86.602540
hexspline_cl,50,2,100,875.000000,86.602540
hexspline_cl,50,2,101,883.333333,86.602540
hexspline_cl,50,2,102,891.666667,86.602540
hexspline_cl,50,2,103,900.000000,86.602540
hexspline_cl,50,2,104,908.333333,86.602540
hexspline_cl,50,2,105,916.666667,86.602540
hexspline_cl,50,2,106,925.000000,86.602540
hexspline_cl,50,2,107,933.333333,86.602540
hexspline_cl,50,2,108,941.666667,86.602540
hexspline_cl,50,2,109,950.000000,86.602540
hexspline_cl,50,2,110,958.328511,86.610893
hexspline_cl,50,2,111,966.628086,86.669363
hexspline_cl,50,2,112,974.869792,86.828068
hexspline_cl,50,2,113,983.024691,87.137124
hexspline_cl,50,2,114,991.063850,87.646649
hexspline_cl,50,2,115,998.958333,88.406760
hexspline_cl,50,2,116,1006.679205,89.467574
hexspline_cl,50,2,117,1014.197531,90.879209
hexspline_cl,50,2,118,1021.484375,92.691781
hexspline_cl,50,2,119,1028.510802,94.955409
hexspline_cl,50,2,120,1035.247878,97.720208
hexspline_cl,50,2,121,1041.666667,101.036297
hexspline_cl,50,2,122,1047.752701,104.928734
hexspline_cl,50,2,123,1053.549383,109.322343
hexspline_cl,50,2,124,1059.114583,114.116889
hexspline_cl,50,2,125,1064.506173,119.212139
hexspline_cl,50,2,126,1069.782022,124.507858
hexspline_cl,50,2,127,1075.000000,129.903811
hexspline_cl,50,2,128,1080.217978,135.299764
hexspline_cl,50,2,129,1085.493827,140.595482
hexspline_cl,50,2,130,1090.885417,145.690732
hexspline_cl,50,2,131,1096.450617,150.485278
hexspline_cl,50,2,132,1102.247299,154.878887
hexspline_cl,50,2,133,1108.333333,158.771324
hexspline_cl,50,2,134,1114.752122,162.087413
hexspline_cl,50,2,135,1121.489198,164.852212
hexspline_cl,50,2,136,1128.515625,167.115840
hexspline_cl,50,2,137,1135.802469,168.928412
hexspline_cl,50,2,138,1143.320795,170.340047
hexspline_cl,50,2,139,1151.041667,171.400861
hexspline_cl,50,2,140,1158.936150,172.160972
hexspline_cl,50,2,141,1166.975309,172.670497
hexspline_cl,50,2,142,1175.130208,172.979553
hexspline_cl,50,2,143,1183.371914,173.138258
hexspline_cl,50,2,144,1191.671489,173.196728
hexspline_cl,50,2,145,1200.000000,173.205081
hexspline_cl,50,2,146,1208.333333,173.205081
hexspline_cl,50,2,147,1216.666667,173.205081
hexspline_cl,50,2,148,1225.000000,173.205081
hexspline_cl,50,2,149,1233.333333,173.205081
hexspline_cl,50,2,150,1241.666667,173.205081
hexspline_cl,50,2,151,1250.000000,173.205081
hexspline_cl,50,2,152,1258.333333,173.205081
