method,scenario_id,pct,threshold,success,fail_reason,primary_length,primary_unc,length_ratio,wall_s
hexspline_cl,s001,100,13.7495,true,,1736.4835005921318,9.568976773018106,1.0135,22.9
hexspline_cl,s001,90,12.3746,true,,1736.6312873908046,9.570506217390411,1.0136,23.0
hexspline_cl,s001,80,10.9996,true,,1736.5098182231166,9.572028729309823,1.0136,23.0
hexspline_cl,s001,70,9.6247,true,,1760.7954877634716,8.889363679989186,1.0277,17.4
hexspline_cl,s001,60,8.2497,true,,1797.4338861399174,7.322339099767187,1.0491,21.2
hexspline_cl,s001,50,6.8748,true,,1816.9479967315688,6.660118473999775,1.0605,20.6
hexspline_cl,s001,40,5.4998,true,,1891.2325657458066,3.882941410614747,1.1039,38.8
hexspline_cl,s001,30,4.1249,true,,1891.232000602645,3.885383389752746,1.1039,38.3
