arc_dist,agent,landmark_id,quality,xa,ya,xl,yl
402.0806505336145,1,3,2.6527127246136983e-6,352.0581064390628,84.51656798977181,550.0,300.0
497.93680435737446,1,3,9.80956129474109e-5,447.9142602628226,84.51656303331067,550.0,300.0
400.6392959749845,2,3,2.684870916914423e-6,347.8718216468761,88.68847335987314,550.0,300.0
597.9366943328716,1,3,0.0691039786454987,497.9140282384479,171.11911032549585,550.0,300.0
504.85276381737333,2,3,0.00014199640335402314,452.0852894833715,88.68958166525503,550.0,300.0
697.9369626620895,1,3,0.9790552944761602,547.9140247474312,257.7219625592256,550.0,300.0
604.8530183334043,2,3,0.0005981495270737392,552.0855438918428,88.69421976796546,550.0,300.0
699.7161888722381,2,3,0.00016732491661118767,646.9220435811968,90.94354218839358,550.0,300.0
797.9373285468604,1,3,0.390914724852365,647.9143906321892,257.7220131756618,550.0,300.0
804.6546485735952,2,3,3.7378300130135076e-6,751.7717012004033,95.25974672809053,550.0,300.0
900.0857880770842,1,3,0.0013274243289153572,702.0830819337939,171.11912253643877,550.0,300.0
998.0678131534039,1,3,2.6560490526310634e-6,747.9140279894737,84.51657279511815,550.0,300.0
