agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,46.99498803207266,-89.597981975386
1,3,103.43400645817381,-93.38962305580469
1,4,190.09730606062226,-99.20035134215942
1,5,290.13192879608187,-105.49396435413273
1,6,403.896540427399,-115.58231712582472
1,7,502.1377124063002,-128.52439322147973
1,8,599.8149588976092,-139.79382670080844
1,9,696.9971672809647,-176.20535486971076
1,10,817.8143335861918,-179.53784083366088
1,11,892.7933904071633,-182.7825475031244
1,12,1007.8747881034034,-176.2077620936489
1,13,1073.7009766936058,-144.7084660156767
1,14,1150.4132602411053,-150.54112389471936
1,15,1198.364893232015,-225.72837836860046
1,16,1257.231522971112,-318.0301879859887
1,17,1379.2155447407058,-316.51863994445443
1,18,1502.9775010686667,-314.9851178437782
1,19,1591.0456033728592,-312.5308742918994
1,20,1638.826915485842,-306.96102465586375
1,21,1719.4601094935526,-280.5794215913871
1,22,1782.7090742359528,-199.3581641753247
1,23,1934.2492002106787,-180.30607650760416
1,24,2053.7230409655376,-170.52620709342543
1,25,2103.32425529513,-132.96045354299545
1,26,2162.7805433769286,-64.23179712801084
2,1,0.0,0.0
2,2,97.08698432669777,-2.9962588550993527
2,3,146.99837672881438,83.35644998813248
2,4,250.32842471697575,83.52306739923941
2,5,291.7341691697587,83.75511591400452
2,6,400.08650178398454,83.83693591120849
2,7,546.8817543926742,83.9374639184188
2,8,646.6602279478001,84.29183567407982
2,9,744.837805063296,89.5156580223657
2,10,799.6519768135377,91.50180795974843
2,11,897.1883953760815,91.38758123258849
2,12,1020.1243315144532,105.22541229421361
2,13,1097.3194530511064,83.61123783953431
2,14,1196.9987478891019,142.3543052355589
2,15,1339.6178550744562,135.21007376371693
2,16,1421.0675813264845,145.2571691332121
2,17,1552.1031867198783,148.150971285547
2,18,1646.603482088574,150.69548791118373
2,19,1722.8552261100692,149.85516340918048
2,20,1844.1949887292521,146.33952986772596
2,21,1877.3948607830416,136.97787871944982
2,22,2011.0024963599171,146.41630004993644
2,23,2047.1298148969538,83.60760695829907
2,24,2215.4781330252417,111.00859229084239
2,25,2311.5150894937537,85.23994773474445
2,26,2350.0,86.60254037844386
