method,pct,n_total,n_success,success_rate,mean_length_ratio,median_length_ratio,mean_wall_s,median_wall_s,mean_wall_ratio,median_wall_ratio
hexspline_cl,100,1,1,1.000,1.0117,1.0117,28.1,28.1,1.746,1.746
hexspline_cl,90,1,1,1.000,1.0117,1.0117,27.7,27.7,1.727,1.727
hexspline_cl,80,1,1,1.000,1.0110,1.0110,27.9,27.9,1.734,1.734
hexspline_cl,70,1,1,1.000,1.0124,1.0124,27.7,27.7,1.721,1.721
hexspline_cl,60,1,1,1.000,1.0129,1.0129,28.2,28.2,1.756,1.756
hexspline_cl,50,1,1,1.000,1.0172,1.0172,25.9,25.9,1.613,1.613
hexspline_cl,40,1,1,1.000,1.0751,1.0751,34.8,34.8,2.169,2.169
hexspline_cl,30,1,1,1.000,1.0751,1.0751,34.2,34.2,2.130,2.130
