arc_dist,agent_a,agent_b,weight,xa,ya,xb,yb
0.0,1,2,0.999999694097773,0.0,0.0,0.0,0.0
100.0,1,2,0.9999736683917413,50.717911914578536,86.18406703692425,99.32282620422527,11.5021346493778
200.0,1,2,0.9914324741016908,88.61478648815067,177.51751340520119,199.1025255052951,4.868010186565093
300.0,1,2,0.4515087906837962,121.13715646635731,262.78711870543185,297.16971437330903,15.072364460063113
400.0,1,2,0.7270230391206205,221.137156335619,262.7820052275316,393.57083878212666,41.65851146777503
500.0,1,2,0.5786331911352527,313.1310562708527,247.71993581231646,489.22359055689196,12.718496295225837
600.0,1,2,0.920127161768882,369.0530882179819,164.81802785535646,577.5583658005028,24.86789424489301
700.0,1,2,0.9828651903177458,458.5661951994414,176.967821584703,657.3813990635025,85.10312779382217
800.0,1,2,0.93856774599672,541.4180519109776,230.72780231539923,753.0451157353767,106.34817396534831
900.0,1,2,0.6360617524345591,620.7632269693823,291.576737318375,852.2603745668214,118.85147013113834
1000.0,1,2,0.1606153846594062,701.1449980597854,351.06430640948884,951.4756333982659,131.3547662969284
1100.0,1,2,0.0457216797573665,794.631219475359,385.48284953909604,1048.4664287326793,129.12179940683802
1200.0,1,2,0.021953256684102238,892.296069891514,389.95677951876866,1147.2714567255132,113.70860884370938
1300.0,1,2,0.019073978685137456,986.659887124776,361.31089781924203,1237.3830078995127,77.35674123805222
1400.0,1,2,0.014226286730934819,1076.7870034385655,317.98535217973904,1318.0493684493517,18.255656005686532
1500.0,1,2,0.017970660771972468,1173.0873895312016,293.2779512926957,1411.1082210132563,-2.9642991428400305
1600.0,1,2,0.03836303837429824,1270.4362169019282,270.68789536226706,1511.1082209846982,-2.966689044797364
1700.0,1,2,0.11283145315961728,1366.7123652637554,243.6940417193464,1609.620249780125,4.022587331551618
1800.0,1,2,0.2325589456972558,1462.141022019471,213.90344139299646,1708.6335574248499,3.811505713098386
1900.0,1,2,0.48326892542553945,1553.6070729941027,173.48115151345033,1800.0,0.0
