arc_dist,agent,landmark_id,quality,xa,ya,xl,yl
150.0,1,4,0.00011803613269392179,75.0,129.9038105676658,300.0,200.0
150.0,2,4,4.5397868702434395e-5,150.0,0.0,300.0,200.0
300.0,1,4,0.4558307928102109,225.0,129.9038105676658,300.0,200.0
300.0,2,4,0.001271016263081358,300.0,0.0,300.0,200.0
450.0,1,4,0.9358056084817389,300.0,259.8076211353316,300.0,200.0
450.0,2,4,4.5397868702434395e-5,450.0,0.0,300.0,200.0
600.0,1,4,0.016320047183424852,450.0,259.8076211353316,300.0,200.0
750.0,1,4,1.0926538259417408e-6,600.0,259.8076211353316,300.0,200.0
1050.0,1,3,0.009260370291425388,900.0,259.8076211353316,1050.0,340.0
1050.0,2,3,0.0002730885642464613,975.0,129.9038105676658,1050.0,340.0
1200.0,1,3,0.7892662246569777,1050.0,259.8076211353316,1050.0,340.0
1200.0,2,3,0.0002730885642464613,1125.0,129.9038105676658,1050.0,340.0
1350.0,1,3,0.0002730885642464613,1125.0,129.9038105676658,1050.0,340.0
1800.0,2,1,1.6595493109786895e-6,1575.0,-129.9038105676658,1650.0,-420.0
1800.0,2,2,0.0002730885642464613,1575.0,-129.9038105676658,1500.0,-340.0
1950.0,1,1,1.6595493109786895e-6,1575.0,-129.9038105676658,1650.0,-420.0
1950.0,1,2,0.0002730885642464613,1575.0,-129.9038105676658,1500.0,-340.0
1950.0,2,1,1.6595493109786895e-6,1725.0,-129.9038105676658,1650.0,-420.0
2100.0,1,1,0.017761076056948835,1650.0,-259.8076211353316,1650.0,-420.0
2100.0,1,2,0.009260370291425388,1650.0,-259.8076211353316,1500.0,-340.0
