arc_dist,agent,landmark_id,quality,xa,ya,xl,yl
954.2601540307357,1,1,0.0009637960688498256,756.2901543003943,111.08432925462671,800.0,220.0
973.6598727121454,1,1,0.6595758700326422,766.6701267473304,127.47351034822267,800.0,220.0
993.2200190170408,1,1,0.9997136105949666,777.8139231950348,143.54880581054752,800.0,220.0
1012.7640996073368,1,1,0.9999997636991117,789.7897111044231,158.9939212218785,800.0,220.0
1032.1548344037558,1,1,0.9999999994744062,802.6656579364112,173.49256216249327,800.0,220.0
1051.3283456245413,1,1,0.9999999999880298,816.5185693850885,186.7485184436784,800.0,220.0
1070.3656537882912,1,1,0.9999999999824938,831.4598040772404,198.5459168007577,800.0,220.0
1089.4363017003207,1,1,0.9999999986540675,847.609358872826,208.68896820006412,800.0,220.0
1108.7818036887759,1,1,0.9999991145177738,865.0872306318042,216.9818836079307,800.0,220.0
1128.7123177197561,1,1,0.9982904664286675,884.0134162141345,223.22887399069037,800.0,220.0
1149.5209661346773,1,1,0.1321794317546695,904.4662277098465,227.06062956440238,800.0,220.0
1171.4148245555348,1,1,2.4183447109136697e-5,926.3572381292527,227.4137575440315,800.0,220.0
