agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,66.3773359340581,25.517970201313663
1,3,121.56513202691745,40.2704985058702
1,4,192.30154238678608,57.48375614557226
1,5,297.3907991973317,82.6315619336591
1,6,403.18351108225437,107.03636243796612
1,7,535.7867648607779,129.6867255708136
1,8,594.3881934596366,122.41462505860324
1,9,709.595153202601,126.35753973558363
1,10,803.0380761038871,122.91452520516938
1,11,898.6954613828045,128.0457693403812
1,12,1046.8233811951518,131.40507187899695
1,13,1112.9825182103261,134.64912017575062
1,14,1201.6900110408205,140.53013377452547
1,15,1301.0591709858797,144.4018550590651
1,16,1426.7750426882578,150.2950311102472
1,17,1549.042766563845,154.27789822601244
1,18,1644.9899643516349,156.496528092244
1,19,1728.4929353869709,157.5539269077757
1,20,1839.33170368747,154.6113613546741
1,21,1919.8590093144032,151.06282366721902
1,22,2050.326179336497,140.18651771159773
1,23,2152.2272330257188,136.60300930710875
1,24,2252.7832506210643,109.37146452019162
1,25,2275.248701982697,105.10811322057224
1,26,2350.0,86.60254037844386
