iter,agent,i,x,y
0,2,49,400.000000,173.205081
0,2,50,408.333333,173.205081
0,2,51,416.666667,173.205081
0,2,52,425.000000,173.205081
0,2,53,433.333333,173.205081
0,2,54,441.666667,173.205081
0,2,55,450.000000,173.205081
0,2,56,458.333333,173.205081
0,2,57,466.666667,173.205081
0,2,58,475.000000,173.205081
0,2,59,483.333333,173.205081
0,2,60,491.666667,173.205081
0,2,61,500.000000,173.205081
0,2,62,508.333333,173.205081
0,2,63,516.666667,173.205081
0,2,64,525.000000,173.205081
0,2,65,533.333333,173.205081
0,2,66,541.666667,173.205081
0,2,67,550.000000,173.205081
0,2,68,558.333333,173.205081
0,2,69,566.666667,173.205081
0,2,70,575.000000,173.205081
0,2,71,583.333333,173.205081
0,2,72,591.666667,173.205081
0,2,73,600.000000,173.205081
0,2,74,608.333333,173.205081
0,2,75,616.666667,173.205081
0,2,76,625.000000,173.205081
0,2,77,633.333333,173.205081
0,2,78,641.666667,173.205081
0,2,79,650.000000,173.205081
0,2,80,658.333333,173.205081
0,2,81,666.666667,173.205081
0,2,82,675.000000,173.205081
0,2,83,683.333333,173.205081
0,2,84,691.666667,173.205081
0,2,85,700.000000,173.205081
0,2,86,708.328511,173.196728
0,2,87,716.628086,173.138258
0,2,88,724.869792,172.979553
0,2,89,733.024691,172.670497
0,2,90,741.063850,172.160972
0,2,91,748.958333,171.400861
0,2,92,756.679205,170.340047
0,2,93,764.197531,168.928412
0,2,94,771.484375,167.115840
0,2,95,778.510802,164.852212
0,2,96,785.247878,162.087413
0,2,97,791.666667,158.771324
0,2,98,797.757523,154.878887
0,2,99,803.587963,150.485278
0,2,100,809.244792,145.690732
0,2,101,814.814815,140.595482
0,2,102,820.384838,135.299764
0,2,103,826.041667,129.903811
0,2,104,831.872106,124.507858
0,2,105,837.962963,119.212139
0,2,106,844.401042,114.116889
0,2,107,851.273148,109.322343
0,2,108,858.666088,104.928734
0,2,109,866.666667,101.036297
0,2,110,875.366512,97.720208
0,2,111,884.876543,94.955409
0,2,112,895.312500,92.691781
0,2,113,906.790123,90.879209
0,2,114,919.425154,89.467574
0,2,115,933.333333,88.406760
0,2,116,948.630401,87.646649
0,2,117,965.432099,87.137124
0,2,118,983.854167,86.828068
0,2,119,1004.012346,86.669363
0,2,120,1026.022377,86.610893
0,2,121,1050.000000,86.602540
1,1,1,0.000000,0.000000
1,1,2,12.110918,-20.646182
1,1,3,23.262346,-39.582417
1,1,4,33.557292,-56.882146
1,1,5,43.098765,-72.618807
1,1,6,51.989776,-86.865841
1,1,7,60.333333,-99.696687
1,1,8,68.232446,-111.184786
1,1,9,75.790123,-121.403575
1,1,10,83.109375,-130.426497
1,1,11,90.293210,-138.326989
1,1,12,97.444637,-145.178492
1,1,13,104.666667,-151.054446
1,1,14,112.042728,-156.028675
1,1,15,119.577932,-160.176550
1,1,16,127.257812,-163.573823
1,1,17,135.067901,-166.296251
1,1,18,142.993731,-168.419586
1,1,19,151.020833,-170.019585
1,1,20,159.134741,-171.172000
1,1,21,167.320988,-171.952588
1,1,22,175.565104,-172.437102
1,1,23,183.852623,-172.701297
1,1,24,192.169078,-172.820927
1,1,25,200.500000,-172.871747
1,1,26,208.833237,-172.916693
1,1,27,217.165895,-172.967426
1,1,28,225.497396,-173.022789
1,1,29,233.827160,-173.081624
1,1,30,242.154611,-173.142774
1,1,31,250.479167,-173.205081
1,1,32,258.800252,-173.267388
1,1,33,267.117286,-173.328538
1,1,34,275.429690,-173.387372
1,1,35,283.736886,-173.442735
1,1,36,292.038296,-173.493468
1,1,37,300.333340,-173.538414
1,1,38,308.621730,-173.576705
1,1,39,316.904332,-173.608630
1,1,40,325.182305,-173.634768
1,1,41,333.456806,-173.655698
1,1,42,341.728992,-173.671998
1,1,43,350.000021,-173.684247
1,1,44,358.271049,-173.693024
1,1,45,366.543235,-173.698908
1,1,46,374.817735,-173.702477
1,1,47,383.095707,-173.704309
1,1,48,391.378309,-173.704984
1,1,49,399.666696,-173.705081
1,1,50,407.961739,-173.704984
1,1,51,416.263146,-173.704309
1,1,52,424.570340,-173.702477
1,1,53,432.882742,-173.698908
1,1,54,441.199773,-173.693024
1,1,55,449.520855,-173.684247
1,1,56,457.845409,-173.671998
1,1,57,466.172857,-173.655698
1,1,58,474.502619,-173.634768
1,1,59,482.834117,-173.608630
1,1,60,491.166773,-173.576705
1,1,61,499.500008,-173.538414
1,1,62,507.833340,-173.493468
1,1,63,516.166672,-173.442735
1,1,64,524.500004,-173.387372
1,1,65,532.833336,-173.328538
1,1,66,541.166669,-173.267388
1,1,67,549.500002,-173.205081
1,1,68,557.833334,-173.142774
1,1,69,566.166667,-173.081624
1,1,70,574.500001,-173.022789
1,1,71,582.833334,-172.967426
1,1,72,591.166667,-172.916693
1,1,73,599.500000,-172.871747
1,1,74,607.828511,-172.825104
1,1,75,616.128087,-172.734708
1,1,76,624.369792,-172.549866
1,1,77,632.524691,-172.219880
1,1,78,640.563850,-171.694055
1,1,79,648.458333,-170.921695
1,1,80,656.179205,-169.852103
1,1,81,663.697531,-168.434585
1,1,82,670.984375,-166.618444
1,1,83,678.010802,-164.352984
1,1,84,684.747878,-161.587509
1,1,85,691.166667,-158.271324
1,1,86,697.247975,-154.370631
1,1,87,703.011574,-149.919227
1,1,88,708.486979,-144.967809
1,1,89,713.703704,-139.567071
1,1,90,718.691262,-133.767711
1,1,91,723.479167,-127.620424
1,1,92,728.096933,-121.175906
1,1,93,732.574074,-114.484853
1,1,94,736.940104,-107.597961
1,1,95,741.224537,-100.565925
1,1,96,745.456887,-93.439442
1,1,97,749.666667,-86.269207
1,1,98,753.880691,-79.093098
1,1,99,758.114969,-71.897718
1,1,100,762.382813,-64.656850
1,1,101,766.697531,-57.344278
1,1,102,771.072434,-49.933787
1,1,103,775.520833,-42.399160
1,1,104,780.056038,-34.714182
1,1,105,784.691358,-26.852636
1,1,106,789.440104,-18.788306
1,1,107,794.315586,-10.494977
1,1,108,799.331115,-1.946432
1,1,109,804.500000,6.883545
1,1,110,809.873843,15.987469
1,1,111,815.657407,25.223051
1,1,112,822.093750,34.414303
1,1,113,829.425926,43.385236
1,1,114,837.896991,51.959862
1,1,115,847.750000,59.962190
1,1,116,859.228009,67.216232
1,1,117,872.574074,73.545999
1,1,118,888.031250,78.775502
1,1,119,905.842593,82.728753
1,1,120,926.251157,85.229762
1,1,121,949.500000,86.102540
1,2,1,0.000000,0.000000
1,2,2,11.881173,20.875927
1,2,3,22.841049,40.003714
1,2,4,32.979167,57.460271
1,2,5,42.395062,73.322511
1,2,6,51.188272,87.667346
1,2,7,59.458333,100.571687
1,2,8,67.304784,112.112448
1,2,9,74.827161,122.366538
1,2,10,82.125000,131.410872
1,2,11,89.297840,139.322359
1,2,12,96.445216,146.177913
1,2,13,103.666667,152.054446
1,2,14,111.042728,157.028579
1,2,15,118.577932,161.175778
1,2,16,126.257813,164.571219
1,2,17,134.067901,167.290078
1,2,18,141.993731,169.407530
1,2,19,150.020834,170.998751
1,2,20,158.134742,172.138918
1,2,21,166.320988,172.903205
1,2,22,174.565105,173.366790
1,2,23,182.852624,173.604846
1,2,24,191.169079,173.692551
1,2,25,199.500002,173.705081
1,2,26,207.833335,173.705081
1,2,27,216.166669,173.705081
1,2,28,224.500003,173.705081
1,2,29,232.833337,173.705081
1,2,30,241.166671,173.705081
1,2,31,249.500005,173.705081
1,2,32,257.833339,173.705081
1,2,33,266.166673,173.705081
1,2,34,274.500007,173.705081
1,2,35,282.833341,173.705081
1,2,36,291.166675,173.705081
1,2,37,299.500009,173.705081
1,2,38,307.833440,173.705081
1,2,39,316.167449,173.705081
1,2,40,324.502615,173.705081
1,2,41,332.839518,173.705081
1,2,42,341.178735,173.705081
1,2,43,349.520846,173.705081
1,2,44,357.866429,173.705081
1,2,45,366.216062,173.705081
1,2,46,374.570325,173.705081
1,2,47,382.929797,173.705081
1,2,48,391.295055,173.705081
1,2,49,399.666679,173.705081
1,2,50,408.044958,173.705081
1,2,51,416.429023,173.705081
1,2,52,424.817719,173.705081
1,2,53,433.209886,173.705081
1,2,54,441.604368,173.705081
1,2,55,450.000008,173.705081
1,2,56,458.395647,173.705081
1,2,57,466.790129,173.705081
1,2,58,475.182296,173.705081
1,2,59,483.570991,173.705081
1,2,60,491.955057,173.705081
1,2,61,500.333335,173.705081
1,2,62,508.704959,173.705081
1,2,63,517.070217,173.705081
1,2,64,525.429688,173.705081
1,2,65,533.783951,173.705081
1,2,66,542.133584,173.705081
1,2,67,550.479166,173.705081
1,2,68,558.821277,173.705081
1,2,69,567.160494,173.705081
1,2,70,575.497395,173.705081
1,2,71,583.832561,173.705081
1,2,72,592.166570,173.705081
1,2,73,600.500000,173.705081
1,2,74,608.833333,173.705081
1,2,75,617.166666,173.705081
1,2,76,625.500000,173.705081
1,2,77,633.833333,173.705081
1,2,78,642.166666,173.705081
1,2,79,650.500000,173.705081
1,2,80,658.833333,173.705081
1,2,81,667.166666,173.705081
1,2,82,675.500000,173.705081
1,2,83,683.833333,173.705081
1,2,84,692.166666,173.705081
1,2,85,700.500000,173.705081
1,2,86,708.828511,173.696631
1,2,87,717.128086,173.637486
1,2,88,725.369791,173.476949
1,2,89,733.524691,173.164324
1,2,90,741.563850,172.648916
1,2,91,749.458333,171.880028
1,2,92,757.179205,170.806964
1,2,93,764.697531,169.379029
1,2,94,771.984375,167.545527
1,2,95,779.010802,165.255762
1,2,96,785.747878,162.459037
1,2,97,792.166667,159.104657
1,2,98,798.257523,155.167275
1,2,99,804.087963,150.722933
1,2,100,809.744792,145.873024
1,2,101,815.314815,140.718939
1,2,102,820.884838,135.362071
1,2,103,826.541667,129.903811
1,2,104,832.372106,124.445550
1,2,105,838.462963,119.088682
1,2,106,844.901041,113.934597
1,2,107,851.773148,109.084688
1,2,108,859.166088,104.640346
1,2,109,867.166666,100.702964
1,2,110,875.866222,97.348873
1,2,111,885.374228,94.554174
1,2,112,895.804687,92.269907
1,2,113,907.271604,90.447110
1,2,114,919.888984,89.036826
1,2,115,933.770832,87.990093
1,2,116,949.031153,87.257953
1,2,117,965.783950,86.791445
1,2,118,984.143228,86.541610
1,2,119,1004.222993,86.459487
1,2,120,1026.137249,86.496117
1,2,121,1050.000000,86.602540
2,1,1,0.000000,0.000000
2,1,2,12.194573,-20.551318
2,1,3,23.416840,-39.408364
2,1,4,33.770948,-56.643381
2,1,5,43.361042,-72.328612
2,1,6,52.291270,-86.536301
2,1,7,60.665777,-99.338689
2,1,8,68.588712,-110.808021
2,1,9,76.164219,-121.016540
2,1,10,83.496446,-130.036488
2,1,11,90.689539,-137.940110
2,1,12,97.847645,-144.799647
2,1,13,105.074910,-150.687343
2,1,14,112.455716,-155.676011
2,1,15,119.995388,-159.840741
2,1,16,127.679485,-163.257196
2,1,17,135.493568,-166.001034
2,1,18,143.423195,-168.147918
2,1,19,151.453927,-169.773508
2,1,20,159.571323,-170.953465
2,1,21,167.760943,-171.763448
2,1,22,176.008347,-172.279120
2,1,23,184.299095,-172.576141
2,1,24,192.618746,-172.730172
2,1,25,200.952861,-172.816873
2,1,26,209.289209,-172.899032
2,1,27,217.624402,-172.987940
2,1,28,225.957263,-173.082018
2,1,29,234.286614,-173.179685
2,1,30,242.611277,-173.279358
2,1,31,250.930075,-173.379458
2,1,32,259.241830,-173.478404
2,1,33,267.545364,-173.574613
2,1,34,275.839500,-173.666506
2,1,35,284.123059,-173.752502
2,1,36,292.394865,-173.831019
2,1,37,300.653739,-173.900476
2,1,38,308.899089,-173.959703
2,1,39,317.132659,-174.009168
2,1,40,325.356780,-174.049751
2,1,41,333.573781,-174.082329
2,1,42,341.785993,-174.107783
2,1,43,349.995744,-174.126990
2,1,44,358.205365,-174.140829
2,1,45,366.417185,-174.150181
2,1,46,374.633535,-174.155922
2,1,47,382.856744,-174.158933
2,1,48,391.089142,-174.160091
2,1,49,399.333059,-174.160277
2,1,50,407.590247,-174.160101
2,1,51,415.860151,-174.159106
2,1,52,424.141637,-174.156566
2,1,53,432.433571,-174.151758
2,1,54,440.734822,-174.143957
2,1,55,449.044254,-174.132437
2,1,56,457.360736,-174.116473
2,1,57,465.683134,-174.095342
2,1,58,474.010314,-174.068317
2,1,59,482.341144,-174.034674
2,1,60,490.674490,-173.993689
2,1,61,499.009218,-173.944636
2,1,62,507.344382,-173.887098
2,1,63,515.679776,-173.821883
2,1,64,524.015380,-173.750105
2,1,65,532.351173,-173.672882
2,1,66,540.687136,-173.591327
2,1,67,549.023250,-173.506556
2,1,68,557.359493,-173.419685
2,1,69,565.695847,-173.331829
2,1,70,574.032291,-173.244103
2,1,71,582.368805,-173.157622
2,1,72,590.705369,-173.073502
2,1,73,599.041964,-172.992858
2,1,74,607.373784,-172.908265
2,1,75,615.676880,-172.778139
2,1,76,623.922519,-172.552354
2,1,77,632.081967,-172.180788
2,1,78,640.126490,-171.613314
2,1,79,648.027354,-170.799809
2,1,80,655.755826,-169.690147
2,1,81,663.283171,-168.234205
2,1,82,670.580656,-166.381857
2,1,83,677.619546,-164.082979
2,1,84,684.371109,-161.287446
2,1,85,690.806609,-157.945134
2,1,86,696.906993,-154.022733
2,1,87,702.691925,-149.554196
2,1,88,708.190747,-144.590289
2,1,89,713.432802,-139.181779
2,1,90,718.447433,-133.379433
2,1,91,723.263984,-127.234018
2,1,92,727.911797,-120.796302
2,1,93,732.420215,-114.117052
2,1,94,736.818582,-107.247034
2,1,95,741.136241,-100.237015
2,1,96,745.402534,-93.137763
2,1,97,749.646804,-86.000045
2,1,98,753.895681,-78.861648
2,1,99,758.164930,-71.708441
2,1,100,762.467604,-64.513315
2,1,101,766.816756,-57.249159
2,1,102,771.225437,-49.888863
2,1,103,775.706701,-42.405317
2,1,104,780.273599,-34.771411
2,1,105,784.939184,-26.960035
2,1,106,789.716508,-18.944078
2,1,107,794.618623,-10.696430
2,1,108,799.658582,-2.189982
2,1,109,804.849437,6.602377
2,1,110,810.242100,15.673864
2,1,111,816.038921,24.882122
2,1,112,822.480109,34.050901
2,1,113,829.805873,43.003953
2,1,114,838.256424,51.565028
2,1,115,848.071971,59.557875
2,1,116,859.492723,66.806245
2,1,117,872.758889,73.133888
2,1,118,888.110680,78.364555
2,1,119,905.788305,82.321996
2,1,120,926.031973,84.829962
2,1,121,949.081894,85.712203
2,2,1,0.000000,0.000000
2,2,2,11.811433,20.902636
2,2,3,22.715779,40.051775
2,2,4,32.811315,57.525093
2,2,5,42.196317,73.400265
2,2,6,50.969063,87.754966
2,2,7,59.227828,100.666869
2,2,8,67.070890,112.213651
2,2,9,74.596524,122.472986
2,2,10,81.903008,131.522549
2,2,11,89.088618,139.440015
2,2,12,96.251630,146.303058
2,2,13,103.490321,152.189354
2,2,14,110.884165,157.176093
2,2,15,118.437420,161.338526
2,2,16,126.135544,164.751421
2,2,17,133.963992,167.489546
2,2,18,141.908220,169.627667
2,2,19,149.953686,171.240552
2,2,20,158.085844,172.402968
2,2,21,166.290151,173.189683
2,2,22,174.552063,173.675464
2,2,23,182.857037,173.935077
2,2,24,191.190529,174.043291
2,2,25,199.537995,174.074873
2,2,26,207.887239,174.092146
2,2,27,216.235464,174.107661
2,2,28,224.582219,174.121526
2,2,29,232.927054,174.133848
2,2,30,241.269520,174.144733
2,2,31,249.609165,174.154290
2,2,32,257.945540,174.162626
2,2,33,266.278196,174.169848
2,2,34,274.606681,174.176063
2,2,35,282.930546,174.181378
2,2,36,291.249342,174.185901
2,2,37,299.562617,174.189739
2,2,38,307.870342,174.192990
2,2,39,316.174159,174.195710
2,2,40,324.476131,174.197948
2,2,41,332.778322,174.199752
2,2,42,341.082794,174.201169
2,2,43,349.391609,174.202246
2,2,44,357.706830,174.203032
2,2,45,366.030521,174.203574
2,2,46,374.364744,174.203920
2,2,47,382.711561,174.204117
2,2,48,391.073035,174.204214
2,2,49,399.451230,174.204257
2,2,50,407.847410,174.204287
2,2,51,416.259650,174.204311
2,2,52,424.685228,174.204329
2,2,53,433.121421,174.204342
2,2,54,441.565508,174.204350
2,2,55,450.014765,174.204351
2,2,56,458.466470,174.204346
2,2,57,466.917901,174.204336
2,2,58,475.366335,174.204319
2,2,59,483.809050,174.204296
2,2,60,492.243324,174.204267
2,2,61,500.666433,174.204232
2,2,62,509.076235,174.204171
2,2,63,517.472899,174.203981
2,2,64,525.857174,174.203544
2,2,65,534.229810,174.202736
2,2,66,542.591554,174.201438
2,2,67,550.943157,174.199528
2,2,68,559.285366,174.196884
2,2,69,567.618930,174.193387
2,2,70,575.944599,174.188914
2,2,71,584.263121,174.183344
2,2,72,592.575246,174.176557
2,2,73,600.881721,174.168431
2,2,74,609.183304,174.158858
2,2,75,617.480786,174.147780
2,2,76,625.774966,174.135151
2,2,77,634.066641,174.120925
2,2,78,642.356610,174.105057
2,2,79,650.645674,174.087502
2,2,80,658.934629,174.068214
2,2,81,667.224275,174.047147
2,2,82,675.515410,174.024257
2,2,83,683.808833,173.999497
2,2,84,692.105344,173.972821
2,2,85,700.405739,173.944186
2,2,86,708.705869,173.905216
2,2,87,716.981776,173.814224
2,2,88,725.204557,173.621194
2,2,89,733.345304,173.276109
2,2,90,741.375112,172.728955
2,2,91,749.265075,171.929715
2,2,92,756.986287,170.828372
2,2,93,764.509842,169.374911
2,2,94,771.806835,167.519317
2,2,95,778.848360,165.211572
2,2,96,785.605511,162.401661
2,2,97,792.049382,159.039567
2,2,98,798.170205,155.100342
2,2,99,804.034764,150.659301
2,2,100,809.728982,145.816825
2,2,101,815.338779,140.673296
2,2,102,820.950078,135.329097
2,2,103,826.648801,129.884609
2,2,104,832.520869,124.440213
2,2,105,838.652205,119.096293
2,2,106,845.128730,113.953229
2,2,107,852.036367,109.111403
2,2,108,859.461037,104.671198
2,2,109,867.488662,100.732995
2,2,110,876.209721,97.372543
2,2,111,885.732918,94.567053
2,2,112,896.171514,92.269106
2,2,113,907.638772,90.431280
2,2,114,920.247953,89.006155
2,2,115,934.112317,87.946309
2,2,116,949.345126,87.204322
2,2,117,966.059642,86.732774
2,2,118,984.369126,86.484242
2,2,119,1004.386840,86.411306
2,2,120,1026.226044,86.466546
2,2,121,1050.000000,86.602540
3,1,1,0.000000,0.000000
3,1,2,12.257666,-20.467953
3,1,3,23.534516,-39.255354
3,1,4,33.935416,-56.433536
3,1,5,43.565233,-72.073832
3,1,6,52.528835,-86.247577
3,1,7,60.931088,-99.026102
3,1,8,68.876861,-110.480741
3,1,9,76.471020,-120.682828
3,1,10,83.818432,-129.703695
3,1,11,91.023964,-137.614676
3,1,12,98.192484,-144.487105
3,1,13,105.428859,-150.392313
3,1,14,112.818079,-155.402287
3,1,15,120.365629,-159.591620
3,1,16,128.057115,-163.035557
3,1,17,135.878145,-165.809342
3,1,18,143.814327,-167.988221
3,1,19,151.851267,-169.647440
3,1,20,159.974573,-170.862242
3,1,21,168.169853,-171.707874
3,1,22,176.422713,-172.259581
3,1,23,184.718761,-172.592607
3,1,24,193.043604,-172.782198
3,1,25,201.382850,-172.903599
3,1,26,209.724228,-173.019237
3,1,27,218.063959,-173.140275
3,1,28,226.400383,-173.265056
3,1,29,234.731842,-173.391924
3,1,30,243.056679,-173.519223
3,1,31,251.373236,-173.645297
3,1,32,259.679853,-173.768490
3,1,33,267.974874,-173.887147
3,1,34,276.256641,-173.999610
3,1,35,284.523494,-174.104225
3,1,36,292.773775,-174.199336
3,1,37,301.005828,-174.283285
3,1,38,309.218792,-174.354870
3,1,39,317.415003,-174.414693
3,1,40,325.597594,-174.463808
3,1,41,333.769699,-174.503270
3,1,42,341.934452,-174.534134
3,1,43,350.094988,-174.557453
3,1,44,358.254439,-174.574283
3,1,45,366.415940,-174.585679
3,1,46,374.582624,-174.592693
3,1,47,382.757626,-174.596382
3,1,48,390.944079,-174.597800
3,1,49,399.145118,-174.598000
3,1,50,407.363136,-174.597732
3,1,51,415.597575,-174.596519
3,1,52,423.847133,-174.593577
3,1,53,432.110513,-174.588123
3,1,54,440.386414,-174.579374
3,1,55,448.673537,-174.566547
3,1,56,456.970584,-174.548859
3,1,57,465.276253,-174.525527
3,1,58,473.589247,-174.495767
3,1,59,481.908266,-174.458796
3,1,60,490.232009,-174.413831
3,1,61,498.559179,-174.360090
3,1,62,506.888664,-174.297057
3,1,63,515.220105,-174.225298
3,1,64,523.553331,-174.145646
3,1,65,531.888174,-174.058934
3,1,66,540.224461,-173.965996
3,1,67,548.562023,-173.867665
3,1,68,556.900689,-173.764774
3,1,69,565.240289,-173.658158
3,1,70,573.580652,-173.548649
3,1,71,581.921609,-173.437081
3,1,72,590.262988,-173.324288
3,1,73,598.604619,-173.211103
3,1,74,606.941617,-173.089999
3,1,75,615.250231,-172.920006
3,1,76,623.501996,-172.651793
3,1,77,631.668447,-172.236032
3,1,78,639.721119,-171.623391
3,1,79,647.631546,-170.764540
3,1,80,655.371263,-169.610149
3,1,81,662.911804,-168.110888
3,1,82,670.224704,-166.217426
3,1,83,677.281499,-163.880433
3,1,84,684.053722,-161.050579
3,1,85,690.512908,-157.678533
3,1,86,696.640147,-153.731636
3,1,87,702.454755,-149.243902
3,1,88,707.985600,-144.266020
3,1,89,713.261553,-138.848674
3,1,90,718.311483,-133.042551
3,1,91,723.164260,-126.898337
3,1,92,727.848755,-120.466718
3,1,93,732.393837,-113.798381
3,1,94,736.828376,-106.944010
3,1,95,741.181242,-99.954294
3,1,96,745.481306,-92.879917
3,1,97,749.757435,-85.771566
3,1,98,754.035889,-78.666838
3,1,99,758.332467,-71.550973
3,1,100,762.660357,-64.396121
3,1,101,767.032749,-57.174433
3,1,102,771.462831,-49.858060
3,1,103,775.963789,-42.419153
3,1,104,780.548813,-34.829863
3,1,105,785.231091,-27.062340
3,1,106,790.023810,-19.088736
3,1,107,794.940159,-10.881200
3,1,108,799.993325,-2.411883
3,1,109,805.196498,6.347062
3,1,110,810.600233,15.389463
3,1,111,816.404558,24.573049
3,1,112,822.846869,33.721526
3,1,113,830.164563,42.658600
3,1,114,838.595036,51.207978
3,1,115,848.375684,59.193366
3,1,116,859.743903,66.438470
3,1,117,872.937089,72.766996
3,1,118,888.192639,78.002651
3,1,119,905.747949,81.969140
3,1,120,925.840414,84.490170
