iter,agent,ctrl_index,x,y
32,2,6,404.142062,188.300666
32,2,7,512.009828,188.324348
32,2,8,615.125453,187.977218
32,2,9,689.454385,176.372871
32,2,10,787.740122,160.441716
32,2,11,865.023862,100.270371
32,2,12,964.745381,96.927849
32,2,13,1050.000000,86.602540
33,1,1,0.000000,0.000000
33,1,2,51.205871,-77.672383
33,1,3,109.276783,-165.584573
33,1,4,213.569475,-182.696405
33,1,5,316.786305,-188.021308
33,1,6,412.518550,-187.899671
33,1,7,482.540402,-187.764081
33,1,8,587.310630,-185.438372
33,1,9,694.512215,-164.959918
33,1,10,759.576092,-75.437242
33,1,11,809.309667,-9.396620
33,1,12,864.136845,73.783257
33,1,13,940.716722,81.982149
33,2,1,0.000000,0.000000
33,2,2,56.278718,74.816011
33,2,3,111.127827,161.220153
33,2,4,213.597887,184.067749
33,2,5,316.534504,188.601216
33,2,6,404.789164,188.717585
33,2,7,512.064080,188.744118
33,2,8,615.544755,188.362120
33,2,9,689.300299,176.433736
33,2,10,787.457733,160.089114
33,2,11,865.437709,100.734416
33,2,12,965.132328,97.188937
33,2,13,1050.000000,86.602540
34,1,1,0.000000,0.000000
34,1,2,51.254504,-77.387451
34,1,3,109.564075,-165.397596
34,1,4,213.982661,-182.989344
34,1,5,317.343798,-188.462384
34,1,6,413.134434,-188.317591
34,1,7,481.953814,-188.173614
34,1,8,586.974608,-185.798981
34,1,9,694.427158,-164.740649
34,1,10,759.959535,-75.130376
34,1,11,809.511340,-9.626433
34,1,12,864.593955,73.351191
34,1,13,940.480899,81.875819
34,2,1,0.000000,0.000000
34,2,2,56.451502,74.442031
34,2,3,111.539020,160.806095
34,2,4,214.062466,184.308048
34,2,5,317.176895,189.003476
34,2,6,405.443270,189.130808
34,2,7,512.086316,189.160370
34,2,8,615.958673,188.741131
34,2,9,689.156959,176.473254
34,2,10,787.190353,159.746915
34,2,11,865.848532,101.198094
34,2,12,965.511202,97.436827
34,2,13,1050.000000,86.602540
35,1,1,0.000000,0.000000
35,1,2,51.303202,-77.104854
35,1,3,109.848294,-165.215976
35,1,4,214.393501,-183.283650
35,1,5,317.903248,-188.903621
35,1,6,413.751578,-188.731543
35,1,7,481.365089,-188.581327
35,1,8,586.644339,-186.160023
35,1,9,694.346148,-164.524491
35,1,10,760.353610,-74.837093
35,1,11,809.698779,-9.846032
35,1,12,865.050175,72.919053
35,1,13,940.247928,81.773873
35,2,1,0.000000,0.000000
35,2,2,56.608242,74.074669
35,2,3,111.951165,160.392086
35,2,4,214.528215,184.537046
35,2,5,317.824532,189.401070
35,2,6,406.103913,189.540348
35,2,7,512.075555,189.573114
35,2,8,616.366900,189.114025
35,2,9,689.025274,176.492976
35,2,10,786.937722,159.414866
35,2,11,866.256328,101.661288
35,2,12,965.882303,97.672195
35,2,13,1050.000000,86.602540
36,1,1,0.000000,0.000000
36,1,2,51.351392,-76.824986
36,1,3,110.129053,-165.040131
36,1,4,214.801837,-183.579683
36,1,5,318.464583,-189.345015
36,1,6,414.369668,-189.141589
36,1,7,480.774301,-188.987106
36,1,8,586.320058,-186.521844
36,1,9,694.269979,-164.311975
36,1,10,760.757189,-74.556645
36,1,11,809.872331,-10.055359
36,1,12,865.505410,72.487004
36,1,13,940.017795,81.676710
36,2,1,0.000000,0.000000
36,2,2,56.750098,73.713486
36,2,3,112.364083,159.978167
36,2,4,214.995134,184.754442
36,2,5,318.477222,189.794005
36,2,6,406.770689,189.946219
36,2,7,512.030957,189.982364
36,2,8,616.769166,189.480616
36,2,9,688.906162,176.494624
36,2,10,786.699614,159.092757
36,2,11,866.661091,102.123865
36,2,12,966.245889,97.895602
36,2,13,1050.000000,86.602540
37,1,1,0.000000,0.000000
37,1,2,51.398683,-76.548109
37,1,3,110.406096,-164.870336
37,1,4,215.207580,-183.877643
37,1,5,319.027773,-189.786553
37,1,6,414.988462,-189.547773
37,1,7,480.181490,-189.390832
37,1,8,586.001906,-186.884683
37,1,9,694.199267,-164.103489
37,1,10,761.169217,-74.288237
37,1,11,810.032420,-10.254436
37,1,12,865.959621,72.055137
37,1,13,939.790465,81.584546
37,2,1,0.000000,0.000000
37,2,2,56.878072,73.358117
37,2,3,112.777544,159.564437
37,2,4,215.463163,184.960107
37,2,5,319.134743,190.182305
37,2,6,407.443250,190.348437
37,2,7,511.951877,190.388134
37,2,8,617.157883,189.835299
37,2,9,688.812997,176.525518
37,2,10,786.473765,158.775851
37,2,11,867.062808,102.585677
37,2,12,966.602182,98.107499
37,2,13,1050.000000,86.602540
38,1,1,0.000000,0.000000
38,1,2,51.444789,-76.274412
38,1,3,110.679247,-164.706778
38,1,4,215.610683,-184.177639
38,1,5,319.592500,-190.221610
38,1,6,415.619581,-189.965916
38,1,7,479.586284,-189.781749
38,1,8,585.689966,-187.248714
38,1,9,694.140708,-163.901867
38,1,10,761.576226,-74.015156
38,1,11,810.188738,-10.448201
38,1,12,866.413414,71.623148
38,1,13,939.565884,81.497483
38,2,1,0.000000,0.000000
38,2,2,56.993061,73.008242
38,2,3,113.191298,159.151024
38,2,4,215.932204,185.154032
38,2,5,319.796860,190.566004
38,2,6,408.121298,190.747014
38,2,7,511.838296,190.790451
38,2,8,617.533096,190.178393
38,2,9,688.745927,176.583585
38,2,10,786.260142,158.464377
38,2,11,867.461469,103.046583
38,2,12,966.951379,98.308270
38,2,13,1050.000000,86.602540
39,1,1,0.000000,0.000000
39,1,2,51.489492,-76.004029
39,1,3,110.948375,-164.549588
39,1,4,216.011131,-184.479723
39,1,5,320.159022,-190.657568
39,1,6,416.249415,-190.378436
39,1,7,478.989254,-190.171530
39,1,8,585.384249,-187.614081
39,1,9,694.094184,-163.707149
39,1,10,761.978670,-73.737891
39,1,11,810.341133,-10.636408
39,1,12,866.866736,71.191107
39,1,13,939.343981,81.415541
39,2,1,0.000000,0.000000
39,2,2,57.095879,72.663578
39,2,3,113.605093,158.738072
39,2,4,216.402138,185.336296
39,2,5,320.463330,190.945141
39,2,6,408.804575,191.141964
39,2,7,511.690759,191.189348
39,2,8,617.894832,190.510229
39,2,9,688.704961,176.666756
39,2,10,786.058721,158.158557
39,2,11,867.857073,103.506452
39,2,12,967.293661,98.498245
39,2,13,1050.000000,86.602540
40,1,1,0.000000,0.000000
40,1,2,51.532659,-75.737035
40,1,3,111.213414,-164.398826
40,1,4,216.408941,-184.783876
40,1,5,320.727276,-191.094351
40,1,6,416.878621,-190.785482
40,1,7,478.390469,-190.559960
40,1,8,585.084704,-187.980878
40,1,9,694.059508,-163.519319
40,1,10,762.376959,-73.456848
40,1,11,810.489519,-10.818863
40,1,12,867.319557,70.759055
40,1,13,939.124678,81.338641
40,2,1,0.000000,0.000000
40,2,2,57.187255,72.323875
40,2,3,114.018664,158.325743
40,2,4,216.872823,185.507078
40,2,5,321.133904,191.319767
40,2,6,409.492859,191.533296
40,2,7,511.510299,191.584864
40,2,8,618.243109,190.831153
40,2,9,688.689980,176.772994
40,2,10,785.869488,157.858608
40,2,11,868.249623,103.965157
40,2,12,967.629187,98.677705
40,2,13,1050.000000,86.602540
45,1,1,0.000000,0.000000
45,1,2,51.725821,-74.451787
45,1,3,112.478708,-163.739323
45,1,4,218.360920,-186.330659
45,1,5,323.593700,-193.275109
45,1,6,420.079166,-192.776901
45,1,7,475.368988,-192.450019
45,1,8,583.674115,-189.836752
45,1,9,694.053105,-162.679311
45,1,10,764.317601,-72.004098
45,1,11,811.172260,-11.641171
45,1,12,869.576850,68.598380
45,1,13,938.063705,81.020760
45,2,1,0.000000,0.000000
45,2,2,57.492693,70.693213
45,2,3,116.073317,156.280195
45,2,4,219.231083,186.201336
45,2,5,324.539220,193.127553
45,2,6,413.002881,193.435979
45,2,7,510.173819,193.513495
45,2,8,619.813334,192.303858
45,2,9,688.947260,177.440731
45,2,10,785.116273,156.475878
45,2,11,870.170155,106.252531
45,2,12,969.182398,99.277120
45,2,13,1050.000000,86.602540
50,1,1,0.000000,0.000000
50,1,2,51.900493,-73.233351
50,1,3,113.661911,-163.215469
50,1,4,220.265381,-187.891650
50,1,5,326.506815,-195.459180
50,1,6,423.426310,-194.661945
50,1,7,472.301695,-194.259792
50,1,8,582.380786,-191.719705
50,1,9,694.299577,-161.987679
50,1,10,766.148623,-70.429644
50,1,11,811.818519,-12.340761
50,1,12,871.829909,66.430912
50,1,13,937.051930,80.765104
50,2,1,0.000000,0.000000
50,2,2,57.580344,69.165813
50,2,3,118.077665,154.282951
50,2,4,221.575592,186.684916
50,2,5,328.007055,194.834738
50,2,6,416.611858,195.249328
50,2,7,508.277701,195.365294
50,2,8,621.236260,193.669934
50,2,9,689.527579,177.632468
50,2,10,784.716920,155.358095
50,2,11,872.019773,108.509507
50,2,12,970.552076,99.467780
50,2,13,1050.000000,86.602540
55,1,1,0.000000,0.000000
55,1,2,52.099782,-72.047283
55,1,3,114.801767,-162.781188
55,1,4,222.149320,-189.410955
55,1,5,329.477246,-197.636534
55,1,6,427.084786,-196.479881
55,1,7,469.171529,-195.942683
55,1,8,581.151928,-193.607549
55,1,9,694.645724,-161.361826
55,1,10,768.020849,-68.892744
55,1,11,812.462284,-12.934975
55,1,12,874.069350,64.258634
55,1,13,936.076895,80.475637
55,2,1,0.000000,0.000000
55,2,2,57.475823,67.736225
55,2,3,119.993186,152.364957
55,2,4,223.873393,187.056020
55,2,5,331.505063,196.455568
55,2,6,420.296652,196.974236
55,2,7,505.999151,197.145786
55,2,8,622.396025,194.888471
55,2,9,690.605434,177.988952
55,2,10,784.617478,154.422436
55,2,11,873.794107,110.696581
55,2,12,971.806224,99.516536
55,2,13,1050.000000,86.602540
60,1,1,0.000000,0.000000
60,1,2,52.340331,-70.875568
60,1,3,115.920363,-162.408026
60,1,4,224.028772,-190.856097
60,1,5,332.513383,-199.826720
60,1,6,431.071749,-198.147848
60,1,7,465.960332,-197.502820
60,1,8,579.948739,-195.499061
60,1,9,694.576201,-160.568904
60,1,10,770.253571,-67.844605
60,1,11,814.179498,-14.114800
60,1,12,876.050445,62.231970
60,1,13,935.130187,80.079476
60,2,1,0.000000,0.000000
60,2,2,57.256026,66.374089
60,2,3,121.790685,150.547039
60,2,4,226.103060,187.391682
60,2,5,335.013094,198.003296
60,2,6,424.028278,198.610931
60,2,7,503.503118,198.859328
60,2,8,623.420369,196.050181
60,2,9,691.981557,178.104759
60,2,10,784.822003,153.696405
60,2,11,875.497554,112.807647
60,2,12,972.968589,99.474324
60,2,13,1050.000000,86.602540
65,1,1,0.000000,0.000000
65,1,2,52.381432,-69.832479
65,1,3,117.031192,-162.097836
65,1,4,225.894485,-192.253650
65,1,5,335.481081,-201.574857
65,1,6,434.332490,-199.894684
65,1,7,462.782123,-199.403272
65,1,8,578.752566,-196.899780
65,1,9,694.727934,-159.903412
65,1,10,772.350176,-66.691823
65,1,11,815.573934,-14.992181
65,1,12,878.117868,60.153356
65,1,13,934.206818,79.582761
65,2,1,0.000000,0.000000
65,2,2,57.220338,64.953079
65,2,3,123.440922,148.839011
65,2,4,228.264206,187.710114
65,2,5,338.530375,199.485461
65,2,6,427.774284,200.157993
65,2,7,500.896640,200.506628
65,2,8,624.282103,197.147293
65,2,9,693.659270,178.172839
65,2,10,785.284266,153.129483
65,2,11,877.133089,114.830077
65,2,12,974.101509,99.537442
65,2,13,1050.000000,86.602540
70,1,1,0.000000,0.000000
70,1,2,52.093448,-69.044443
70,1,3,118.072892,-161.856429
70,1,4,227.619495,-193.537306
70,1,5,338.287123,-203.215023
70,1,6,437.036072,-201.451384
70,1,7,459.767048,-200.959605
70,1,8,577.673269,-198.254819
70,1,9,694.848818,-159.301831
70,1,10,774.375279,-65.803265
70,1,11,816.986606,-15.825616
70,1,12,880.000764,58.253462
70,1,13,933.361029,79.046968
70,2,1,0.000000,0.000000
70,2,2,57.593177,63.424781
70,2,3,125.119015,147.106338
70,2,4,230.489273,187.412799
70,2,5,342.076558,200.735493
70,2,6,431.368509,201.502264
70,2,7,498.243988,201.950740
70,2,8,624.781587,197.963654
70,2,9,695.309771,177.896530
70,2,10,785.880513,152.690912
70,2,11,878.631466,116.695464
70,2,12,975.208353,99.900661
70,2,13,1050.000000,86.602540
75,1,1,0.000000,0.000000
75,1,2,51.982663,-68.382144
75,1,3,118.907357,-161.641413
75,1,4,228.985396,-194.426610
75,1,5,340.570420,-204.591635
75,1,6,438.826410,-202.437217
75,1,7,457.365651,-202.062226
75,1,8,576.809791,-199.371633
75,1,9,694.863622,-158.789513
75,1,10,775.973560,-65.185261
75,1,11,818.151080,-16.493138
75,1,12,881.459110,56.780901
75,1,13,932.730214,78.470441
75,2,1,0.000000,0.000000
75,2,2,58.737025,61.737850
75,2,3,127.149544,145.105375
75,2,4,232.995455,185.496603
75,2,5,345.665313,201.387632
75,2,6,434.581287,202.405057
75,2,7,495.546682,202.899159
75,2,8,624.452210,198.009801
75,2,9,696.387375,176.775255
75,2,10,786.368856,152.340146
75,2,11,879.838039,118.266975
75,2,12,976.175523,100.568048
75,2,13,1050.000000,86.602540
80,1,1,0.000000,0.000000
80,1,2,52.271365,-67.603416
80,1,3,119.849970,-161.187888
80,1,4,230.290170,-194.695012
80,1,5,342.605644,-205.479839
80,1,6,440.551074,-203.253129
80,1,7,455.260085,-202.937951
80,1,8,575.857857,-199.835861
80,1,9,694.690495,-158.172306
80,1,10,777.144928,-64.490102
80,1,11,819.010279,-16.968825
80,1,12,882.790974,55.458519
80,1,13,932.302389,77.374983
80,2,1,0.000000,0.000000
80,2,2,60.091423,60.090403
80,2,3,129.254358,143.064252
80,2,4,235.523374,183.013221
80,2,5,349.171920,201.679143
80,2,6,437.649448,203.002098
80,2,7,492.920424,203.526442
80,2,8,623.592327,197.601531
80,2,9,697.351262,175.752765
80,2,10,786.789006,152.030811
80,2,11,880.827230,119.589120
80,2,12,976.963094,101.159090
80,2,13,1050.000000,86.602540
85,1,1,0.000000,0.000000
85,1,2,52.951729,-66.623088
85,1,3,121.118242,-160.325019
85,1,4,231.734356,-194.214598
85,1,5,344.727748,-206.163262
85,1,6,441.902404,-203.767794
85,1,7,453.158797,-203.440513
85,1,8,574.647706,-199.822256
85,1,9,694.090692,-157.238632
85,1,10,778.104779,-63.781455
85,1,11,819.837014,-17.457123
85,1,12,884.088959,54.169571
85,1,13,932.076621,75.499911
85,2,1,0.000000,0.000000
85,2,2,61.293240,58.613669
85,2,3,131.261428,141.125412
85,2,4,237.912328,180.539920
85,2,5,352.518738,201.788180
85,2,6,440.698218,203.391530
85,2,7,490.514981,203.962658
85,2,8,622.498482,197.004222
85,2,9,698.405700,175.207367
85,2,10,787.180038,151.742473
85,2,11,881.660450,120.711418
85,2,12,977.539124,101.405073
85,2,13,1050.000000,86.602540
90,1,1,0.000000,0.000000
90,1,2,53.663163,-65.663164
90,1,3,122.434898,-159.380166
90,1,4,233.163152,-193.507234
90,1,5,346.863178,-206.911008
90,1,6,442.699369,-203.952732
90,1,7,451.102904,-203.672134
90,1,8,573.414194,-199.827364
90,1,9,693.443816,-156.283679
90,1,10,778.909332,-63.061493
90,1,11,820.492599,-17.826677
90,1,12,885.351197,52.924815
90,1,13,931.938967,73.437493
90,2,1,0.000000,0.000000
90,2,2,62.264826,57.294042
90,2,3,133.238792,139.220006
90,2,4,240.240163,178.096314
90,2,5,355.847430,201.753765
90,2,6,443.868511,203.602314
90,2,7,488.323238,204.252672
90,2,8,621.289367,196.296232
90,2,9,699.479641,174.850934
90,2,10,787.573815,151.478319
90,2,11,882.393415,121.702202
90,2,12,978.026069,101.580947
90,2,13,1050.000000,86.602540
95,1,1,0.000000,0.000000
95,1,2,54.151460,-64.888580
95,1,3,123.591958,-158.599752
95,1,4,234.450101,-192.958064
95,1,5,348.677857,-207.351125
95,1,6,443.983169,-204.282051
95,1,7,449.310090,-204.137922
95,1,8,572.292813,-199.661200
95,1,9,692.898579,-155.464340
95,1,10,779.708321,-62.502991
95,1,11,821.138553,-18.175655
95,1,12,886.497256,51.784964
95,1,13,931.801895,71.623938
95,2,1,0.000000,0.000000
95,2,2,63.079620,56.062396
95,2,3,135.227346,137.303000
95,2,4,242.556279,175.685796
95,2,5,359.247473,201.594832
95,2,6,447.191961,203.644589
95,2,7,486.380577,204.418629
95,2,8,620.073426,195.541339
95,2,9,700.433055,174.262863
95,2,10,788.013094,151.276264
95,2,11,883.065451,122.615745
95,2,12,978.490043,101.824392
95,2,13,1050.000000,86.602540
100,1,1,0.000000,0.000000
100,1,2,54.401677,-64.302527
100,1,3,124.574965,-158.013093
100,1,4,235.598882,-192.631787
100,1,5,350.356435,-207.862962
100,1,6,444.993132,-204.547003
100,1,7,447.654425,-204.531679
100,1,8,571.326828,-199.714901
100,1,9,692.490449,-154.800971
100,1,10,780.497173,-62.050433
100,1,11,821.839722,-18.554119
100,1,12,887.542384,50.731087
100,1,13,931.644527,70.116063
100,2,1,0.000000,0.000000
100,2,2,63.746511,54.903324
100,2,3,137.199990,135.396699
100,2,4,244.835385,173.412678
100,2,5,362.704088,201.349913
100,2,6,450.551923,203.540575
100,2,7,484.807138,204.478086
100,2,8,618.960037,194.818181
100,2,9,701.258571,173.385588
100,2,10,788.491067,151.113233
100,2,11,883.695082,123.471813
100,2,12,978.950744,102.144326
100,2,13,1050.000000,86.602540
105,1,1,0.000000,0.000000
105,1,2,54.506257,-63.833803
105,1,3,125.459393,-157.545857
105,1,4,236.672248,-192.437206
105,1,5,351.954732,-208.433965
105,1,6,445.894799,-204.805234
105,1,7,446.047795,-204.769078
105,1,8,570.462432,-199.924778
105,1,9,692.175457,-154.229395
105,1,10,781.294763,-61.686503
105,1,11,822.546860,-18.930679
105,1,12,888.534687,49.717682
105,1,13,931.479466,68.774802
105,2,1,0.000000,0.000000
105,2,2,64.246200,53.827498
105,2,3,139.106168,133.549679
105,2,4,247.028485,171.412390
105,2,5,366.170202,201.037765
105,2,6,453.525484,203.411419
105,2,7,483.915237,204.378660
105,2,8,617.949207,194.150563
105,2,9,702.154489,172.700388
105,2,10,788.954180,150.899303
105,2,11,884.287917,124.269018
105,2,12,979.405594,102.497325
105,2,13,1050.000000,86.602540
110,1,1,0.000000,0.000000
110,1,2,54.253654,-63.639880
110,1,3,126.038100,-157.426119
110,1,4,237.519245,-192.708192
110,1,5,353.071355,-208.805020
110,1,6,446.854439,-205.250997
110,1,7,444.891724,-205.321827
110,1,8,569.899663,-200.177727
110,1,9,692.196241,-153.944889
110,1,10,782.119261,-61.455811
110,1,11,823.222175,-19.266945
110,1,12,889.446087,48.776921
110,1,13,931.986084,68.680644
110,2,1,0.000000,0.000000
110,2,2,64.539419,52.865196
110,2,3,140.879187,131.830027
110,2,4,249.071938,169.849820
110,2,5,369.550890,200.720809
110,2,6,455.877965,203.282675
110,2,7,483.951481,204.149984
110,2,8,617.124236,193.608331
110,2,9,703.121300,172.204308
110,2,10,789.415752,150.649368
110,2,11,884.847295,125.005449
110,2,12,979.817352,102.764621
110,2,13,1050.000000,86.602540
115,1,1,0.000000,0.000000
115,1,2,54.077393,-63.396111
115,1,3,126.689148,-157.239323
115,1,4,238.425252,-192.857609
115,1,5,354.281882,-209.215453
115,1,6,447.229731,-205.563126
115,1,7,443.858096,-205.725521
115,1,8,569.308791,-200.436303
115,1,9,692.136027,-153.579038
115,1,10,782.971424,-61.311419
115,1,11,823.976048,-19.675315
115,1,12,890.350582,47.839675
115,1,13,933.026224,68.734842
115,2,1,0.000000,0.000000
115,2,2,64.557509,52.072870
115,2,3,142.424718,130.335904
115,2,4,250.875412,168.939087
115,2,5,372.690532,200.505664
115,2,6,457.671802,203.099238
115,2,7,484.921691,203.916939
115,2,8,616.637839,193.304080
115,2,9,704.057802,171.631961
115,2,10,789.917615,150.428396
115,2,11,885.374022,125.676629
115,2,12,980.129782,102.786559
115,2,13,1050.000000,86.602540
120,1,1,0.000000,0.000000
120,1,2,54.322838,-62.843255
120,1,3,127.717026,-156.651186
120,1,4,239.618304,-192.416303
120,1,5,355.959796,-209.645277
120,1,6,447.373042,-205.693162
120,1,7,442.577087,-205.820373
120,1,8,568.425945,-200.456234
120,1,9,691.816848,-152.907770
120,1,10,783.719261,-60.984380
120,1,11,824.640771,-20.027386
120,1,12,891.380899,46.794895
120,1,13,933.918539,67.678482
120,2,1,0.000000,0.000000
120,2,2,64.349221,51.424288
120,2,3,143.767167,129.047257
120,2,4,252.480195,168.615484
120,2,5,375.645083,200.383326
120,2,6,459.066413,202.859393
120,2,7,486.582004,203.693192
120,2,8,616.362143,193.158436
120,2,9,705.093804,171.311939
120,2,10,790.431304,150.188586
120,2,11,885.872476,126.289675
120,2,12,980.372354,102.638458
120,2,13,1050.000000,86.602540
125,1,1,0.000000,0.000000
125,1,2,54.141202,-62.618995
125,1,3,128.364504,-156.494911
125,1,4,240.528935,-192.572190
125,1,5,356.956591,-209.821388
125,1,6,447.864841,-206.050478
125,1,7,441.754675,-206.244810
125,1,8,567.879658,-200.538053
125,1,9,691.867697,-152.581106
125,1,10,784.520921,-60.801926
125,1,11,825.368904,-20.402775
125,1,12,892.311709,45.850426
125,1,13,935.300196,67.824473
125,2,1,0.000000,0.000000
125,2,2,64.047685,50.830253
125,2,3,145.017698,127.853515
125,2,4,254.024951,168.587649
125,2,5,378.623054,200.250114
125,2,6,460.283889,202.574914
125,2,7,488.595320,203.397575
125,2,8,616.205539,193.082953
125,2,9,706.142605,170.966056
125,2,10,791.040930,150.073605
125,2,11,886.281800,126.697453
125,2,12,980.725817,102.780615
125,2,13,1050.000000,86.602540
130,1,1,0.000000,0.000000
130,1,2,54.047333,-62.332587
130,1,3,129.089625,-156.267386
130,1,4,241.505102,-192.612398
130,1,5,358.230523,-210.256879
130,1,6,448.057797,-206.156522
130,1,7,440.841121,-206.507318
130,1,8,567.295733,-200.820803
130,1,9,691.845886,-152.183402
130,1,10,785.357406,-60.652305
130,1,11,826.112583,-20.772883
130,1,12,893.250315,44.906056
130,1,13,936.169479,67.336766
130,2,1,0.000000,0.000000
130,2,2,63.701639,50.262032
130,2,3,146.207949,126.720798
130,2,4,255.561725,168.711481
130,2,5,381.671804,200.082192
130,2,6,461.676813,202.254658
130,2,7,490.634423,203.053810
130,2,8,615.966706,192.951941
130,2,9,707.318742,170.913378
130,2,10,791.795216,150.173846
130,2,11,886.574763,126.828441
130,2,12,981.230415,103.307685
130,2,13,1050.000000,86.602540
135,1,1,0.000000,0.000000
135,1,2,53.960690,-62.049311
135,1,3,129.807576,-156.052999
135,1,4,242.476587,-192.653870
135,1,5,359.109951,-210.287126
135,1,6,448.189729,-206.365534
135,1,7,440.403419,-206.973467
135,1,8,566.680834,-200.784048
135,1,9,691.830722,-151.796221
135,1,10,786.197029,-60.513856
135,1,11,826.858332,-21.128939
135,1,12,894.176401,43.982397
135,1,13,936.687485,66.541741
135,2,1,0.000000,0.000000
135,2,2,63.358176,49.700708
135,2,3,147.353584,125.629586
135,2,4,257.119708,168.843666
135,2,5,384.795683,199.852301
135,2,6,463.325186,201.909085
135,2,7,492.526100,202.661573
135,2,8,615.791916,192.833831
135,2,9,708.463327,170.757655
135,2,10,792.521937,150.215765
135,2,11,886.858482,126.941048
135,2,12,981.686645,103.723039
135,2,13,1050.000000,86.602540
140,1,1,0.000000,0.000000
140,1,2,53.724874,-61.952174
140,1,3,130.231178,-156.051652
140,1,4,243.141416,-192.922557
140,1,5,359.839674,-210.710090
140,1,6,448.247806,-206.672100
140,1,7,439.927872,-206.941194
140,1,8,566.366846,-201.167385
140,1,9,691.966753,-151.630161
140,1,10,786.852382,-60.393281
140,1,11,827.506849,-21.446860
140,1,12,894.883376,43.279595
140,1,13,937.245303,66.337377
140,2,1,0.000000,0.000000
140,2,2,63.629159,48.847517
140,2,3,148.739453,124.273436
140,2,4,258.971100,167.805857
140,2,5,388.236272,199.229563
140,2,6,466.018095,201.344047
140,2,7,492.998217,202.114617
140,2,8,615.213562,192.320828
140,2,9,709.142108,169.837748
140,2,10,793.090081,150.216474
140,2,11,887.108779,127.085654
140,2,12,981.874016,103.612282
140,2,13,1050.000000,86.602540
145,1,1,0.000000,0.000000
145,1,2,53.633209,-61.807227
145,1,3,130.637381,-155.970819
145,1,4,243.721173,-193.013155
145,1,5,360.329668,-210.791391
145,1,6,448.237276,-206.824967
145,1,7,439.732304,-207.152570
145,1,8,566.023772,-201.232659
145,1,9,691.981781,-151.421684
145,1,10,787.418742,-60.383252
145,1,11,827.983695,-21.666671
145,1,12,895.445104,42.723226
145,1,13,937.633557,65.941289
145,2,1,0.000000,0.000000
145,2,2,64.338122,47.804514
145,2,3,150.290152,122.735453
145,2,4,261.019014,165.935410
145,2,5,391.847431,198.292706
145,2,6,469.265297,200.626350
145,2,7,492.455454,201.407603
145,2,8,614.240929,191.452279
145,2,9,709.619070,168.838102
145,2,10,793.492362,150.136100
145,2,11,887.281179,127.139753
145,2,12,981.965507,103.388181
145,2,13,1050.000000,86.602540
150,1,1,0.000000,0.000000
150,1,2,53.653159,-61.614352
150,1,3,131.053656,-155.820283
150,1,4,244.266827,-192.964544
150,1,5,360.922941,-210.923134
150,1,6,448.215090,-206.872544
150,1,7,439.448426,-207.277901
150,1,8,565.667587,-201.294453
150,1,9,691.964090,-151.203221
150,1,10,787.797666,-60.231102
150,1,11,828.422949,-21.896181
150,1,12,895.939901,42.237914
150,1,13,938.348810,65.690891
150,2,1,0.000000,0.000000
150,2,2,65.135302,46.775357
150,2,3,151.827916,121.221638
150,2,4,263.063661,163.966687
150,2,5,395.397815,197.250533
150,2,6,472.457684,199.834492
150,2,7,491.702416,200.605809
150,2,8,613.111268,190.444525
150,2,9,710.073000,168.091395
150,2,10,793.767839,149.955089
150,2,11,887.390155,127.096869
150,2,12,982.057766,103.237001
150,2,13,1050.000000,86.602540
155,1,1,0.000000,0.000000
155,1,2,54.055410,-61.151324
155,1,3,131.748448,-155.328172
155,1,4,245.003838,-192.404359
155,1,5,361.898387,-210.986284
155,1,6,448.194787,-206.818249
155,1,7,438.930680,-207.259050
155,1,8,565.040380,-201.081329
155,1,9,691.669862,-150.728636
155,1,10,788.082075,-60.024520
155,1,11,828.774741,-22.097529
155,1,12,896.451821,41.738863
155,1,13,939.570890,65.129720
155,2,1,0.000000,0.000000
155,2,2,65.768090,45.929397
155,2,3,153.195948,119.950857
155,2,4,264.933784,162.687631
155,2,5,398.682171,196.297191
155,2,6,475.013770,199.033745
155,2,7,491.451476,199.777736
155,2,8,612.059077,189.497494
155,2,9,710.540524,167.603055
155,2,10,793.954253,149.686555
155,2,11,887.460496,126.992506
155,2,12,982.116906,103.041816
155,2,13,1050.000000,86.602540
160,1,1,0.000000,0.000000
160,1,2,54.534710,-60.641913
160,1,3,132.486999,-154.770451
160,1,4,245.762357,-191.736324
160,1,5,362.854286,-210.947745
160,1,6,448.232528,-206.826145
160,1,7,438.407629,-207.178961
160,1,8,564.355352,-200.732375
160,1,9,691.317039,-150.209410
160,1,10,788.395600,-59.932754
160,1,11,828.939501,-22.151172
160,1,12,896.967349,41.239280
160,1,13,941.072906,64.671999
160,2,1,0.000000,0.000000
160,2,2,66.198242,45.292839
160,2,3,154.420105,118.997880
160,2,4,266.692009,162.706986
160,2,5,401.810479,195.467630
160,2,6,476.846110,198.188874
160,2,7,491.875721,198.901859
160,2,8,611.112625,188.624202
160,2,9,710.964938,167.106341
160,2,10,794.078351,149.346002
160,2,11,887.509063,126.853130
160,2,12,982.192937,102.909093
160,2,13,1050.000000,86.602540
165,1,1,0.000000,0.000000
165,1,2,54.877946,-60.246994
165,1,3,133.098657,-154.347558
165,1,4,246.416140,-191.248283
165,1,5,363.761100,-211.099875
165,1,6,448.066830,-206.715370
165,1,7,438.003851,-207.116254
165,1,8,563.804240,-200.639557
165,1,9,691.102274,-149.824074
165,1,10,788.594484,-59.667779
165,1,11,829.198980,-22.285157
