iter,agent,ctrl_index,x,y
19,2,7,508.883955,182.545903
19,2,8,609.320309,182.521089
19,2,9,692.866057,174.700423
19,2,10,792.549865,165.846924
19,2,11,859.280438,94.125590
19,2,12,959.092392,92.302425
19,2,13,1050.000000,86.602540
20,1,1,0.000000,0.000000
20,1,2,51.070511,-81.220057
20,1,3,105.628555,-168.116338
20,1,4,208.165712,-178.631677
20,1,5,309.807848,-182.218742
20,1,6,404.859363,-182.221952
20,1,7,489.885369,-182.216245
20,1,8,591.983490,-180.478920
20,1,9,695.601630,-167.739404
20,1,10,755.594424,-80.431886
20,1,11,805.679532,-5.800082
20,1,12,858.277823,79.190081
20,1,13,943.983153,83.336797
20,2,1,0.000000,0.000000
20,2,2,52.948064,80.185259
20,2,3,105.687281,166.758768
20,2,4,207.521755,180.309705
20,2,5,308.686226,182.966346
20,2,6,397.252059,183.007080
20,2,7,509.257302,183.011608
20,2,8,609.790053,182.975465
20,2,9,692.488155,174.746227
20,2,10,792.117219,165.390565
20,2,11,859.749588,94.610854
20,2,12,959.562397,92.727043
20,2,13,1050.000000,86.602540
21,1,1,0.000000,0.000000
21,1,2,51.022605,-80.979957
21,1,3,105.881096,-167.937302
21,1,4,208.571623,-178.982952
21,1,5,310.321321,-182.675404
21,1,6,405.411472,-182.664813
21,1,7,489.344316,-182.662226
21,1,8,591.616587,-180.895769
21,1,9,695.517834,-167.542160
21,1,10,755.896325,-80.048575
21,1,11,805.968500,-6.077953
21,1,12,858.709867,78.802957
21,1,13,943.725005,83.259153
21,2,1,0.000000,0.000000
21,2,2,53.275379,79.736440
21,2,3,106.119646,166.314267
21,2,4,208.000223,180.616250
21,2,5,309.257446,183.424789
21,2,6,397.729729,183.468654
21,2,7,509.612358,183.473786
21,2,8,610.255705,183.422938
21,2,9,692.129483,174.825171
21,2,10,791.693357,164.938596
21,2,11,860.214195,95.093944
21,2,12,960.027269,93.142964
21,2,13,1050.000000,86.602540
22,1,1,0.000000,0.000000
22,1,2,50.985336,-80.732537
22,1,3,106.140195,-167.754107
22,1,4,208.980325,-179.326543
22,1,5,310.839179,-183.125920
22,1,6,405.971939,-183.115625
22,1,7,488.798699,-183.100145
22,1,8,591.249932,-181.305607
22,1,9,695.436088,-167.342031
22,1,10,756.189065,-79.655273
22,1,11,806.264120,-6.360734
22,1,12,859.146509,78.409412
22,1,13,943.466949,83.175513
22,2,1,0.000000,0.000000
22,2,2,53.589509,79.294249
22,2,3,106.550058,165.873006
22,2,4,208.476336,180.922060
22,2,5,309.833991,183.879324
22,2,6,398.233406,183.926546
22,2,7,509.947894,183.932426
22,2,8,610.717075,183.863544
22,2,9,691.791192,174.935621
22,2,10,791.278843,164.491626
22,2,11,860.674119,95.574565
22,2,12,960.486747,93.549592
22,2,13,1050.000000,86.602540
23,1,1,0.000000,0.000000
23,1,2,50.959570,-80.477663
23,1,3,106.405960,-167.566443
23,1,4,209.391775,-179.662026
23,1,5,311.361416,-183.576155
23,1,6,406.539819,-183.562749
23,1,7,488.248599,-183.536758
23,1,8,590.883465,-181.708179
23,1,9,695.355956,-167.138714
23,1,10,756.472797,-79.252656
23,1,11,806.566017,-6.648203
23,1,12,859.587586,78.009579
23,1,13,943.209227,83.085449
23,2,1,0.000000,0.000000
23,2,2,53.890300,78.858778
23,2,3,106.977938,165.435341
23,2,4,208.949928,181.227109
23,2,5,310.415822,184.329887
23,2,6,398.759349,184.380738
23,2,7,510.262783,184.387526
23,2,8,611.173942,184.297292
23,2,9,691.474244,175.075521
23,2,10,790.874132,164.050127
23,2,11,861.129277,96.052534
23,2,12,960.940637,93.946514
23,2,13,1050.000000,86.602540
24,1,1,0.000000,0.000000
24,1,2,50.945612,-80.215546
24,1,3,106.678168,-167.374384
24,1,4,209.805778,-179.989348
24,1,5,311.887955,-184.025902
24,1,6,407.114551,-184.006305
24,1,7,487.694134,-183.971795
24,1,8,590.517290,-182.103499
24,1,9,695.277374,-166.932245
24,1,10,756.747890,-78.841558
24,1,11,806.873580,-6.939913
24,1,12,860.032807,77.603771
24,1,13,942.952140,82.988974
24,2,1,0.000000,0.000000
24,2,2,54.177895,78.429963
24,2,3,107.402958,165.001415
24,2,4,209.420993,181.531085
24,2,5,311.002942,184.776412
24,2,6,399.304563,184.831216
24,2,7,510.556007,184.839085
24,2,8,611.626045,184.724160
24,2,9,691.179379,175.242443
24,2,10,790.479571,163.614440
24,2,11,861.579641,96.527773
24,2,12,961.388818,94.333520
24,2,13,1050.000000,86.602540
25,1,1,0.000000,0.000000
25,1,2,50.943209,-79.946727
25,1,3,106.956275,-167.178368
25,1,4,210.222001,-180.308842
25,1,5,312.418658,-184.475025
25,1,6,407.695598,-184.446400
25,1,7,487.135458,-184.405044
25,1,8,590.151673,-182.491865
25,1,9,695.200652,-166.722993
25,1,10,757.014930,-78.422950
25,1,11,807.185974,-7.235202
25,1,12,860.481758,77.192454
25,1,13,942.696017,82.886538
25,2,1,0.000000,0.000000
25,2,2,54.452732,78.007590
25,2,3,107.825028,164.571170
25,2,4,209.889677,181.833386
25,2,5,311.595392,185.218831
25,2,6,399.866633,185.277967
25,2,7,510.826659,185.287108
25,2,8,612.073094,185.144095
25,2,9,690.907112,175.433652
25,2,10,790.095400,163.184787
25,2,11,862.025242,97.000309
25,2,12,961.831241,94.710615
25,2,13,1050.000000,86.602540
26,1,1,0.000000,0.000000
26,1,2,50.951603,-79.672029
26,1,3,107.239460,-166.979167
26,1,4,210.639981,-180.621204
26,1,5,312.953336,-184.923450
26,1,6,408.282429,-184.883129
26,1,7,486.572763,-184.836354
26,1,8,589.787033,-182.873840
26,1,9,695.120800,-166.509516
26,1,10,757.290366,-78.009778
26,1,11,807.491373,-7.527728
26,1,12,860.933925,76.776225
26,1,13,942.441199,82.778975
26,2,1,0.000000,0.000000
26,2,2,54.715506,77.591312
26,2,3,108.244270,164.144368
26,2,4,210.356268,182.133142
26,2,5,312.193248,185.657064
26,2,6,400.443582,185.720987
26,2,7,511.073946,185.731597
26,2,8,612.518453,185.561087
26,2,9,690.650881,175.611020
26,2,10,789.722933,162.765026
26,2,11,862.466294,97.471341
26,2,12,962.267045,95.070994
26,2,13,1050.000000,86.602540
27,1,1,0.000000,0.000000
27,1,2,50.969718,-79.392436
27,1,3,107.526748,-166.777740
27,1,4,211.059194,-180.927357
27,1,5,313.491770,-185.371151
27,1,6,408.874512,-185.316577
27,1,7,486.006261,-185.265612
27,1,8,589.423891,-183.250156
27,1,9,695.039119,-166.292846
27,1,10,757.573577,-77.601872
27,1,11,807.789630,-7.816970
27,1,12,861.388758,76.355737
27,1,13,942.188008,82.667351
27,2,1,0.000000,0.000000
27,2,2,54.967057,77.180713
27,2,3,108.660929,163.720668
27,2,4,210.821134,182.429326
27,2,5,312.796589,186.091033
27,2,6,401.033773,186.160269
27,2,7,511.296946,186.172555
27,2,8,612.961555,185.974681
27,2,9,690.410994,175.774645
27,2,10,789.362248,162.354886
27,2,11,862.902886,97.940900
27,2,12,962.696301,95.415497
27,2,13,1050.000000,86.602540
28,1,1,0.000000,0.000000
28,1,2,50.996252,-79.109031
28,1,3,107.817064,-166.575181
28,1,4,211.479074,-181.228385
28,1,5,314.033719,-185.818142
28,1,6,409.471304,-185.746818
28,1,7,485.436175,-185.692741
28,1,8,589.062843,-183.621663
28,1,9,694.957006,-166.074119
28,1,10,757.864110,-77.199219
28,1,11,808.080448,-8.102305
28,1,12,861.845688,75.931666
28,1,13,941.936738,82.552890
28,2,1,0.000000,0.000000
28,2,2,55.208308,76.775337
28,2,3,109.075338,163.299664
28,2,4,211.284695,182.720807
28,2,5,313.405495,186.520658
28,2,6,401.635834,186.595812
28,2,7,511.494633,186.609980
28,2,8,613.401867,186.384443
28,2,9,690.187660,175.924443
28,2,10,789.013381,161.954082
28,2,11,863.335131,98.409060
28,2,12,963.119110,95.745023
28,2,13,1050.000000,86.602540
29,1,1,0.000000,0.000000
29,1,2,51.029768,-78.822939
29,1,3,108.109292,-166.372652
29,1,4,211.899042,-181.525460
29,1,5,314.578843,-186.258504
29,1,6,410.075204,-186.186296
29,1,7,484.862644,-186.109820
29,1,8,588.704518,-183.989279
29,1,9,694.870297,-165.852356
29,1,10,758.174236,-76.814264
29,1,11,808.356157,-8.379396
29,1,12,862.303609,75.504993
29,1,13,941.687646,82.436898
29,2,1,0.000000,0.000000
29,2,2,55.440214,76.374714
29,2,3,109.487871,162.880920
29,2,4,211.747396,183.006399
29,2,5,314.020025,186.945863
29,2,6,402.248608,187.027619
29,2,7,511.665906,187.043872
29,2,8,613.838878,186.789954
29,2,9,689.981025,176.060239
29,2,10,788.676347,161.562334
29,2,11,863.763148,98.875913
29,2,12,963.535587,96.060494
29,2,13,1050.000000,86.602540
30,1,1,0.000000,0.000000
30,1,2,51.068814,-78.535258
30,1,3,108.402341,-166.171298
30,1,4,212.318544,-181.819755
30,1,5,315.126929,-186.698998
30,1,6,410.682234,-186.621153
30,1,7,484.286064,-186.525601
30,1,8,588.349552,-184.353927
30,1,9,694.780832,-165.628882
30,1,10,758.502097,-76.446258
30,1,11,808.616847,-8.647781
30,1,12,862.762066,75.076313
30,1,13,941.440948,82.320670
30,2,1,0.000000,0.000000
30,2,2,55.663688,75.978397
30,2,3,109.898900,162.464017
30,2,4,212.209665,183.284941
30,2,5,314.640215,187.366576
30,2,6,402.871111,187.455692
30,2,7,511.809623,187.474230
30,2,8,614.272110,187.190823
30,2,9,689.791206,176.181880
30,2,10,788.351154,161.179388
30,2,11,864.187060,99.341551
30,2,12,963.945852,96.362800
30,2,13,1050.000000,86.602540
31,1,1,0.000000,0.000000
31,1,2,51.112002,-78.247013
31,1,3,108.695194,-165.972203
31,1,4,212.737073,-182.112375
31,1,5,315.677690,-187.139624
31,1,6,411.292056,-187.051570
31,1,7,483.706690,-186.939973
31,1,8,587.998553,-184.716479
31,1,9,694.690325,-165.404932
31,1,10,758.846023,-76.094519
31,1,11,808.862593,-8.907024
31,1,12,863.220647,74.646166
31,1,13,941.196816,82.205428
31,2,1,0.000000,0.000000
31,2,2,55.879565,75.585983
31,2,3,110.308756,162.048577
31,2,4,212.671891,183.555343
31,2,5,315.266060,187.782737
31,2,6,403.502503,187.880038
31,2,7,511.924636,187.901054
31,2,8,614.701110,187.586687
31,2,9,689.618319,176.289305
31,2,10,788.037816,160.805022
31,2,11,864.606982,99.806055
31,2,12,964.350018,96.652772
31,2,13,1050.000000,86.602540
32,1,1,0.000000,0.000000
32,1,2,51.158057,-77.959124
32,1,3,108.986937,-165.776346
32,1,4,213.154176,-182.404311
32,1,5,316.230883,-187.580391
32,1,6,411.904293,-187.477699
32,1,7,483.124742,-187.352834
32,1,8,587.652082,-185.077731
32,1,9,694.600331,-165.181621
32,1,10,759.204489,-75.758398
32,1,11,809.093485,-9.156740
32,1,12,863.679002,74.215018
32,1,13,940.955378,82.092275
32,2,1,0.000000,0.000000
32,2,2,56.088570,75.197128
32,2,3,110.717715,161.634283
32,2,4,213.134408,183.816630
32,2,5,315.897518,188.194295
