agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,73.63835778559081,24.068911297797438
1,3,112.9077977029295,39.48215849117414
1,4,227.74714251202016,54.20491976536929
1,5,350.0385684613798,45.41424298463147
1,6,407.336030093787,-5.591859974934268
1,7,452.85471485764384,-42.32860448675088
1,8,550.4003177111902,-57.3685215183242
1,9,647.8722648542733,-42.310943126214056
1,10,691.3799790063067,-6.261403108917561
1,11,748.7246722605524,46.18948228465872
1,12,872.6788194245106,56.10651012744134
1,13,985.3024944571871,41.13959284293665
1,14,1034.3097898955677,22.77117074407345
1,15,1100.0,0.0
