agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,77.95634887147583,122.44158491817565
1,3,222.00948477668894,125.41250438649975
1,4,367.8184268986895,122.43631452750073
1,5,452.9662358373976,3.0496644270204207
1,6,592.8181675113516,-7.4679595673267665
1,7,670.4301794217973,-134.47262053514763
1,8,727.9573247656393,-286.7266756037385
1,9,877.6314797743718,-264.3782610947469
1,10,1042.5317627092452,-267.2768997819629
1,11,1093.2374417937579,-415.9066935953093
1,12,1301.558552586612,-394.2825984433955
1,13,1422.0116850466825,-392.7017672179187
1,14,1585.2395211534283,-391.454326640549
1,15,1694.1937217130483,-398.5992015635301
2,1,0.0,0.0
2,2,125.36894735865762,2.8796871729682376
2,3,301.4904680861479,2.853361713564563
2,4,412.7569072244559,3.909387857553055
2,5,601.9360837834964,-2.973757770990135
2,6,672.0147619981852,131.8894459237675
2,7,904.9658294640334,132.87664556299598
2,8,1050.4500412771065,133.9027427610301
2,9,1133.2758084964337,133.8380877752709
2,10,1167.2179083073686,132.64343506428506
2,11,1426.7013886867783,130.5776471967786
2,12,1503.18792906804,3.659845494937777
2,13,1579.034450341003,-132.86369792790816
2,14,1714.5711395349178,-69.06766656150334
2,15,1800.0,0.0
