method,scenario_id,pct,threshold,success,fail_reason,primary_length,primary_unc,length_ratio,wall_s
hexspline_cl,s049,60,6.8513,true,,931.5067604073694,6.583787691606477,1.0129,18.2
hexspline_cl,s049,50,5.7094,true,,945.4470608536154,5.709431897080588,1.0280,18.2
hexspline_cl,s049,40,4.5675,true,,962.9034198725257,4.567545858221081,1.0470,18.1
hexspline_cl,s049,30,3.4257,false,recovery_failed,1116.989205333101,3.47429093957515,,84.0
hexspline_cl,s050,100,8.9086,true,,967.8597036856867,7.449806791181486,1.1990,17.8
hexspline_cl,s050,90,8.0177,true,,960.5934247662329,7.390580171759395,1.1900,18.2
hexspline_cl,s050,80,7.1269,true,,961.2612469629735,7.126879456871054,1.1908,17.8
hexspline_cl,s050,70,6.2360,true,,980.200589078882,6.236019697216807,1.2143,17.7
hexspline_cl,s050,60,5.3452,true,,984.6512723032705,4.795873157906499,1.2198,17.5
hexspline_cl,s050,50,4.4543,true,,975.3367997777789,4.02884330450581,1.2082,17.5
hexspline_cl,s050,40,3.5634,true,,984.6512723032705,3.532222686875282,1.2198,17.4
hexspline_cl,s050,30,2.6726,true,,1397.2611235259355,1.3363895221486584,1.7309,24.3
hexspline_cl,s053,100,5.9518,true,,783.5165270059663,4.301563796372255,1.1053,17.6
hexspline_cl,s053,90,5.3566,true,,783.1734343341343,4.173549899192862,1.1048,17.6
hexspline_cl,s053,80,4.7614,true,,783.3337826063876,4.091339651973246,1.1051,17.6
hexspline_cl,s053,70,4.1662,true,,834.3413642071903,2.806493968223654,1.1770,17.4
hexspline_cl,s053,60,3.5711,true,,834.3413642071903,2.806493968223654,1.1770,17.5
hexspline_cl,s053,50,2.9759,true,,834.3413642071903,2.806493968223654,1.1770,17.5
hexspline_cl,s053,40,2.3807,true,,817.8401812201314,2.219777100629436,1.1537,17.3
hexspline_cl,s053,30,1.7855,false,recovery_failed,834.7478438836259,2.2071106202289585,,78.2
hexspline_cl,s055,100,5.0483,true,,1041.1856598637091,5.010258207155945,1.0512,19.6
hexspline_cl,s055,90,4.5435,true,,1154.735533166351,4.3349200680146485,1.1658,18.9
hexspline_cl,s055,80,4.0386,true,,1144.8684515468324,3.7239834870781015,1.1558,19.6
hexspline_cl,s055,70,3.5338,true,,1154.735533166351,1.9657771561090343,1.1658,19.4
hexspline_cl,s055,60,3.0290,true,,1154.735533166351,1.9657771561090343,1.1658,19.4
hexspline_cl,s055,50,2.5241,true,,1154.735533166351,1.9657771561090343,1.1658,19.0
hexspline_cl,s055,40,2.0193,true,,1154.735533166351,1.9657771561090343,1.1658,18.6
