agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,43.755282818946206,-25.835757220216603
1,3,138.1174543874014,-86.21659330443285
1,4,205.0223575639074,-119.538869864135
1,5,221.92405044718825,-126.65750200834901
1,6,329.6475798557145,-169.9420433441485
1,7,452.03688822392525,-212.29739532875925
1,8,491.6854316153446,-210.97545939971525
1,9,499.1896760245641,-214.0004902052843
1,10,617.6490115072395,-187.78333927212748
1,11,701.2918388959737,-181.07100053412955
1,12,759.6076227178165,-132.89654735435747
1,13,797.8473918197246,-123.18801286588308
1,14,965.2202967681166,-18.744882239043463
1,15,1000.0,0.0
