arc_dist,agent,landmark_id,quality,xa,ya,xl,yl
548.1420213908038,1,1,1.5336000490761155e-6,499.839489017044,-211.7841269856318,600.0,-300.0
555.4694825022208,1,1,1.0305056909593737e-5,507.1141358490122,-210.90594715811204,600.0,-300.0
566.1862535927999,1,1,0.00011790087965824218,517.6821912034735,-209.12679324882998,600.0,-300.0
581.080438936434,1,1,0.0019411157096321605,532.3032888819089,-206.28773359320857,600.0,-300.0
599.3358368198232,1,1,0.023356606998359977,550.1964174099434,-202.66896261950913,600.0,-300.0
619.7325911567038,1,1,0.09512489676331692,570.1954039942377,-198.66045627920286,600.0,-300.0
641.0514601016456,1,1,0.09211422070307342,591.1340758414527,-194.65219052376077,600.0,-300.0
662.077274219649,1,1,0.020976335157220465,611.8462601582493,-191.03414130465399,600.0,-300.0
681.830522524053,1,1,0.001493484984421406,631.3727989028808,-188.04999934592578,600.0,-300.0
700.2381777258993,1,1,4.7164364263912746e-5,649.5825930399712,-185.3583144619085,600.0,-300.0
