arc_dist,agent_a,agent_b,weight,xa,ya,xb,yb
0.0,1,2,0.999999694097773,0.0,0.0,0.0,0.0
100.0,1,2,0.9999996881133577,2.495418379316342,99.96885958693422,2.1080356171738286,99.97777846019947
200.0,1,2,0.9999996881641473,99.47278599205548,114.754364034363,99.09145862673068,114.70723905122229
300.0,1,2,0.9999996878421482,198.7075548167449,126.505233400479,198.30603518098187,126.45326016552387
400.0,1,2,0.9999995381735233,297.4905105016159,111.54564940982242,295.64028728187566,103.51762483620175
500.0,1,2,0.9999996362790688,396.07889860694536,128.28838970552403,392.68840979985293,127.58625216336604
600.0,1,2,0.9999996446364315,494.20671530969224,142.71476298696126,491.37544621912934,143.69915718228913
700.0,1,2,0.9999996410495203,559.6957591745735,77.61339288704491,557.0505020910342,75.81554844278439
800.0,1,2,0.9999996481903618,648.9761833139466,121.22030142008525,646.1804015326627,121.15715213657985
900.0,1,2,0.9999996384871669,736.3463027616002,75.35110364738811,733.3530187003867,73.86781848993053
1000.0,1,2,0.9999996385160902,827.2903877699495,116.93432017902339,824.2576918440724,115.53719780033892
1100.0,1,2,0.9999996384512563,918.5330572179195,157.29453245116136,915.2149101647796,156.89072391915747
1200.0,1,2,0.9999996384513742,1017.8104523877814,169.2206303842756,1014.4742985786005,169.012795465389
1300.0,1,2,0.9999996384513733,1117.6184610873909,175.41383546252476,1114.2817786484084,175.2146667069446
1400.0,1,2,0.9999996384509336,1216.414122505869,176.5546454860552,1213.4484493471102,178.09674251153422
1500.0,1,2,0.9999996384509336,1305.137066430653,130.421802290658,1302.1713741355713,131.96386251299143
1600.0,1,2,0.9999996384509336,1393.8601607451453,84.28924833081992,1390.8945081826478,85.83138496616316
1700.0,1,2,0.9999996384479176,1470.8062975296423,33.8884641250618,1472.0961395550587,36.97240696636435
1800.0,1,2,0.9999996384169902,1432.2881839131298,-58.39537320880625,1433.6339086207065,-55.33353368768355
1900.0,1,2,0.9999995150041562,1390.220700324826,-141.70814420102496,1396.9227259831725,-148.0362677137327
2000.0,1,2,0.9999995359828012,1303.3303963672618,-104.95813854466253,1303.1535717163315,-113.28938716192795
2100.0,1,2,0.9999994080875989,1326.583813918203,-7.707511119537547,1322.9865753315319,-20.40984151215865
2200.0,1,2,0.9999994176531234,1359.557003501088,85.5660648377816,1351.718064163161,75.35122596306677
2300.0,1,2,0.9999995099425568,1416.1930637422192,152.59055548629482,1406.8634745125278,153.92926004866405
