agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,98.18510417927328,-1.8150036998079797
1,3,149.28789310386185,-88.41698186603027
1,4,248.0352643787003,-88.41731071055555
1,5,343.5402243865893,-88.41752141406253
1,6,448.1850319208353,-88.4176255339572
1,7,501.8149769894323,-144.2747455671673
1,8,598.1852035806728,-175.01986073393917
1,9,701.8153411002168,-175.0200475137378
1,10,798.1850660459779,-175.02034154683753
1,11,857.5553827794787,-237.3987525101474
1,12,956.932216038621,-261.6224419136218
1,13,1055.3487363233332,-261.62258823873543
1,14,1143.316193676438,-261.62239616538585
1,15,1248.185001920869,-261.6221125022041
1,16,1298.1845985814196,-175.0190784194942
1,17,1348.181185709257,-88.42460287814643
2,1,0.0,0.0
2,2,47.84075970442124,75.73590413210285
2,3,146.12619817736208,78.02663928027815
2,4,244.82978125099143,89.14271640698735
2,5,344.71241775602937,91.43673059727755
2,6,444.78130715761336,91.6738343707387
2,7,544.7036671441217,91.97306087322438
2,8,654.3474489907484,90.50761213340067
2,9,738.5682537459185,99.54113936922722
2,10,841.234115378169,83.9461291555519
2,11,897.343476182431,162.94955411394142
2,12,1006.2028971182681,163.56092639859332
2,13,1103.7855534434718,160.8435313775077
2,14,1203.3297411265803,164.7418687911554
2,15,1255.6690940889368,83.94605214299327
2,16,1351.5898332795332,101.2083413621574
2,17,1400.0,173.20508075688772
